validation_step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,Eii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - validation/f1_score-EEE__MAX
2104,96609.5,96606,96613,0.612244898,0.612244898,0.612244898,0.41025641,0.41025641,0.41025641,0,0,0,0.526315789,0.526315789,0.526315789,0.4,0.4,0.4,0,0,0,0.679817906,0.679817906,0.679817906,0.975163657,0.975163657,0.975163657
2105,96617.5,96614,96621,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.856693326,0.856693326,0.856693326,0.952519263,0.952519263,0.952519263
2106,96625.5,96622,96629,0.8,0.8,0.8,0,0,0,0,0,0,0.810126582,0.810126582,0.810126582,0,0,0,0,0,0,0.898017464,0.898017464,0.898017464,0.867316184,0.867316184,0.867316184
2107,96633.5,96630,96637,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,1,1,1,0.727272727,0.727272727,0.727272727,0,0,0,0.806517475,0.806517475,0.806517475,0.356896094,0.356896094,0.356896094
2108,96641.5,96638,96645,0,0,0,0.820512821,0.820512821,0.820512821,0,0,0,0,0,0,0.719101124,0.719101124,0.719101124,0,0,0,0.995781303,0.995781303,0.995781303,0.982640475,0.982640475,0.982640475
2109,96649.5,96646,96653,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0,0,0,0.621359223,0.621359223,0.621359223,0,0,0,0.996058815,0.996058815,0.996058815,0.993136439,0.993136439,0.993136439
2110,96657.5,96654,96661,0.666666667,0.666666667,0.666666667,0.649350649,0.649350649,0.649350649,0,0,0,0.325581395,0.325581395,0.325581395,0.641025641,0.641025641,0.641025641,0,0,0,0.977937059,0.977937059,0.977937059,0.988506726,0.988506726,0.988506726
2111,96665.5,96662,96669,0.8,0.8,0.8,0.571428571,0.571428571,0.571428571,0,0,0,0.788732394,0.788732394,0.788732394,0.615384615,0.615384615,0.615384615,0,0,0,0.972737264,0.972737264,0.972737264,0.823446659,0.823446659,0.823446659
2112,96673.5,96670,96677,0.441558442,0.441558442,0.441558442,0.780487805,0.780487805,0.780487805,0,0,0,0.459459459,0.459459459,0.459459459,0.790123457,0.790123457,0.790123457,0,0,0,0.756910123,0.756910123,0.756910123,0.499713576,0.499713576,0.499713576
2113,96681.5,96678,96685,0.711111111,0.711111111,0.711111111,0.711111111,0.711111111,0.711111111,0,0,0,0.711111111,0.711111111,0.711111111,0.711111111,0.711111111,0.711111111,0,0,0,0.560105207,0.560105207,0.560105207,0.531284162,0.531284162,0.531284162
2114,96689.5,96686,96693,1,1,1,0.673684211,0.673684211,0.673684211,0,0,0,1,1,1,0.727272727,0.727272727,0.727272727,0,0,0,0.854112954,0.854112954,0.854112954,0.749575263,0.749575263,0.749575263
2115,96697.5,96694,96701,0.927536232,0.927536232,0.927536232,0.236842105,0.236842105,0.236842105,0,0,0,0.927536232,0.927536232,0.927536232,0.253521127,0.253521127,0.253521127,0,0,0,0.925697504,0.925697504,0.925697504,0.804225352,0.804225352,0.804225352
2116,96705.5,96702,96709,0.210526316,0.210526316,0.210526316,0.658823529,0.658823529,0.658823529,0,0,0,0.2,0.2,0.2,0.682926829,0.682926829,0.682926829,0,0,0,0.975509481,0.975509481,0.975509481,0.844976077,0.844976077,0.844976077
2117,96713.5,96710,96717,0.071428571,0.071428571,0.071428571,0.780487805,0.780487805,0.780487805,0,0,0,0.071428571,0.071428571,0.071428571,0.711111111,0.711111111,0.711111111,0,0,0,0.991318164,0.991318164,0.991318164,0.99006018,0.99006018,0.99006018
2118,96721.5,96718,96725,0.876712329,0.876712329,0.876712329,0.853333333,0.853333333,0.853333333,0,0,0,0.901408451,0.901408451,0.901408451,0.842105263,0.842105263,0.842105263,0,0,0,0.909469664,0.909469664,0.909469664,0.9517864,0.9517864,0.9517864
2119,96729.5,96726,96733,0.901408451,0.901408451,0.901408451,0.571428571,0.571428571,0.571428571,0,0,0,0.914285714,0.914285714,0.914285714,0.705882353,0.705882353,0.705882353,0,0,0,0.992253195,0.992253195,0.992253195,0.992049775,0.992049775,0.992049775
2120,96737.5,96734,96741,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.992214059,0.992214059,0.992214059,0.957724528,0.957724528,0.957724528
2121,96745.5,96742,96749,0.597701149,0.597701149,0.597701149,0.735632184,0.735632184,0.735632184,0,0,0,0.547368421,0.547368421,0.547368421,0.752941176,0.752941176,0.752941176,0,0,0,0.945460931,0.945460931,0.945460931,0.62345841,0.62345841,0.62345841
2122,96753.5,96750,96757,0.96969697,0.96969697,0.96969697,0.790123457,0.790123457,0.790123457,0,0,0,0.96969697,0.96969697,0.96969697,0.752941176,0.752941176,0.752941176,0,0,0,0.993840531,0.993840531,0.993840531,0.949892627,0.949892627,0.949892627
2123,96761.5,96758,96765,0.941176471,0.941176471,0.941176471,0.8,0.8,0.8,0,0,0,0.914285714,0.914285714,0.914285714,0.8,0.8,0.8,0,0,0,0.970499532,0.970499532,0.970499532,0.768526466,0.768526466,0.768526466
2124,96769.5,96766,96773,0.888888889,0.888888889,0.888888889,0.771428571,0.771428571,0.771428571,0,0,0,0.864864865,0.864864865,0.864864865,0.782608696,0.782608696,0.782608696,0,0,0,0.984629685,0.984629685,0.984629685,0.813882863,0.813882863,0.813882863
2125,96777.5,96774,96781,0.631578947,0.631578947,0.631578947,0.842105263,0.842105263,0.842105263,0,0,0,0.580645161,0.580645161,0.580645161,0.820512821,0.820512821,0.820512821,0,0,0,0.975778547,0.975778547,0.975778547,0.916039723,0.916039723,0.916039723
2126,96785.5,96782,96789,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.993700787,0.993700787,0.993700787,0.977930639,0.977930639,0.977930639
2127,96793.5,96790,96797,0.984615385,0.984615385,0.984615385,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.993813783,0.993813783,0.993813783,0.979405034,0.979405034,0.979405034
2128,96801.5,96798,96805,0.888888889,0.888888889,0.888888889,0.411764706,0.411764706,0.411764706,0,0,0,1,1,1,0.482758621,0.482758621,0.482758621,0,0,0,0.991619007,0.991619007,0.991619007,0.94612069,0.94612069,0.94612069
2129,96809.5,96806,96813,0.093023256,0.093023256,0.093023256,0.909090909,0.909090909,0.909090909,0,0,0,0.121212121,0.121212121,0.121212121,0.869565217,0.869565217,0.869565217,0,0,0,0.989377953,0.989377953,0.989377953,0.943925234,0.943925234,0.943925234
2130,96817.5,96814,96821,0,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0.978425358,0.978425358,0.978425358,0.960569551,0.960569551,0.960569551
2131,96825.5,96822,96829,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.914804998,0.914804998,0.914804998,0.96718891,0.96718891,0.96718891
2132,96833.5,96830,96837,0.844444444,0.844444444,0.844444444,0.24137931,0.24137931,0.24137931,0,0,0,0.705882353,0.705882353,0.705882353,0.237288136,0.237288136,0.237288136,0,0,0,0.666334661,0.666334661,0.666334661,0.949280208,0.949280208,0.949280208
2133,96841.5,96838,96845,0.6,0.6,0.6,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0.954230325,0.954230325,0.954230325
2134,96849.5,96846,96853,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.951863916,0.951863916,0.951863916,0.981506764,0.981506764,0.981506764
2135,96857.5,96854,96861,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.989170936,0.989170936,0.989170936,0.987936094,0.987936094,0.987936094
2136,96865.5,96862,96869,0.897959184,0.897959184,0.897959184,0.8,0.8,0.8,0,0,0,0.897959184,0.897959184,0.897959184,0.8,0.8,0.8,0,0,0,0.982570184,0.982570184,0.982570184,0.89141077,0.89141077,0.89141077
2137,96873.5,96870,96877,0.842105263,0.842105263,0.842105263,0.876712329,0.876712329,0.876712329,0,0,0,0.680851064,0.680851064,0.680851064,0.842105263,0.842105263,0.842105263,0,0,0,0.965998043,0.965998043,0.965998043,0.893881696,0.893881696,0.893881696
2138,96881.5,96878,96885,1,1,1,0.752941176,0.752941176,0.752941176,0,0,0,0.96969697,0.96969697,0.96969697,0.719101124,0.719101124,0.719101124,0,0,0,0.928994862,0.928994862,0.928994862,0.835930147,0.835930147,0.835930147
2139,96889.5,96886,96893,0.653061224,0.653061224,0.653061224,0.673684211,0.673684211,0.673684211,0,0,0,0.64,0.64,0.64,0.744186047,0.744186047,0.744186047,0,0,0,0.900730322,0.900730322,0.900730322,0.793729537,0.793729537,0.793729537
2140,96897.5,96894,96901,0.666666667,0.666666667,0.666666667,0.545454545,0.545454545,0.545454545,0,0,0,0.666666667,0.666666667,0.666666667,0.642857143,0.642857143,0.642857143,0,0,0,0.990400123,0.990400123,0.990400123,0.970843184,0.970843184,0.970843184
2141,96905.5,96902,96909,0.642857143,0.642857143,0.642857143,0.637681159,0.637681159,0.637681159,0,0,0,0.6,0.6,0.6,0.647887324,0.647887324,0.647887324,0,0,0,0.991566505,0.991566505,0.991566505,0.918244406,0.918244406,0.918244406
2142,96913.5,96910,96917,0,0,0,0.703296703,0.703296703,0.703296703,0,0,0,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0.988897519,0.988897519,0.988897519,0.971140109,0.971140109,0.971140109
2143,96921.5,96918,96925,0,0,0,0.780487805,0.780487805,0.780487805,0,0,0,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0.981475515,0.981475515,0.981475515,0.988350582,0.988350582,0.988350582
2144,96929.5,96926,96933,0,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0.976744186,0.976744186,0.976744186,0,0,0,0.685441941,0.685441941,0.685441941,0.972994493,0.972994493,0.972994493
2145,96937.5,96934,96941,0,0,0,0,0,0,0,0,0,0.020862968,0.020862968,0.020862968,0,0,0,0,0,0,0.596610169,0.596610169,0.596610169,0.947100755,0.947100755,0.947100755
2146,96945.5,96942,96949,0,0,0,0,0,0,0,0,0,0.03902439,0.03902439,0.03902439,0,0,0,0,0,0,0.931841771,0.931841771,0.931841771,0.962259987,0.962259987,0.962259987
2147,96953.5,96950,96957,0,0,0,0,0,0,0,0,0,0.214285714,0.214285714,0.214285714,0,0,0,0,0,0,0.988384599,0.988384599,0.988384599,0.930887945,0.930887945,0.930887945
2148,96961.5,96958,96965,0,0,0,0.673684211,0.673684211,0.673684211,0,0,0,0,0,0,0.62745098,0.62745098,0.62745098,0,0,0,0.977958654,0.977958654,0.977958654,0.859536082,0.859536082,0.859536082
2149,96969.5,96966,96973,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0.984388097,0.984388097,0.984388097,0.969742473,0.969742473,0.969742473
2150,96977.5,96974,96981,0,0,0,0.659793814,0.659793814,0.659793814,0,0,0,0,0,0,0.646464646,0.646464646,0.646464646,0,0,0,0.982903506,0.982903506,0.982903506,0.988268334,0.988268334,0.988268334
2151,96985.5,96982,96989,0.652173913,0.652173913,0.652173913,0.53968254,0.53968254,0.53968254,0,0,0,0.555555556,0.555555556,0.555555556,0.5,0.5,0.5,0,0,0,0.954141891,0.954141891,0.954141891,0.968110471,0.968110471,0.968110471
2152,96993.5,96990,96997,0.649350649,0.649350649,0.649350649,0.255319149,0.255319149,0.255319149,0,0,0,0.649350649,0.649350649,0.649350649,0.368421053,0.368421053,0.368421053,0,0,0,0.989699955,0.989699955,0.989699955,0.909252669,0.909252669,0.909252669
2153,97001.5,96998,97005,0.956521739,0.956521739,0.956521739,0.876712329,0.876712329,0.876712329,0,0,0,0.862745098,0.862745098,0.862745098,0.927536232,0.927536232,0.927536232,0,0,0,0.997457319,0.997457319,0.997457319,0.984192158,0.984192158,0.984192158
2154,97009.5,97006,97013,0.96969697,0.96969697,0.96969697,0.888888889,0.888888889,0.888888889,0,0,0,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0.941176471,0,0,0,0.99653469,0.99653469,0.99653469,0.982061069,0.982061069,0.982061069
2155,97017.5,97014,97021,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.955223881,0.955223881,0.955223881,0.984615385,0.984615385,0.984615385,0,0,0,0.99786309,0.99786309,0.99786309,0.988149847,0.988149847,0.988149847
2156,97025.5,97022,97029,0.744186047,0.744186047,0.744186047,0.829268293,0.829268293,0.829268293,0,0,0,0.75,0.75,0.75,0.829268293,0.829268293,0.829268293,0,0,0,0.997950751,0.997950751,0.997950751,0.978581979,0.978581979,0.978581979
2157,97033.5,97030,97037,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.790123457,0.790123457,0.790123457,0,0,0,0.999266008,0.999266008,0.999266008,0.996776966,0.996776966,0.996776966
2158,97041.5,97038,97045,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.8,0.8,0.8,0,0,0,0.999192186,0.999192186,0.999192186,0.996282923,0.996282923,0.996282923
2159,97049.5,97046,97053,0.952380952,0.952380952,0.952380952,0.721311475,0.721311475,0.721311475,0,0,0,0.769230769,0.769230769,0.769230769,0.656716418,0.656716418,0.656716418,0,0,0,0.941350662,0.941350662,0.941350662,0.963758125,0.963758125,0.963758125
2160,97057.5,97054,97061,0.823529412,0.823529412,0.823529412,0.580645161,0.580645161,0.580645161,0,0,0,0.903225806,0.903225806,0.903225806,0.6,0.6,0.6,0,0,0,0.972267975,0.972267975,0.972267975,0.713017751,0.713017751,0.713017751
2161,97065.5,97062,97069,0.894736842,0.894736842,0.894736842,0.914285714,0.914285714,0.914285714,0,0,0,0.739130435,0.739130435,0.739130435,0.888888889,0.888888889,0.888888889,0,0,0,0.988344988,0.988344988,0.988344988,0.975064318,0.975064318,0.975064318
2162,97073.5,97070,97077,1,1,1,0.64,0.64,0.64,0,0,0,1,1,1,0.615384615,0.615384615,0.615384615,0,0,0,0.98131816,0.98131816,0.98131816,0.971652701,0.971652701,0.971652701
2163,97081.5,97078,97085,1,1,1,0.396039604,0.396039604,0.396039604,0,0,0,1,1,1,0.43956044,0.43956044,0.43956044,0,0,0,0.945010183,0.945010183,0.945010183,0.898842852,0.898842852,0.898842852
2164,97089.5,97086,97093,0.454545455,0.454545455,0.454545455,0.472222222,0.472222222,0.472222222,0,0,0,0.583333333,0.583333333,0.583333333,0.523076923,0.523076923,0.523076923,0,0,0,0.971016465,0.971016465,0.971016465,0.741062479,0.741062479,0.741062479
2165,97097.5,97094,97101,0.830769231,0.830769231,0.830769231,0.719101124,0.719101124,0.719101124,0,0,0,0.931034483,0.931034483,0.931034483,0.659793814,0.659793814,0.659793814,0,0,0,0.959176344,0.959176344,0.959176344,0.860286029,0.860286029,0.860286029
2166,97105.5,97102,97109,0.842105263,0.842105263,0.842105263,0.790123457,0.790123457,0.790123457,0,0,0,0.888888889,0.888888889,0.888888889,0.810126582,0.810126582,0.810126582,0,0,0,0.945870332,0.945870332,0.945870332,0.830877559,0.830877559,0.830877559
2167,97113.5,97110,97117,0.888888889,0.888888889,0.888888889,0.73015873,0.73015873,0.73015873,0,0,0,0.955223881,0.955223881,0.955223881,0.75862069,0.75862069,0.75862069,0,0,0,0.951416363,0.951416363,0.951416363,0.827421171,0.827421171,0.827421171
2168,97121.5,97118,97125,0.651162791,0.651162791,0.651162791,0.620689655,0.620689655,0.620689655,0,0,0,0.903225806,0.903225806,0.903225806,0.654545455,0.654545455,0.654545455,0,0,0,0.972331749,0.972331749,0.972331749,0.713669065,0.713669065,0.713669065
2169,97129.5,97126,97133,0,0,0,0.711111111,0.711111111,0.711111111,0,0,0,0,0,0,0.688172043,0.688172043,0.688172043,0,0,0,0.997971,0.997971,0.997971,0.996568067,0.996568067,0.996568067
2170,97137.5,97134,97141,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.719101124,0.719101124,0.719101124,0,0,0,0.898256808,0.898256808,0.898256808,0.960270785,0.960270785,0.960270785
2171,97145.5,97142,97149,0.833333333,0.833333333,0.833333333,0.358208955,0.358208955,0.358208955,0,0,0,0.740740741,0.740740741,0.740740741,0.372881356,0.372881356,0.372881356,0,0,0,0.760206104,0.760206104,0.760206104,0.97661347,0.97661347,0.97661347
2172,97153.5,97150,97157,0.96969697,0.96969697,0.96969697,0.341463415,0.341463415,0.341463415,0,0,0,0.96969697,0.96969697,0.96969697,0.608695652,0.608695652,0.608695652,0,0,0,0.98101997,0.98101997,0.98101997,0.987110105,0.987110105,0.987110105
2173,97161.5,97158,97165,0.790123457,0.790123457,0.790123457,0.820512821,0.820512821,0.820512821,0,0,0,0.876712329,0.876712329,0.876712329,0.842105263,0.842105263,0.842105263,0,0,0,0.978542978,0.978542978,0.978542978,0.976977216,0.976977216,0.976977216
2174,97169.5,97166,97173,0.322580645,0.322580645,0.322580645,0.876712329,0.876712329,0.876712329,0,0,0,0.363636364,0.363636364,0.363636364,0.831168831,0.831168831,0.831168831,0,0,0,0.959087957,0.959087957,0.959087957,0.966619855,0.966619855,0.966619855
2175,97177.5,97174,97181,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.710651499,0.710651499,0.710651499,0.94938918,0.94938918,0.94938918
2176,97185.5,97182,97189,0.72,0.72,0.72,0.682926829,0.682926829,0.682926829,0,0,0,0.580645161,0.580645161,0.580645161,0.717948718,0.717948718,0.717948718,0,0,0,0.944409744,0.944409744,0.944409744,0.943423774,0.943423774,0.943423774
2177,97193.5,97190,97197,0.6875,0.6875,0.6875,0.691358025,0.691358025,0.691358025,0,0,0,0.523809524,0.523809524,0.523809524,0.69047619,0.69047619,0.69047619,0,0,0,0.989719175,0.989719175,0.989719175,0.904245974,0.904245974,0.904245974
2178,97201.5,97198,97205,0.831168831,0.831168831,0.831168831,0.595041322,0.595041322,0.595041322,0,0,0,0.744186047,0.744186047,0.744186047,0.637168142,0.637168142,0.637168142,0,0,0,0.981997477,0.981997477,0.981997477,0.91875,0.91875,0.91875
2179,97209.5,97206,97213,0.719101124,0.719101124,0.719101124,0.8,0.8,0.8,0,0,0,0.744186047,0.744186047,0.744186047,0.8,0.8,0.8,0,0,0,0.992560899,0.992560899,0.992560899,0.983416825,0.983416825,0.983416825
2180,97217.5,97214,97221,0.744186047,0.744186047,0.744186047,0.818181818,0.818181818,0.818181818,0,0,0,0.695652174,0.695652174,0.695652174,0.803571429,0.803571429,0.803571429,0,0,0,0.977742823,0.977742823,0.977742823,0.983354673,0.983354673,0.983354673
2181,97225.5,97222,97229,0.193548387,0.193548387,0.193548387,0.914285714,0.914285714,0.914285714,0,0,0,0.125,0.125,0.125,0.914285714,0.914285714,0.914285714,0,0,0,0.988177212,0.988177212,0.988177212,0.993856103,0.993856103,0.993856103
2182,97233.5,97230,97237,0.347826087,0.347826087,0.347826087,0.507462687,0.507462687,0.507462687,0,0,0,0.375,0.375,0.375,0.478873239,0.478873239,0.478873239,0,0,0,0.869303167,0.869303167,0.869303167,0.741195056,0.741195056,0.741195056
2183,97241.5,97238,97245,0.205607477,0.205607477,0.205607477,0.474074074,0.474074074,0.474074074,0,0,0,0.217821782,0.217821782,0.217821782,0.453900709,0.453900709,0.453900709,0,0,0,0.949234838,0.949234838,0.949234838,0.873583453,0.873583453,0.873583453
2184,97249.5,97246,97253,0.47761194,0.47761194,0.47761194,0.492307692,0.492307692,0.492307692,0,0,0,0.453900709,0.453900709,0.453900709,0.474074074,0.474074074,0.474074074,0,0,0,0.890795715,0.890795715,0.890795715,0.843368074,0.843368074,0.843368074
2185,97257.5,97254,97261,0.598130841,0.598130841,0.598130841,0.429752066,0.429752066,0.429752066,0,0,0,0.551724138,0.551724138,0.551724138,0.440677966,0.440677966,0.440677966,0,0,0,0.929003405,0.929003405,0.929003405,0.88024958,0.88024958,0.88024958
2186,97265.5,97262,97269,0.75,0.75,0.75,0.333333333,0.333333333,0.333333333,0,0,0,0.771428571,0.771428571,0.771428571,0.357142857,0.357142857,0.357142857,0,0,0,0.98335928,0.98335928,0.98335928,0.860537482,0.860537482,0.860537482
2187,97273.5,97270,97277,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0.633663366,0.633663366,0.633663366,0,0,0,0.961025899,0.961025899,0.961025899,0.899603082,0.899603082,0.899603082
2188,97281.5,97278,97285,0.876712329,0.876712329,0.876712329,0.621359223,0.621359223,0.621359223,0,0,0,0.853333333,0.853333333,0.853333333,0.621359223,0.621359223,0.621359223,0,0,0,0.910616869,0.910616869,0.910616869,0.910733739,0.910733739,0.910733739
2189,97289.5,97286,97293,0.96969697,0.96969697,0.96969697,0.648648649,0.648648649,0.648648649,0,0,0,0.96969697,0.96969697,0.96969697,0.676056338,0.676056338,0.676056338,0,0,0,0.945368171,0.945368171,0.945368171,0.933380084,0.933380084,0.933380084
2190,97297.5,97294,97301,0.695652174,0.695652174,0.695652174,0,0,0,0,0,0,0.711111111,0.711111111,0.711111111,0,0,0,0,0,0,0.969907131,0.969907131,0.969907131,0.910616062,0.910616062,0.910616062
2191,97305.5,97302,97309,0.625,0.625,0.625,0.984126984,0.984126984,0.984126984,0,0,0,0.588235294,0.588235294,0.588235294,0.984615385,0.984615385,0.984615385,0,0,0,0.995493737,0.995493737,0.995493737,0.970677926,0.970677926,0.970677926
2192,97313.5,97310,97317,0.864864865,0.864864865,0.864864865,1,1,1,0,0,0,0.831168831,0.831168831,0.831168831,0.984615385,0.984615385,0.984615385,0,0,0,0.990748593,0.990748593,0.990748593,0.966344656,0.966344656,0.966344656
2193,97321.5,97318,97325,0.955223881,0.955223881,0.955223881,0.864864865,0.864864865,0.864864865,0,0,0,0.96969697,0.96969697,0.96969697,0.761904762,0.761904762,0.761904762,0,0,0,0.985626283,0.985626283,0.985626283,0.948608137,0.948608137,0.948608137
2194,97329.5,97326,97333,0.853333333,0.853333333,0.853333333,0.615384615,0.615384615,0.615384615,0,0,0,0.888888889,0.888888889,0.888888889,0.761904762,0.761904762,0.761904762,0,0,0,0.964675931,0.964675931,0.964675931,0.76302521,0.76302521,0.76302521
2195,97337.5,97334,97341,0,0,0,0.695652174,0.695652174,0.695652174,0,0,0,0,0,0,0.646464646,0.646464646,0.646464646,0,0,0,0.947972347,0.947972347,0.947972347,0.657371429,0.657371429,0.657371429
2196,97345.5,97342,97349,0.75,0.75,0.75,0.680851064,0.680851064,0.680851064,0,0,0,0.545454545,0.545454545,0.545454545,0.653061224,0.653061224,0.653061224,0,0,0,0.98767825,0.98767825,0.98767825,0.969516729,0.969516729,0.969516729
2197,97353.5,97350,97357,0.96969697,0.96969697,0.96969697,0.727272727,0.727272727,0.727272727,0,0,0,0.941176471,0.941176471,0.941176471,0.688172043,0.688172043,0.688172043,0,0,0,0.967945524,0.967945524,0.967945524,0.957088767,0.957088767,0.957088767
2198,97361.5,97358,97365,0.955223881,0.955223881,0.955223881,0.351351351,0.351351351,0.351351351,0,0,0,0.96969697,0.96969697,0.96969697,0.412698413,0.412698413,0.412698413,0,0,0,0.97960002,0.97960002,0.97960002,0.964973025,0.964973025,0.964973025
2199,97369.5,97366,97373,0.98245614,0.98245614,0.98245614,0.533333333,0.533333333,0.533333333,0,0,0,0.98245614,0.98245614,0.98245614,0.5,0.5,0.5,0,0,0,0.984958066,0.984958066,0.984958066,0.854796321,0.854796321,0.854796321
2200,97377.5,97374,97381,0.6,0.6,0.6,0.914285714,0.914285714,0.914285714,0,0,0,0.727272727,0.727272727,0.727272727,0.864864865,0.864864865,0.864864865,0,0,0,0.991456818,0.991456818,0.991456818,0.960493827,0.960493827,0.960493827
2201,97385.5,97382,97389,0.984615385,0.984615385,0.984615385,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.982942527,0.982942527,0.982942527,0.965088757,0.965088757,0.965088757
2202,97393.5,97390,97397,0.96969697,0.96969697,0.96969697,0.952380952,0.952380952,0.952380952,0,0,0,0.96969697,0.96969697,0.96969697,0.879310345,0.879310345,0.879310345,0,0,0,0.983948156,0.983948156,0.983948156,0.973746626,0.973746626,0.973746626
2203,97401.5,97398,97405,0.876712329,0.876712329,0.876712329,0.879120879,0.879120879,0.879120879,0,0,0,0.853333333,0.853333333,0.853333333,0.761904762,0.761904762,0.761904762,0,0,0,0.978885586,0.978885586,0.978885586,0.982844032,0.982844032,0.982844032
2204,97409.5,97406,97413,0.52173913,0.52173913,0.52173913,0.752941176,0.752941176,0.752941176,0,0,0,0.3,0.3,0.3,0.566371681,0.566371681,0.566371681,0,0,0,0.973941704,0.973941704,0.973941704,0.985531539,0.985531539,0.985531539
2205,97417.5,97414,97421,0.6,0.6,0.6,0.4375,0.4375,0.4375,0,0,0,0.461538462,0.461538462,0.461538462,0.394366197,0.394366197,0.394366197,0,0,0,0.434983804,0.434983804,0.434983804,0.958087797,0.958087797,0.958087797
2206,97425.5,97422,97429,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.60952381,0.60952381,0.60952381,0,0,0,0,0,0,0.847726636,0.847726636,0.847726636,0.927816007,0.927816007,0.927816007
2207,97433.5,97430,97437,0.853333333,0.853333333,0.853333333,0.072727273,0.072727273,0.072727273,0,0,0,0.621359223,0.621359223,0.621359223,0.107142857,0.107142857,0.107142857,0,0,0,0.824971074,0.824971074,0.824971074,0.755942116,0.755942116,0.755942116
2208,97441.5,97438,97445,0.526315789,0.526315789,0.526315789,0.64,0.64,0.64,0,0,0,0.597014925,0.597014925,0.597014925,0.62745098,0.62745098,0.62745098,0,0,0,0.89885702,0.89885702,0.89885702,0.751262349,0.751262349,0.751262349
2209,97449.5,97446,97453,0,0,0,0.688172043,0.688172043,0.688172043,0,0,0,0,0,0,0.653061224,0.653061224,0.653061224,0,0,0,0.94731405,0.94731405,0.94731405,0.950008895,0.950008895,0.950008895
