training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,lr5e-5,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr3e-5-base-s2rvguqj - _step,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - _step__MAX,lr3e-5,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MIN,sso01-adamw-lr3e-5-base-s2rvguqj - training/f1_score-EEE__MAX,sso01-adamw-lr2e-5-base-2fg7kdwu - _step,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - _step__MAX,lr2e-5,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MIN,sso01-adamw-lr2e-5-base-2fg7kdwu - training/f1_score-EEE__MAX,sso01-adamw-lr1e-5-base-9kqvntjn - _step,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - _step__MAX,lr1e-5,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MIN,sso01-adamw-lr1e-5-base-9kqvntjn - training/f1_score-EEE__MAX,sso01-adamw-lr2e-4-base-14tz536k - _step,sso01-adamw-lr2e-4-base-14tz536k - _step__MIN,sso01-adamw-lr2e-4-base-14tz536k - _step__MAX,lr2e-4,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MIN,sso01-adamw-lr2e-4-base-14tz536k - training/f1_score-EEE__MAX,sso01-adamw-base-rniq89vc - _step,sso01-adamw-base-rniq89vc - _step__MIN,sso01-adamw-base-rniq89vc - _step__MAX,lr4e-4,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MIN,sso01-adamw-base-rniq89vc - training/f1_score-EEE__MAX
6000,62894,62894,62894,0.977658406,0.977658406,0.977658406,62894,62894,62894,0.407078727,0.407078727,0.407078727,62894,62894,62894,0.896682464,0.896682464,0.896682464,62894,62894,62894,0.477693385,0.477693385,0.477693385,62894,62894,62894,0,0,0,62894,62894,62894,0,0,0
6001,62903,62903,62903,0.981631679,0.981631679,0.981631679,62903,62903,62903,0.418928911,0.418928911,0.418928911,62903,62903,62903,0.898442947,0.898442947,0.898442947,62903,62903,62903,0.492536237,0.492536237,0.492536237,62903,62903,62903,0,0,0,62903,62903,62903,0,0,0
6002,62912,62912,62912,0.990229312,0.990229312,0.990229312,62912,62912,62912,0.486443381,0.486443381,0.486443381,62912,62912,62912,0.907597924,0.907597924,0.907597924,62912,62912,62912,0.543490478,0.543490478,0.543490478,62912,62912,62912,0,0,0,62912,62912,62912,0,0,0
6003,62921,62921,62921,0.992329516,0.992329516,0.992329516,62921,62921,62921,0.460959176,0.460959176,0.460959176,62921,62921,62921,0.879832013,0.879832013,0.879832013,62921,62921,62921,0.544407043,0.544407043,0.544407043,62921,62921,62921,0,0,0,62921,62921,62921,0,0,0
6004,62930,62930,62930,0.972934063,0.972934063,0.972934063,62930,62930,62930,0.358098308,0.358098308,0.358098308,62930,62930,62930,0.884869753,0.884869753,0.884869753,62930,62930,62930,0.449494949,0.449494949,0.449494949,62930,62930,62930,0,0,0,62930,62930,62930,0,0,0
6005,62939,62939,62939,0.991089329,0.991089329,0.991089329,62939,62939,62939,0.438559535,0.438559535,0.438559535,62939,62939,62939,0.889051247,0.889051247,0.889051247,62939,62939,62939,0.493215193,0.493215193,0.493215193,62939,62939,62939,0,0,0,62939,62939,62939,0,0,0
6006,62948,62948,62948,0.993769141,0.993769141,0.993769141,62948,62948,62948,0.46229344,0.46229344,0.46229344,62948,62948,62948,0.858975605,0.858975605,0.858975605,62948,62948,62948,0.51313276,0.51313276,0.51313276,62948,62948,62948,0,0,0,62948,62948,62948,0,0,0
6007,62957,62957,62957,0.993150685,0.993150685,0.993150685,62957,62957,62957,0.406492069,0.406492069,0.406492069,62957,62957,62957,0.875695733,0.875695733,0.875695733,62957,62957,62957,0.462936589,0.462936589,0.462936589,62957,62957,62957,0,0,0,62957,62957,62957,0,0,0
6008,62966,62966,62966,0.992521637,0.992521637,0.992521637,62966,62966,62966,0.541344939,0.541344939,0.541344939,62966,62966,62966,0.928077233,0.928077233,0.928077233,62966,62966,62966,0.58581828,0.58581828,0.58581828,62966,62966,62966,0,0,0,62966,62966,62966,0,0,0
6009,62975,62975,62975,0.990460908,0.990460908,0.990460908,62975,62975,62975,0.519822528,0.519822528,0.519822528,62975,62975,62975,0.903896104,0.903896104,0.903896104,62975,62975,62975,0.553340252,0.553340252,0.553340252,62975,62975,62975,0,0,0,62975,62975,62975,0,0,0
6010,62984,62984,62984,0.984608471,0.984608471,0.984608471,62984,62984,62984,0.433685924,0.433685924,0.433685924,62984,62984,62984,0.876313326,0.876313326,0.876313326,62984,62984,62984,0.48535513,0.48535513,0.48535513,62984,62984,62984,0,0,0,62984,62984,62984,0,0,0
6011,62993,62993,62993,0.994406759,0.994406759,0.994406759,62993,62993,62993,0.415161537,0.415161537,0.415161537,62993,62993,62993,0.915323035,0.915323035,0.915323035,62993,62993,62993,0.469414156,0.469414156,0.469414156,62993,62993,62993,0,0,0,62993,62993,62993,0,0,0
6012,63002,63002,63002,0.990846947,0.990846947,0.990846947,63002,63002,63002,0.429796794,0.429796794,0.429796794,63002,63002,63002,0.856386229,0.856386229,0.856386229,63002,63002,63002,0.491801093,0.491801093,0.491801093,63002,63002,63002,0,0,0,63002,63002,63002,0,0,0
6013,63011,63011,63011,0.988338592,0.988338592,0.988338592,63011,63011,63011,0.383241312,0.383241312,0.383241312,63011,63011,63011,0.866699826,0.866699826,0.866699826,63011,63011,63011,0.439330839,0.439330839,0.439330839,63011,63011,63011,0,0,0,63011,63011,63011,0,0,0
6014,63020,63020,63020,0.992305843,0.992305843,0.992305843,63020,63020,63020,0.42100897,0.42100897,0.42100897,63020,63020,63020,0.90519263,0.90519263,0.90519263,63020,63020,63020,0.503356643,0.503356643,0.503356643,63020,63020,63020,0,0,0,63020,63020,63020,0,0,0
6015,63029,63029,63029,0.992504324,0.992504324,0.992504324,63029,63029,63029,0.498967247,0.498967247,0.498967247,63029,63029,63029,0.893492176,0.893492176,0.893492176,63029,63029,63029,0.567809894,0.567809894,0.567809894,63029,63029,63029,0,0,0,63029,63029,63029,0,0,0
6016,63038,63038,63038,0.983658926,0.983658926,0.983658926,63038,63038,63038,0.406928645,0.406928645,0.406928645,63038,63038,63038,0.873653984,0.873653984,0.873653984,63038,63038,63038,0.432279171,0.432279171,0.432279171,63038,63038,63038,0,0,0,63038,63038,63038,0,0,0
6017,63047,63047,63047,0.99254203,0.99254203,0.99254203,63047,63047,63047,0.401573152,0.401573152,0.401573152,63047,63047,63047,0.890830712,0.890830712,0.890830712,63047,63047,63047,0.457371459,0.457371459,0.457371459,63047,63047,63047,0,0,0,63047,63047,63047,0,0,0
6018,63056,63056,63056,0.99384581,0.99384581,0.99384581,63056,63056,63056,0.439735634,0.439735634,0.439735634,63056,63056,63056,0.905556729,0.905556729,0.905556729,63056,63056,63056,0.510684304,0.510684304,0.510684304,63056,63056,63056,0,0,0,63056,63056,63056,0,0,0
6019,63065,63065,63065,0.993148125,0.993148125,0.993148125,63065,63065,63065,0.40670205,0.40670205,0.40670205,63065,63065,63065,0.926300578,0.926300578,0.926300578,63065,63065,63065,0.465184202,0.465184202,0.465184202,63065,63065,63065,0,0,0,63065,63065,63065,0,0,0
6020,63074,63074,63074,0.98866762,0.98866762,0.98866762,63074,63074,63074,0.44694436,0.44694436,0.44694436,63074,63074,63074,0.891824938,0.891824938,0.891824938,63074,63074,63074,0.487544036,0.487544036,0.487544036,63074,63074,63074,0,0,0,63074,63074,63074,0,0,0
6021,63083,63083,63083,0.99569054,0.99569054,0.99569054,63083,63083,63083,0.473333995,0.473333995,0.473333995,63083,63083,63083,0.904724869,0.904724869,0.904724869,63083,63083,63083,0.525531659,0.525531659,0.525531659,63083,63083,63083,0,0,0,63083,63083,63083,0,0,0
6022,63092,63092,63092,0.988513914,0.988513914,0.988513914,63092,63092,63092,0.420014384,0.420014384,0.420014384,63092,63092,63092,0.884332516,0.884332516,0.884332516,63092,63092,63092,0.500958117,0.500958117,0.500958117,63092,63092,63092,0,0,0,63092,63092,63092,0,0,0
6023,63101,63101,63101,0.989261308,0.989261308,0.989261308,63101,63101,63101,0.443870968,0.443870968,0.443870968,63101,63101,63101,0.883008921,0.883008921,0.883008921,63101,63101,63101,0.493200025,0.493200025,0.493200025,63101,63101,63101,0,0,0,63101,63101,63101,0,0,0
6024,63110,63110,63110,0.986489095,0.986489095,0.986489095,63110,63110,63110,0.50479779,0.50479779,0.50479779,63110,63110,63110,0.885876534,0.885876534,0.885876534,63110,63110,63110,0.543558736,0.543558736,0.543558736,63110,63110,63110,0,0,0,63110,63110,63110,0,0,0
6025,63119,63119,63119,0.987104044,0.987104044,0.987104044,63119,63119,63119,0.404172099,0.404172099,0.404172099,63119,63119,63119,0.888414562,0.888414562,0.888414562,63119,63119,63119,0.483476812,0.483476812,0.483476812,63119,63119,63119,0,0,0,63119,63119,63119,0,0,0
6026,63128,63128,63128,0.980231486,0.980231486,0.980231486,63128,63128,63128,0.460387757,0.460387757,0.460387757,63128,63128,63128,0.905771496,0.905771496,0.905771496,63128,63128,63128,0.516398991,0.516398991,0.516398991,63128,63128,63128,0,0,0,63128,63128,63128,0,0,0
6027,63137,63137,63137,0.976578007,0.976578007,0.976578007,63137,63137,63137,0.380716544,0.380716544,0.380716544,63137,63137,63137,0.884445007,0.884445007,0.884445007,63137,63137,63137,0.452091202,0.452091202,0.452091202,63137,63137,63137,0,0,0,63137,63137,63137,0,0,0
6028,63146,63146,63146,0.994290812,0.994290812,0.994290812,63146,63146,63146,0.526638853,0.526638853,0.526638853,63146,63146,63146,0.923529412,0.923529412,0.923529412,63146,63146,63146,0.56424581,0.56424581,0.56424581,63146,63146,63146,0,0,0,63146,63146,63146,0,0,0
6029,63155,63155,63155,0.991405157,0.991405157,0.991405157,63155,63155,63155,0.476639183,0.476639183,0.476639183,63155,63155,63155,0.859268905,0.859268905,0.859268905,63155,63155,63155,0.529479769,0.529479769,0.529479769,63155,63155,63155,0,0,0,63155,63155,63155,0,0,0
6030,63164,63164,63164,0.994826745,0.994826745,0.994826745,63164,63164,63164,0.492853964,0.492853964,0.492853964,63164,63164,63164,0.90153535,0.90153535,0.90153535,63164,63164,63164,0.549970149,0.549970149,0.549970149,63164,63164,63164,0,0,0,63164,63164,63164,0,0,0
6031,63173,63173,63173,0.992865267,0.992865267,0.992865267,63173,63173,63173,0.467589148,0.467589148,0.467589148,63173,63173,63173,0.896713615,0.896713615,0.896713615,63173,63173,63173,0.513556815,0.513556815,0.513556815,63173,63173,63173,0,0,0,63173,63173,63173,0,0,0
6032,63182,63182,63182,0.988915574,0.988915574,0.988915574,63182,63182,63182,0.507701194,0.507701194,0.507701194,63182,63182,63182,0.894206119,0.894206119,0.894206119,63182,63182,63182,0.544191844,0.544191844,0.544191844,63182,63182,63182,0,0,0,63182,63182,63182,0,0,0
6033,63191,63191,63191,0.99591104,0.99591104,0.99591104,63191,63191,63191,0.483740239,0.483740239,0.483740239,63191,63191,63191,0.92817889,0.92817889,0.92817889,63191,63191,63191,0.546001203,0.546001203,0.546001203,63191,63191,63191,0,0,0,63191,63191,63191,0,0,0
6034,63200,63200,63200,0.988892786,0.988892786,0.988892786,63200,63200,63200,0.420651068,0.420651068,0.420651068,63200,63200,63200,0.873657955,0.873657955,0.873657955,63200,63200,63200,0.48606466,0.48606466,0.48606466,63200,63200,63200,0,0,0,63200,63200,63200,0,0,0
6035,63209,63209,63209,0.986107603,0.986107603,0.986107603,63209,63209,63209,0.535720948,0.535720948,0.535720948,63209,63209,63209,0.907956817,0.907956817,0.907956817,63209,63209,63209,0.586358197,0.586358197,0.586358197,63209,63209,63209,0,0,0,63209,63209,63209,0,0,0
6036,63218,63218,63218,0.995007421,0.995007421,0.995007421,63218,63218,63218,0.38432796,0.38432796,0.38432796,63218,63218,63218,0.857576524,0.857576524,0.857576524,63218,63218,63218,0.446387551,0.446387551,0.446387551,63218,63218,63218,0,0,0,63218,63218,63218,0,0,0
6037,63227,63227,63227,0.982105858,0.982105858,0.982105858,63227,63227,63227,0.504007037,0.504007037,0.504007037,63227,63227,63227,0.879620035,0.879620035,0.879620035,63227,63227,63227,0.561241814,0.561241814,0.561241814,63227,63227,63227,0,0,0,63227,63227,63227,0,0,0
6038,63236,63236,63236,0.99442004,0.99442004,0.99442004,63236,63236,63236,0.422961971,0.422961971,0.422961971,63236,63236,63236,0.876368319,0.876368319,0.876368319,63236,63236,63236,0.489253356,0.489253356,0.489253356,63236,63236,63236,0,0,0,63236,63236,63236,0,0,0
6039,63245,63245,63245,0.985580389,0.985580389,0.985580389,63245,63245,63245,0.421852881,0.421852881,0.421852881,63245,63245,63245,0.895919303,0.895919303,0.895919303,63245,63245,63245,0.467282425,0.467282425,0.467282425,63245,63245,63245,0,0,0,63245,63245,63245,0,0,0
6040,63254,63254,63254,0.992931301,0.992931301,0.992931301,63254,63254,63254,0.443797379,0.443797379,0.443797379,63254,63254,63254,0.915053422,0.915053422,0.915053422,63254,63254,63254,0.49511688,0.49511688,0.49511688,63254,63254,63254,0,0,0,63254,63254,63254,0,0,0
6041,63263,63263,63263,0.988267148,0.988267148,0.988267148,63263,63263,63263,0.518799553,0.518799553,0.518799553,63263,63263,63263,0.911465638,0.911465638,0.911465638,63263,63263,63263,0.555626785,0.555626785,0.555626785,63263,63263,63263,0,0,0,63263,63263,63263,0,0,0
6042,63272,63272,63272,0.992569511,0.992569511,0.992569511,63272,63272,63272,0.418113441,0.418113441,0.418113441,63272,63272,63272,0.887107402,0.887107402,0.887107402,63272,63272,63272,0.47255489,0.47255489,0.47255489,63272,63272,63272,0,0,0,63272,63272,63272,0,0,0
6043,63281,63281,63281,0.988269795,0.988269795,0.988269795,63281,63281,63281,0.512020855,0.512020855,0.512020855,63281,63281,63281,0.895138472,0.895138472,0.895138472,63281,63281,63281,0.578888824,0.578888824,0.578888824,63281,63281,63281,0,0,0,63281,63281,63281,0,0,0
6044,63290,63290,63290,0.992094862,0.992094862,0.992094862,63290,63290,63290,0.533029161,0.533029161,0.533029161,63290,63290,63290,0.914636196,0.914636196,0.914636196,63290,63290,63290,0.577759917,0.577759917,0.577759917,63290,63290,63290,0,0,0,63290,63290,63290,0,0,0
6045,63299,63299,63299,0.98697106,0.98697106,0.98697106,63299,63299,63299,0.432613513,0.432613513,0.432613513,63299,63299,63299,0.900458415,0.900458415,0.900458415,63299,63299,63299,0.484716437,0.484716437,0.484716437,63299,63299,63299,0,0,0,63299,63299,63299,0,0,0
6046,63308,63308,63308,0.985589295,0.985589295,0.985589295,63308,63308,63308,0.389158493,0.389158493,0.389158493,63308,63308,63308,0.884578544,0.884578544,0.884578544,63308,63308,63308,0.453766536,0.453766536,0.453766536,63308,63308,63308,0,0,0,63308,63308,63308,0,0,0
6047,63317,63317,63317,0.975377544,0.975377544,0.975377544,63317,63317,63317,0.330108011,0.330108011,0.330108011,63317,63317,63317,0.899670278,0.899670278,0.899670278,63317,63317,63317,0.389476018,0.389476018,0.389476018,63317,63317,63317,0,0,0,63317,63317,63317,0,0,0
6048,63326,63326,63326,0.997272373,0.997272373,0.997272373,63326,63326,63326,0.400127939,0.400127939,0.400127939,63326,63326,63326,0.901384083,0.901384083,0.901384083,63326,63326,63326,0.459059293,0.459059293,0.459059293,63326,63326,63326,0,0,0,63326,63326,63326,0,0,0
6049,63335,63335,63335,0.99156362,0.99156362,0.99156362,63335,63335,63335,0.432604129,0.432604129,0.432604129,63335,63335,63335,0.88164922,0.88164922,0.88164922,63335,63335,63335,0.496145483,0.496145483,0.496145483,63335,63335,63335,0,0,0,63335,63335,63335,0,0,0
6050,63344,63344,63344,0.986341463,0.986341463,0.986341463,63344,63344,63344,0.412022542,0.412022542,0.412022542,63344,63344,63344,0.840680169,0.840680169,0.840680169,63344,63344,63344,0.464843484,0.464843484,0.464843484,63344,63344,63344,0,0,0,63344,63344,63344,0,0,0
6051,63353,63353,63353,0.988666601,0.988666601,0.988666601,63353,63353,63353,0.481427318,0.481427318,0.481427318,63353,63353,63353,0.8765593,0.8765593,0.8765593,63353,63353,63353,0.509340627,0.509340627,0.509340627,63353,63353,63353,0,0,0,63353,63353,63353,0,0,0
6052,63362,63362,63362,0.992164723,0.992164723,0.992164723,63362,63362,63362,0.51088673,0.51088673,0.51088673,63362,63362,63362,0.918821407,0.918821407,0.918821407,63362,63362,63362,0.580055109,0.580055109,0.580055109,63362,63362,63362,0,0,0,63362,63362,63362,0,0,0
6053,63371,63371,63371,0.98553719,0.98553719,0.98553719,63371,63371,63371,0.466833358,0.466833358,0.466833358,63371,63371,63371,0.892505678,0.892505678,0.892505678,63371,63371,63371,0.500846221,0.500846221,0.500846221,63371,63371,63371,0,0,0,63371,63371,63371,0,0,0
6054,63380,63380,63380,0.993106566,0.993106566,0.993106566,63380,63380,63380,0.432522124,0.432522124,0.432522124,63380,63380,63380,0.91391155,0.91391155,0.91391155,63380,63380,63380,0.50133198,0.50133198,0.50133198,63380,63380,63380,0,0,0,63380,63380,63380,0,0,0
6055,63389,63389,63389,0.991602644,0.991602644,0.991602644,63389,63389,63389,0.519308604,0.519308604,0.519308604,63389,63389,63389,0.885204297,0.885204297,0.885204297,63389,63389,63389,0.551715877,0.551715877,0.551715877,63389,63389,63389,0,0,0,63389,63389,63389,0,0,0
6056,63398,63398,63398,0.988325282,0.988325282,0.988325282,63398,63398,63398,0.473699822,0.473699822,0.473699822,63398,63398,63398,0.912458569,0.912458569,0.912458569,63398,63398,63398,0.538064598,0.538064598,0.538064598,63398,63398,63398,0,0,0,63398,63398,63398,0,0,0
6057,63407,63407,63407,0.991554478,0.991554478,0.991554478,63407,63407,63407,0.54162795,0.54162795,0.54162795,63407,63407,63407,0.9143631,0.9143631,0.9143631,63407,63407,63407,0.597535351,0.597535351,0.597535351,63407,63407,63407,0,0,0,63407,63407,63407,0,0,0
6058,63416,63416,63416,0.986445013,0.986445013,0.986445013,63416,63416,63416,0.40443831,0.40443831,0.40443831,63416,63416,63416,0.901046622,0.901046622,0.901046622,63416,63416,63416,0.463171484,0.463171484,0.463171484,63416,63416,63416,0,0,0,63416,63416,63416,0,0,0
6059,63425,63425,63425,0.992855867,0.992855867,0.992855867,63425,63425,63425,0.51413979,0.51413979,0.51413979,63425,63425,63425,0.913338997,0.913338997,0.913338997,63425,63425,63425,0.558842111,0.558842111,0.558842111,63425,63425,63425,0,0,0,63425,63425,63425,0,0,0
6060,63434,63434,63434,0.990641931,0.990641931,0.990641931,63434,63434,63434,0.332998213,0.332998213,0.332998213,63434,63434,63434,0.882825527,0.882825527,0.882825527,63434,63434,63434,0.383828775,0.383828775,0.383828775,63434,63434,63434,0,0,0,63434,63434,63434,0,0,0
6061,63443,63443,63443,0.982370821,0.982370821,0.982370821,63443,63443,63443,0.418456304,0.418456304,0.418456304,63443,63443,63443,0.898326898,0.898326898,0.898326898,63443,63443,63443,0.464563268,0.464563268,0.464563268,63443,63443,63443,0,0,0,63443,63443,63443,0,0,0
6062,63452,63452,63452,0.995359629,0.995359629,0.995359629,63452,63452,63452,0.467082119,0.467082119,0.467082119,63452,63452,63452,0.904642535,0.904642535,0.904642535,63452,63452,63452,0.530761145,0.530761145,0.530761145,63452,63452,63452,0,0,0,63452,63452,63452,0,0,0
6063,63461,63461,63461,0.988066363,0.988066363,0.988066363,63461,63461,63461,0.489500928,0.489500928,0.489500928,63461,63461,63461,0.892240596,0.892240596,0.892240596,63461,63461,63461,0.563157259,0.563157259,0.563157259,63461,63461,63461,0,0,0,63461,63461,63461,0,0,0
6064,63470,63470,63470,0.995812211,0.995812211,0.995812211,63470,63470,63470,0.441836072,0.441836072,0.441836072,63470,63470,63470,0.894232815,0.894232815,0.894232815,63470,63470,63470,0.484761563,0.484761563,0.484761563,63470,63470,63470,0,0,0,63470,63470,63470,0,0,0
6065,63479,63479,63479,0.990911876,0.990911876,0.990911876,63479,63479,63479,0.48150951,0.48150951,0.48150951,63479,63479,63479,0.87458777,0.87458777,0.87458777,63479,63479,63479,0.534033401,0.534033401,0.534033401,63479,63479,63479,0,0,0,63479,63479,63479,0,0,0
6066,63488,63488,63488,0.989059565,0.989059565,0.989059565,63488,63488,63488,0.441226747,0.441226747,0.441226747,63488,63488,63488,0.871063092,0.871063092,0.871063092,63488,63488,63488,0.495869837,0.495869837,0.495869837,63488,63488,63488,0,0,0,63488,63488,63488,0,0,0
6067,63497,63497,63497,0.995274995,0.995274995,0.995274995,63497,63497,63497,0.500924394,0.500924394,0.500924394,63497,63497,63497,0.86189741,0.86189741,0.86189741,63497,63497,63497,0.529679327,0.529679327,0.529679327,63497,63497,63497,0,0,0,63497,63497,63497,0,0,0
6068,63506,63506,63506,0.994867584,0.994867584,0.994867584,63506,63506,63506,0.472631631,0.472631631,0.472631631,63506,63506,63506,0.90167727,0.90167727,0.90167727,63506,63506,63506,0.526024703,0.526024703,0.526024703,63506,63506,63506,0,0,0,63506,63506,63506,0,0,0
6069,63515,63515,63515,0.991209928,0.991209928,0.991209928,63515,63515,63515,0.396659708,0.396659708,0.396659708,63515,63515,63515,0.889437779,0.889437779,0.889437779,63515,63515,63515,0.436001246,0.436001246,0.436001246,63515,63515,63515,0,0,0,63515,63515,63515,0,0,0
6070,63524,63524,63524,0.99408775,0.99408775,0.99408775,63524,63524,63524,0.464407957,0.464407957,0.464407957,63524,63524,63524,0.893283653,0.893283653,0.893283653,63524,63524,63524,0.518621692,0.518621692,0.518621692,63524,63524,63524,0,0,0,63524,63524,63524,0,0,0
6071,63533,63533,63533,0.994977679,0.994977679,0.994977679,63533,63533,63533,0.503996148,0.503996148,0.503996148,63533,63533,63533,0.913844534,0.913844534,0.913844534,63533,63533,63533,0.558818556,0.558818556,0.558818556,63533,63533,63533,0,0,0,63533,63533,63533,0,0,0
6072,63542,63542,63542,0.981763677,0.981763677,0.981763677,63542,63542,63542,0.401496259,0.401496259,0.401496259,63542,63542,63542,0.898934301,0.898934301,0.898934301,63542,63542,63542,0.455812764,0.455812764,0.455812764,63542,63542,63542,0,0,0,63542,63542,63542,0,0,0
6073,63551,63551,63551,0.990633809,0.990633809,0.990633809,63551,63551,63551,0.514646976,0.514646976,0.514646976,63551,63551,63551,0.890583948,0.890583948,0.890583948,63551,63551,63551,0.573668622,0.573668622,0.573668622,63551,63551,63551,0,0,0,63551,63551,63551,0,0,0
6074,63560,63560,63560,0.986964963,0.986964963,0.986964963,63560,63560,63560,0.51005086,0.51005086,0.51005086,63560,63560,63560,0.905844992,0.905844992,0.905844992,63560,63560,63560,0.553240474,0.553240474,0.553240474,63560,63560,63560,0,0,0,63560,63560,63560,0,0,0
6075,63569,63569,63569,0.991061453,0.991061453,0.991061453,63569,63569,63569,0.440384615,0.440384615,0.440384615,63569,63569,63569,0.884603549,0.884603549,0.884603549,63569,63569,63569,0.467572723,0.467572723,0.467572723,63569,63569,63569,0,0,0,63569,63569,63569,0,0,0
6076,63578,63578,63578,0.994707938,0.994707938,0.994707938,63578,63578,63578,0.485310228,0.485310228,0.485310228,63578,63578,63578,0.873029858,0.873029858,0.873029858,63578,63578,63578,0.517560074,0.517560074,0.517560074,63578,63578,63578,0,0,0,63578,63578,63578,0,0,0
