validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,ft-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,ft-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,ft-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,ft-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,ft-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,ft-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,ft-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,ft-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - _step__MAX,fb-Eii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-Eii__MAX,fb-iEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEE__MAX,fb-iEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iEi__MAX,fb-EEi,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEi__MAX,fb-iiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iiE__MAX,fb-EiE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EiE__MAX,fb-iii,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-iii__MAX,fb-EEE,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MIN,sso01-adamw-lr2e-4-freeze.base-2xdgctfn - validation/f1_score-EEE__MAX
1342,70567.5,70564,70571,0.893617021,0.893617021,0.893617021,0.952380952,0.952380952,0.952380952,0,0,0,0.954545455,0.954545455,0.954545455,1,1,1,0,0,0,0.999801048,0.999801048,0.999801048,0.998296422,0.998296422,0.998296422,70567.5,70564,70571,0.095671982,0.095671982,0.095671982,0.024271845,0.024271845,0.024271845,0,0,0,0.088794926,0.088794926,0.088794926,0.028025478,0.028025478,0.028025478,0,0,0,0.801687764,0.801687764,0.801687764,0.343277311,0.343277311,0.343277311
1343,70575.5,70572,70579,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999593496,0.999593496,0.999593496,0.999366848,0.999366848,0.999366848,70575.5,70572,70579,0,0,0,0.04972805,0.04972805,0.04972805,0,0,0,0,0,0,0.060491493,0.060491493,0.060491493,0,0,0,0.535640709,0.535640709,0.535640709,0.48906174,0.48906174,0.48906174
1344,70583.5,70580,70587,0.950819672,0.950819672,0.950819672,0.984615385,0.984615385,0.984615385,0,0,0,0.952380952,0.952380952,0.952380952,0.984615385,0.984615385,0.984615385,0,0,0,0.999506335,0.999506335,0.999506335,0.999788061,0.999788061,0.999788061,70583.5,70580,70587,0.115537849,0.115537849,0.115537849,0.045779685,0.045779685,0.045779685,0,0,0,0.090483619,0.090483619,0.090483619,0.070407041,0.070407041,0.070407041,0,0,0,0.663910301,0.663910301,0.663910301,0.690482574,0.690482574,0.690482574
1345,70591.5,70588,70595,0.96969697,0.96969697,0.96969697,0.835820896,0.835820896,0.835820896,0,0,0,0.96969697,0.96969697,0.96969697,0.848484848,0.848484848,0.848484848,0,0,0,0.999395505,0.999395505,0.999395505,0.999012555,0.999012555,0.999012555,70591.5,70588,70595,0.101910828,0.101910828,0.101910828,0.043887147,0.043887147,0.043887147,0,0,0,0.084544254,0.084544254,0.084544254,0.057791538,0.057791538,0.057791538,0,0,0,0.584196986,0.584196986,0.584196986,0.650438169,0.650438169,0.650438169
1346,70599.5,70596,70603,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997738208,0.997738208,0.997738208,0.990906857,0.990906857,0.990906857,70599.5,70596,70603,0.114081996,0.114081996,0.114081996,0,0,0,0,0,0,0.100787402,0.100787402,0.100787402,0,0,0,0,0,0,0.771178833,0.771178833,0.771178833,0.565816762,0.565816762,0.565816762
1347,70607.5,70604,70611,1,1,1,0.862068966,0.862068966,0.862068966,0,0,0,1,1,1,0.735294118,0.735294118,0.735294118,0,0,0,0.999145971,0.999145971,0.999145971,0.984126984,0.984126984,0.984126984,70607.5,70604,70611,0.026315789,0.026315789,0.026315789,0.073529412,0.073529412,0.073529412,0,0,0,0.032110092,0.032110092,0.032110092,0.059808612,0.059808612,0.059808612,0,0,0,0.873009681,0.873009681,0.873009681,0.022483393,0.022483393,0.022483393
1348,70615.5,70612,70619,0.85106383,0.85106383,0.85106383,1,1,1,0,0,0,0.85106383,0.85106383,0.85106383,0.719101124,0.719101124,0.719101124,0,0,0,0.97162258,0.97162258,0.97162258,0.954893751,0.954893751,0.954893751,70615.5,70612,70619,0,0,0,0.111304348,0.111304348,0.111304348,0,0,0,0,0,0,0.086021505,0.086021505,0.086021505,0,0,0,0.75109134,0.75109134,0.75109134,0.039258451,0.039258451,0.039258451
1349,70623.5,70620,70627,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.842105263,0.842105263,0.842105263,0.666666667,0.666666667,0.666666667,0,0,0,0.96276362,0.96276362,0.96276362,0.95081039,0.95081039,0.95081039,70623.5,70620,70627,0,0,0,0.123076923,0.123076923,0.123076923,0,0,0,0,0,0,0.091428571,0.091428571,0.091428571,0,0,0,0.73561868,0.73561868,0.73561868,0.037811515,0.037811515,0.037811515
1350,70631.5,70628,70635,0.941176471,0.941176471,0.941176471,0.842105263,0.842105263,0.842105263,0,0,0,0.941176471,0.941176471,0.941176471,0.64,0.64,0.64,0,0,0,0.994122987,0.994122987,0.994122987,0.989679993,0.989679993,0.989679993,70631.5,70628,70635,0,0,0,0.034408602,0.034408602,0.034408602,0,0,0,0,0,0,0.020806242,0.020806242,0.020806242,0,0,0,0.772027185,0.772027185,0.772027185,0.056252118,0.056252118,0.056252118
1351,70639.5,70636,70643,0.783783784,0.783783784,0.783783784,1,1,1,0,0,0,0.828571429,0.828571429,0.828571429,1,1,1,0,0,0,0.993863796,0.993863796,0.993863796,0.933483653,0.933483653,0.933483653,70639.5,70636,70643,0,0,0,0.016042781,0.016042781,0.016042781,0,0,0,0,0,0,0.01025641,0.01025641,0.01025641,0,0,0,0.907167879,0.907167879,0.907167879,0.026188835,0.026188835,0.026188835
1352,70647.5,70644,70651,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0.998607727,0.998607727,0.998607727,70647.5,70644,70651,0,0,0,0.115523466,0.115523466,0.115523466,0,0,0,0,0,0,0.071190211,0.071190211,0.071190211,0,0,0,0.895505389,0.895505389,0.895505389,0.748081187,0.748081187,0.748081187
1353,70655.5,70652,70659,0.98245614,0.98245614,0.98245614,1,1,1,0,0,0,0.918032787,0.918032787,0.918032787,1,1,1,0,0,0,0.999953102,0.999953102,0.999953102,0.99954837,0.99954837,0.99954837,70655.5,70652,70659,0.108108108,0.108108108,0.108108108,0.074941452,0.074941452,0.074941452,0,0,0,0.119148936,0.119148936,0.119148936,0.077858881,0.077858881,0.077858881,0,0,0,0.737253509,0.737253509,0.737253509,0.728550691,0.728550691,0.728550691
1354,70663.5,70660,70667,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.999482036,0.999482036,0.999482036,0.999910193,0.999910193,0.999910193,70663.5,70660,70667,0.105960265,0.105960265,0.105960265,0.053511706,0.053511706,0.053511706,0,0,0,0.109215017,0.109215017,0.109215017,0.080604534,0.080604534,0.080604534,0,0,0,0.406718656,0.406718656,0.406718656,0.611510791,0.611510791,0.611510791
1355,70671.5,70668,70675,0.984615385,0.984615385,0.984615385,0.114285714,0.114285714,0.114285714,0,0,0,1,1,1,0.148148148,0.148148148,0.148148148,0,0,0,0.998526446,0.998526446,0.998526446,0.990541961,0.990541961,0.990541961,70671.5,70668,70675,0.115107914,0.115107914,0.115107914,0.003430532,0.003430532,0.003430532,0,0,0,0.103392569,0.103392569,0.103392569,0.004153686,0.004153686,0.004153686,0,0,0,0.571317872,0.571317872,0.571317872,0.516106132,0.516106132,0.516106132
1356,70679.5,70676,70683,0.526315789,0.526315789,0.526315789,1,1,1,0,0,0,0.4,0.4,0.4,0.964285714,0.964285714,0.964285714,0,0,0,0.999506312,0.999506312,0.999506312,0.992732558,0.992732558,0.992732558,70679.5,70676,70683,0.04,0.04,0.04,0.046997389,0.046997389,0.046997389,0,0,0,0.019723866,0.019723866,0.019723866,0.049135578,0.049135578,0.049135578,0,0,0,0.852672028,0.852672028,0.852672028,0.5856102,0.5856102,0.5856102
1357,70687.5,70684,70691,1,1,1,1,1,1,0,0,0,0.92,0.92,0.92,0.984615385,0.984615385,0.984615385,0,0,0,0.999906147,0.999906147,0.999906147,0.999729851,0.999729851,0.999729851,70687.5,70684,70691,0.182539683,0.182539683,0.182539683,0.054145516,0.054145516,0.054145516,0,0,0,0.085820896,0.085820896,0.085820896,0.064192578,0.064192578,0.064192578,0,0,0,0.871419545,0.871419545,0.871419545,0.858533845,0.858533845,0.858533845
1358,70695.5,70692,70699,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.999713221,0.999713221,0.999713221,1,1,1,70695.5,70692,70699,0.167979003,0.167979003,0.167979003,0.051118211,0.051118211,0.051118211,0,0,0,0.100470958,0.100470958,0.100470958,0.060263653,0.060263653,0.060263653,0,0,0,0.639271782,0.639271782,0.639271782,0.728173464,0.728173464,0.728173464
1359,70703.5,70700,70707,0.927536232,0.927536232,0.927536232,0.423076923,0.423076923,0.423076923,0,0,0,0.927536232,0.927536232,0.927536232,0.578947368,0.578947368,0.578947368,0,0,0,0.998936344,0.998936344,0.998936344,0.991214859,0.991214859,0.991214859,70703.5,70700,70707,0.140659341,0.140659341,0.140659341,0.019332162,0.019332162,0.019332162,0,0,0,0.105090312,0.105090312,0.105090312,0.0165538,0.0165538,0.0165538,0,0,0,0.803486607,0.803486607,0.803486607,0.810773481,0.810773481,0.810773481
1360,70711.5,70708,70715,1,1,1,0.777777778,0.777777778,0.777777778,0,0,0,0.88,0.88,0.88,0.763636364,0.763636364,0.763636364,0,0,0,0.997935213,0.997935213,0.997935213,0.987419245,0.987419245,0.987419245,70711.5,70708,70715,0.064327485,0.064327485,0.064327485,0.043887147,0.043887147,0.043887147,0,0,0,0.06626506,0.06626506,0.06626506,0.037837838,0.037837838,0.037837838,0,0,0,0.894750395,0.894750395,0.894750395,0.69808542,0.69808542,0.69808542
1361,70719.5,70716,70723,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.949152542,0.949152542,0.949152542,0.888888889,0.888888889,0.888888889,0,0,0,0.998486879,0.998486879,0.998486879,0.997946168,0.997946168,0.997946168,70719.5,70716,70723,0.139303483,0.139303483,0.139303483,0.072072072,0.072072072,0.072072072,0,0,0,0.122270742,0.122270742,0.122270742,0.091559371,0.091559371,0.091559371,0,0,0,0.919126848,0.919126848,0.919126848,0.849814299,0.849814299,0.849814299
1362,70727.5,70724,70731,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.790123457,0.790123457,0.790123457,0,0,0,0.999133599,0.999133599,0.999133599,1,1,1,70727.5,70724,70731,0.177285319,0.177285319,0.177285319,0.109401709,0.109401709,0.109401709,0,0,0,0.174863388,0.174863388,0.174863388,0.101426307,0.101426307,0.101426307,0,0,0,0.943110218,0.943110218,0.943110218,0.886867538,0.886867538,0.886867538
1363,70735.5,70732,70739,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,1,1,1,0.444444444,0.444444444,0.444444444,0,0,0,0.998915317,0.998915317,0.998915317,0.988509223,0.988509223,0.988509223,70735.5,70732,70739,0.172972973,0.172972973,0.172972973,0.043613707,0.043613707,0.043613707,0,0,0,0.187134503,0.187134503,0.187134503,0.02559415,0.02559415,0.02559415,0,0,0,0.943260694,0.943260694,0.943260694,0.843949045,0.843949045,0.843949045
1364,70743.5,70740,70747,0.857142857,0.857142857,0.857142857,1,1,1,0,0,0,0.75,0.75,0.75,1,1,1,0,0,0,0.999692297,0.999692297,0.999692297,0.995394535,0.995394535,0.995394535,70743.5,70740,70747,0.127659574,0.127659574,0.127659574,0.076696165,0.076696165,0.076696165,0,0,0,0.05106383,0.05106383,0.05106383,0.059564719,0.059564719,0.059564719,0,0,0,0.915445082,0.915445082,0.915445082,0.486100079,0.486100079,0.486100079
1365,70751.5,70748,70755,0.965517241,0.965517241,0.965517241,0.901408451,0.901408451,0.901408451,0,0,0,0.918032787,0.918032787,0.918032787,0.901408451,0.901408451,0.901408451,0,0,0,0.995780591,0.995780591,0.995780591,0.991150442,0.991150442,0.991150442,70751.5,70748,70755,0.234309623,0.234309623,0.234309623,0.060663507,0.060663507,0.060663507,0,0,0,0.12962963,0.12962963,0.12962963,0.068595927,0.068595927,0.068595927,0,0,0,0.834412234,0.834412234,0.834412234,0.708068798,0.708068798,0.708068798
1366,70759.5,70756,70763,0.942857143,0.942857143,0.942857143,0.98245614,0.98245614,0.98245614,0,0,0,0.891891892,0.891891892,0.891891892,0.982758621,0.982758621,0.982758621,0,0,0,0.999699158,0.999699158,0.999699158,0.999188443,0.999188443,0.999188443,70759.5,70756,70763,0.208201893,0.208201893,0.208201893,0.087912088,0.087912088,0.087912088,0,0,0,0.169230769,0.169230769,0.169230769,0.112204724,0.112204724,0.112204724,0,0,0,0.783426652,0.783426652,0.783426652,0.728337435,0.728337435,0.728337435
1367,70767.5,70764,70771,1,1,1,0.927835052,0.927835052,0.927835052,0,0,0,0.992248062,0.992248062,0.992248062,0.9375,0.9375,0.9375,0,0,0,0.998942859,0.998942859,0.998942859,0.998100865,0.998100865,0.998100865,70767.5,70764,70771,0.24288425,0.24288425,0.24288425,0.077720207,0.077720207,0.077720207,0,0,0,0.261758691,0.261758691,0.261758691,0.1,0.1,0.1,0,0,0,0.808997331,0.808997331,0.808997331,0.794908881,0.794908881,0.794908881
1368,70775.5,70772,70779,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.998009182,0.998009182,0.998009182,0.993915858,0.993915858,0.993915858,70775.5,70772,70779,0.209245742,0.209245742,0.209245742,0.069945355,0.069945355,0.069945355,0,0,0,0.206235012,0.206235012,0.206235012,0.069189189,0.069189189,0.069189189,0,0,0,0.905106925,0.905106925,0.905106925,0.797332963,0.797332963,0.797332963
1369,70783.5,70780,70787,1,1,1,0.285714286,0.285714286,0.285714286,0,0,0,1,1,1,0.608695652,0.608695652,0.608695652,0,0,0,0.998120029,0.998120029,0.998120029,0.980334728,0.980334728,0.980334728,70783.5,70780,70787,0.216216216,0.216216216,0.216216216,0.040462428,0.040462428,0.040462428,0,0,0,0.172506739,0.172506739,0.172506739,0.017766497,0.017766497,0.017766497,0,0,0,0.929428214,0.929428214,0.929428214,0.651734499,0.651734499,0.651734499
1370,70791.5,70788,70795,1,1,1,0.895522388,0.895522388,0.895522388,0,0,0,0.956521739,0.956521739,0.956521739,0.885714286,0.885714286,0.885714286,0,0,0,0.999159252,0.999159252,0.999159252,0.993357179,0.993357179,0.993357179,70791.5,70788,70795,0.067669173,0.067669173,0.067669173,0.053956835,0.053956835,0.053956835,0,0,0,0.061016949,0.061016949,0.061016949,0.058270677,0.058270677,0.058270677,0,0,0,0.86419565,0.86419565,0.86419565,0.569003286,0.569003286,0.569003286
1371,70799.5,70796,70803,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.996758818,0.996758818,0.996758818,0.988606771,0.988606771,0.988606771,70799.5,70796,70803,0.188235294,0.188235294,0.188235294,0.054421769,0.054421769,0.054421769,0,0,0,0.132505176,0.132505176,0.132505176,0.066528067,0.066528067,0.066528067,0,0,0,0.833685277,0.833685277,0.833685277,0.60989835,0.60989835,0.60989835
1372,70807.5,70804,70811,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.994866335,0.994866335,0.994866335,0.978947368,0.978947368,0.978947368,70807.5,70804,70811,0.171581769,0.171581769,0.171581769,0.054283291,0.054283291,0.054283291,0,0,0,0.109777015,0.109777015,0.109777015,0.06195547,0.06195547,0.06195547,0,0,0,0.779397809,0.779397809,0.779397809,0.46327504,0.46327504,0.46327504
1373,70815.5,70812,70819,1,1,1,0.916666667,0.916666667,0.916666667,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.997861075,0.997861075,0.997861075,0.984991096,0.984991096,0.984991096,70815.5,70812,70819,0.150943396,0.150943396,0.150943396,0.04137931,0.04137931,0.04137931,0,0,0,0.101694915,0.101694915,0.101694915,0.037333333,0.037333333,0.037333333,0,0,0,0.833462133,0.833462133,0.833462133,0.37075718,0.37075718,0.37075718
1374,70823.5,70820,70827,0.956521739,0.956521739,0.956521739,0.941176471,0.941176471,0.941176471,0,0,0,0.92,0.92,0.92,0.955223881,0.955223881,0.955223881,0,0,0,0.998754282,0.998754282,0.998754282,0.995982741,0.995982741,0.995982741,70823.5,70820,70827,0.121883657,0.121883657,0.121883657,0.059925094,0.059925094,0.059925094,0,0,0,0.105769231,0.105769231,0.105769231,0.04295302,0.04295302,0.04295302,0,0,0,0.844638393,0.844638393,0.844638393,0.619431778,0.619431778,0.619431778
1375,70831.5,70828,70835,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.999798606,0.999798606,0.999798606,0.999867602,0.999867602,0.999867602,70831.5,70828,70835,0.187683284,0.187683284,0.187683284,0.060836502,0.060836502,0.060836502,0,0,0,0.172043011,0.172043011,0.172043011,0.043507818,0.043507818,0.043507818,0,0,0,0.857964698,0.857964698,0.857964698,0.672240285,0.672240285,0.672240285
1376,70839.5,70836,70843,1,1,1,0.49122807,0.49122807,0.49122807,0,0,0,1,1,1,0.56,0.56,0.56,0,0,0,0.992033384,0.992033384,0.992033384,0.966087676,0.966087676,0.966087676,70839.5,70836,70843,0.226950355,0.226950355,0.226950355,0.036082474,0.036082474,0.036082474,0,0,0,0.25498008,0.25498008,0.25498008,0.020280811,0.020280811,0.020280811,0,0,0,0.885500958,0.885500958,0.885500958,0.579230081,0.579230081,0.579230081
1377,70847.5,70844,70851,0.947368421,0.947368421,0.947368421,0.807017544,0.807017544,0.807017544,0,0,0,0.818181818,0.818181818,0.818181818,0.901960784,0.901960784,0.901960784,0,0,0,0.994296511,0.994296511,0.994296511,0.959611452,0.959611452,0.959611452,70847.5,70844,70851,0.078947368,0.078947368,0.078947368,0.09787234,0.09787234,0.09787234,0,0,0,0.06,0.06,0.06,0.041856233,0.041856233,0.041856233,0,0,0,0.931430662,0.931430662,0.931430662,0.780578898,0.780578898,0.780578898
1378,70855.5,70852,70859,0.923076923,0.923076923,0.923076923,0.984615385,0.984615385,0.984615385,0,0,0,0.925925926,0.925925926,0.925925926,0.914285714,0.914285714,0.914285714,0,0,0,0.999402051,0.999402051,0.999402051,0.999061738,0.999061738,0.999061738,70855.5,70852,70859,0.150470219,0.150470219,0.150470219,0.110344828,0.110344828,0.110344828,0,0,0,0.108843537,0.108843537,0.108843537,0.06743941,0.06743941,0.06743941,0,0,0,0.92835044,0.92835044,0.92835044,0.878654385,0.878654385,0.878654385
1379,70863.5,70860,70867,1,1,1,0.987341772,0.987341772,0.987341772,0,0,0,0.984615385,0.984615385,0.984615385,0.917647059,0.917647059,0.917647059,0,0,0,0.999292486,0.999292486,0.999292486,0.99946169,0.99946169,0.99946169,70863.5,70860,70867,0.147126437,0.147126437,0.147126437,0.13153457,0.13153457,0.13153457,0,0,0,0.133891213,0.133891213,0.133891213,0.092198582,0.092198582,0.092198582,0,0,0,0.933597909,0.933597909,0.933597909,0.829835861,0.829835861,0.829835861
1380,70871.5,70868,70875,1,1,1,0.886075949,0.886075949,0.886075949,0,0,0,0.984615385,0.984615385,0.984615385,0.972222222,0.972222222,0.972222222,0,0,0,0.999365885,0.999365885,0.999365885,0.998511462,0.998511462,0.998511462,70871.5,70868,70875,0.142222222,0.142222222,0.142222222,0.14084507,0.14084507,0.14084507,0,0,0,0.137634409,0.137634409,0.137634409,0.087390762,0.087390762,0.087390762,0,0,0,0.797506074,0.797506074,0.797506074,0.435105642,0.435105642,0.435105642
1381,70879.5,70876,70883,1,1,1,1,1,1,0,0,0,0.933333333,0.933333333,0.933333333,0.96969697,0.96969697,0.96969697,0,0,0,0.999822517,0.999822517,0.999822517,0.999806339,0.999806339,0.999806339,70879.5,70876,70883,0.150943396,0.150943396,0.150943396,0.083009079,0.083009079,0.083009079,0,0,0,0.105263158,0.105263158,0.105263158,0.06159769,0.06159769,0.06159769,0,0,0,0.69180115,0.69180115,0.69180115,0.132488342,0.132488342,0.132488342
1382,70887.5,70884,70891,1,1,1,0.966666667,0.966666667,0.966666667,0,0,0,0.984615385,0.984615385,0.984615385,0.966666667,0.966666667,0.966666667,0,0,0,0.999524319,0.999524319,0.999524319,0.999807359,0.999807359,0.999807359,70887.5,70884,70891,0.131416838,0.131416838,0.131416838,0.048092869,0.048092869,0.048092869,0,0,0,0.093294461,0.093294461,0.093294461,0.056256062,0.056256062,0.056256062,0,0,0,0.551547515,0.551547515,0.551547515,0.226328369,0.226328369,0.226328369
1383,70895.5,70892,70899,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.997556119,0.997556119,0.997556119,0.987020535,0.987020535,0.987020535,70895.5,70892,70899,0.135306554,0.135306554,0.135306554,0,0,0,0,0,0,0.099071207,0.099071207,0.099071207,0,0,0,0,0,0,0.538616166,0.538616166,0.538616166,0.25035021,0.25035021,0.25035021
1384,70903.5,70900,70907,0.9,0.9,0.9,0.666666667,0.666666667,0.666666667,0,0,0,0.972972973,0.972972973,0.972972973,0.682926829,0.682926829,0.682926829,0,0,0,0.997001399,0.997001399,0.997001399,0.970433374,0.970433374,0.970433374,70903.5,70900,70907,0.076271186,0.076271186,0.076271186,0.018169113,0.018169113,0.018169113,0,0,0,0.061749571,0.061749571,0.061749571,0.025500911,0.025500911,0.025500911,0,0,0,0.676071852,0.676071852,0.676071852,0.126925899,0.126925899,0.126925899
1385,70911.5,70908,70915,0.978723404,0.978723404,0.978723404,0.955223881,0.955223881,0.955223881,0,0,0,0.92,0.92,0.92,0.941176471,0.941176471,0.941176471,0,0,0,0.999425122,0.999425122,0.999425122,0.997814685,0.997814685,0.997814685,70911.5,70908,70915,0.087619048,0.087619048,0.087619048,0.048817696,0.048817696,0.048817696,0,0,0,0.062246279,0.062246279,0.062246279,0.066945607,0.066945607,0.066945607,0,0,0,0.762374116,0.762374116,0.762374116,0.466227918,0.466227918,0.466227918
1386,70919.5,70916,70923,0.780487805,0.780487805,0.780487805,0.927536232,0.927536232,0.927536232,0,0,0,0.820512821,0.820512821,0.820512821,0.984615385,0.984615385,0.984615385,0,0,0,0.998435055,0.998435055,0.998435055,0.998973095,0.998973095,0.998973095,70919.5,70916,70923,0.106135987,0.106135987,0.106135987,0.050078247,0.050078247,0.050078247,0,0,0,0.070407041,0.070407041,0.070407041,0.054560955,0.054560955,0.054560955,0,0,0,0.711238573,0.711238573,0.711238573,0.424147147,0.424147147,0.424147147
1387,70927.5,70924,70931,0.984615385,0.984615385,0.984615385,0.966666667,0.966666667,0.966666667,0,0,0,0.984615385,0.984615385,0.984615385,0.933333333,0.933333333,0.933333333,0,0,0,0.999274047,0.999274047,0.999274047,0.997520661,0.997520661,0.997520661,70927.5,70924,70931,0.126732673,0.126732673,0.126732673,0.04798629,0.04798629,0.04798629,0,0,0,0.071829405,0.071829405,0.071829405,0.055335968,0.055335968,0.055335968,0,0,0,0.767391025,0.767391025,0.767391025,0.473317056,0.473317056,0.473317056
1388,70935.5,70932,70939,0.727272727,0.727272727,0.727272727,0.958333333,0.958333333,0.958333333,0,0,0,0.833333333,0.833333333,0.833333333,0.901960784,0.901960784,0.901960784,0,0,0,0.998388396,0.998388396,0.998388396,0.991710625,0.991710625,0.991710625,70935.5,70932,70939,0.071047957,0.071047957,0.071047957,0.043643264,0.043643264,0.043643264,0,0,0,0.062402496,0.062402496,0.062402496,0.03820598,0.03820598,0.03820598,0,0,0,0.810483871,0.810483871,0.810483871,0.207612457,0.207612457,0.207612457
1389,70943.5,70940,70947,0.927536232,0.927536232,0.927536232,0.984615385,0.984615385,0.984615385,0,0,0,0.927536232,0.927536232,0.927536232,0.96969697,0.96969697,0.96969697,0,0,0,0.997299986,0.997299986,0.997299986,0.985081695,0.985081695,0.985081695,70943.5,70940,70947,0.126732673,0.126732673,0.126732673,0.049344641,0.049344641,0.049344641,0,0,0,0.091038407,0.091038407,0.091038407,0.051990252,0.051990252,0.051990252,0,0,0,0.761805786,0.761805786,0.761805786,0.312706271,0.312706271,0.312706271
1390,70951.5,70948,70955,0.771084337,0.771084337,0.771084337,0.927536232,0.927536232,0.927536232,0,0,0,0.820512821,0.820512821,0.820512821,0.955223881,0.955223881,0.955223881,0,0,0,0.998545222,0.998545222,0.998545222,1,1,1,70951.5,70948,70955,0.18443804,0.18443804,0.18443804,0.051282051,0.051282051,0.051282051,0,0,0,0.103727715,0.103727715,0.103727715,0.057657658,0.057657658,0.057657658,0,0,0,0.789267286,0.789267286,0.789267286,0.381700373,0.381700373,0.381700373
1391,70959.5,70956,70963,1,1,1,0.8125,0.8125,0.8125,0,0,0,1,1,1,0.825396825,0.825396825,0.825396825,0,0,0,0.99791674,0.99791674,0.99791674,0.99015748,0.99015748,0.99015748,70959.5,70956,70963,0.283185841,0.283185841,0.283185841,0.046678636,0.046678636,0.046678636,0,0,0,0.135021097,0.135021097,0.135021097,0.047926267,0.047926267,0.047926267,0,0,0,0.842750328,0.842750328,0.842750328,0.33201581,0.33201581,0.33201581
