validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX
1176,69239.5,69236,69243,0.934306569,0.934306569,0.934306569,1,1,1,0,0,0,0.836601307,0.836601307,0.836601307,0.99009901,0.99009901,0.99009901,0,0,0,0.889460154,0.889460154,0.889460154,0.9749943,0.9749943,0.9749943
1177,69247.5,69244,69251,0.970414201,0.970414201,0.970414201,1,1,1,0,0,0,0.982035928,0.982035928,0.982035928,0.962406015,0.962406015,0.962406015,0,0,0,0.916618076,0.916618076,0.916618076,0.968979035,0.968979035,0.968979035
1178,69255.5,69252,69259,0.99270073,0.99270073,0.99270073,0.921348315,0.921348315,0.921348315,0,0,0,0.99270073,0.99270073,0.99270073,0.911111111,0.911111111,0.911111111,0,0,0,0.994319527,0.994319527,0.994319527,0.993000589,0.993000589,0.993000589
1179,69263.5,69260,69267,0.95890411,0.95890411,0.95890411,0.810126582,0.810126582,0.810126582,0,0,0,0.972222222,0.972222222,0.972222222,0.795180723,0.795180723,0.795180723,0,0,0,0.998232975,0.998232975,0.998232975,0.994542974,0.994542974,0.994542974
1180,69271.5,69268,69275,0.984615385,0.984615385,0.984615385,0.8,0.8,0.8,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.995193388,0.995193388,0.995193388,0.986825161,0.986825161,0.986825161
1181,69279.5,69276,69283,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.999648753,0.999648753,0.999648753,0.999271365,0.999271365,0.999271365
1182,69287.5,69284,69291,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.999385156,0.999385156,0.999385156,0.999271365,0.999271365,0.999271365
1183,69295.5,69292,69299,0.927536232,0.927536232,0.927536232,0.555555556,0.555555556,0.555555556,0,0,0,0.984615385,0.984615385,0.984615385,0.588235294,0.588235294,0.588235294,0,0,0,0.998885256,0.998885256,0.998885256,0.993703904,0.993703904,0.993703904
1184,69303.5,69300,69307,0.87804878,0.87804878,0.87804878,0.909090909,0.909090909,0.909090909,0,0,0,0.9,0.9,0.9,0.923076923,0.923076923,0.923076923,0,0,0,0.999192104,0.999192104,0.999192104,0.996211164,0.996211164,0.996211164
1185,69311.5,69308,69315,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999888646,0.999888646,0.999888646,1,1,1
1186,69319.5,69316,69323,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,0.999294336,0.999294336,0.999294336,1,1,1
1187,69327.5,69324,69331,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.99979753,0.99979753,0.99979753,0.997882851,0.997882851,0.997882851
1188,69335.5,69332,69339,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.998527588,0.998527588,0.998527588,0.993548387,0.993548387,0.993548387
1189,69343.5,69340,69347,0,0,0,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999399399,0.999399399,0.999399399,0.999885819,0.999885819,0.999885819
1190,69351.5,69348,69355,0.909090909,0.909090909,0.909090909,0.947368421,0.947368421,0.947368421,0,0,0,0.909090909,0.909090909,0.909090909,0.964285714,0.964285714,0.964285714,0,0,0,0.997222222,0.997222222,0.997222222,0.999513928,0.999513928,0.999513928
1191,69359.5,69356,69363,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999876146,0.999876146,0.999876146,0.998960054,0.998960054,0.998960054
1192,69367.5,69364,69371,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.999762564,0.999762564,0.999762564,0.999585234,0.999585234,0.999585234
1193,69375.5,69372,69379,0.909090909,0.909090909,0.909090909,0.916666667,0.916666667,0.916666667,0,0,0,0.952380952,0.952380952,0.952380952,0.956521739,0.956521739,0.956521739,0,0,0,0.999252463,0.999252463,0.999252463,0.991213798,0.991213798,0.991213798
1194,69383.5,69380,69387,0.814814815,0.814814815,0.814814815,1,1,1,0,0,0,0.6875,0.6875,0.6875,1,1,1,0,0,0,0.999809723,0.999809723,0.999809723,0.998862742,0.998862742,0.998862742
1195,69391.5,69388,69395,0.96969697,0.96969697,0.96969697,0.888888889,0.888888889,0.888888889,0,0,0,0.984615385,0.984615385,0.984615385,0.888888889,0.888888889,0.888888889,0,0,0,0.99900612,0.99900612,0.99900612,1,1,1
1196,69399.5,69396,69403,0.941176471,0.941176471,0.941176471,0.647058824,0.647058824,0.647058824,0,0,0,0.941176471,0.941176471,0.941176471,0.846153846,0.846153846,0.846153846,0,0,0,0.998699089,0.998699089,0.998699089,0.99645104,0.99645104,0.99645104
1197,69407.5,69404,69411,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999701715,0.999701715,0.999701715,0.99204244,0.99204244,0.99204244
1198,69415.5,69412,69419,0.734693878,0.734693878,0.734693878,1,1,1,0,0,0,0.75,0.75,0.75,1,1,1,0,0,0,0.997480937,0.997480937,0.997480937,0.982628646,0.982628646,0.982628646
1199,69423.5,69420,69427,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1200,69431.5,69428,69435,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999858257,0.999858257,0.999858257,1,1,1
1201,69439.5,69436,69443,1,1,1,0.808510638,0.808510638,0.808510638,0,0,0,0.978723404,0.978723404,0.978723404,1,1,1,0,0,0,0.999165136,0.999165136,0.999165136,0.988469185,0.988469185,0.988469185
1202,69447.5,69444,69451,0.875,0.875,0.875,1,1,1,0,0,0,0.903225806,0.903225806,0.903225806,1,1,1,0,0,0,0.999886075,0.999886075,0.999886075,0.999345978,0.999345978,0.999345978
1203,69455.5,69452,69459,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.999672668,0.999672668,0.999672668,0.999874008,0.999874008,0.999874008
1204,69463.5,69460,69467,1,1,1,0.878787879,0.878787879,0.878787879,0,0,0,1,1,1,1,1,1,0,0,0,0.999959222,0.999959222,0.999959222,0.99885569,0.99885569,0.99885569
1205,69471.5,69468,69475,0.666666667,0.666666667,0.666666667,0.8125,0.8125,0.8125,0,0,0,0.678571429,0.678571429,0.678571429,0.838709677,0.838709677,0.838709677,0,0,0,0.998023311,0.998023311,0.998023311,0.987828315,0.987828315,0.987828315
1206,69479.5,69476,69483,0.909090909,0.909090909,0.909090909,0.984615385,0.984615385,0.984615385,0,0,0,0.909090909,0.909090909,0.909090909,0.941176471,0.941176471,0.941176471,0,0,0,0.999804542,0.999804542,0.999804542,0.999125364,0.999125364,0.999125364
1207,69487.5,69484,69491,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.998610998,0.998610998,0.998610998,0.997718631,0.997718631,0.997718631
1208,69495.5,69492,69499,1,1,1,0.97029703,0.97029703,0.97029703,0,0,0,1,1,1,0.97029703,0.97029703,0.97029703,0,0,0,0.999742024,0.999742024,0.999742024,0.998895272,0.998895272,0.998895272
1209,69503.5,69500,69507,0.901098901,0.901098901,0.901098901,0.971428571,0.971428571,0.971428571,0,0,0,0.942528736,0.942528736,0.942528736,0.962264151,0.962264151,0.962264151,0,0,0,0.998999555,0.998999555,0.998999555,0.998948033,0.998948033,0.998948033
1210,69511.5,69508,69515,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.999554645,0.999554645,0.999554645,1,1,1
1211,69519.5,69516,69523,0.984615385,0.984615385,0.984615385,0.56,0.56,0.56,0,0,0,1,1,1,0.608695652,0.608695652,0.608695652,0,0,0,0.999459527,0.999459527,0.999459527,0.996412342,0.996412342,0.996412342
1212,69527.5,69524,69531,0.88,0.88,0.88,0.869565217,0.869565217,0.869565217,0,0,0,0.846153846,0.846153846,0.846153846,0.893617021,0.893617021,0.893617021,0,0,0,0.999428514,0.999428514,0.999428514,0.992360858,0.992360858,0.992360858
1213,69535.5,69532,69539,0.927536232,0.927536232,0.927536232,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.901408451,0.901408451,0.901408451,0,0,0,0.99853542,0.99853542,0.99853542,0.997506234,0.997506234,0.997506234
1214,69543.5,69540,69547,0.984615385,0.984615385,0.984615385,0.789915966,0.789915966,0.789915966,0,0,0,1,1,1,0.930693069,0.930693069,0.930693069,0,0,0,0.986818106,0.986818106,0.986818106,0.965103465,0.965103465,0.965103465
1215,69551.5,69548,69555,0.991452991,0.991452991,0.991452991,0.814159292,0.814159292,0.814159292,0,0,0,0.983050847,0.983050847,0.983050847,0.841121495,0.841121495,0.841121495,0,0,0,0.998875256,0.998875256,0.998875256,0.99770297,0.99770297,0.99770297
1216,69559.5,69556,69563,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999634072,0.999634072,0.999634072,0.998584481,0.998584481,0.998584481
1217,69567.5,69564,69571,1,1,1,0.761904762,0.761904762,0.761904762,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.999884877,0.999884877,0.999884877,0.997960144,0.997960144,0.997960144
1218,69575.5,69572,69579,0.888888889,0.888888889,0.888888889,0.648648649,0.648648649,0.648648649,0,0,0,0.888888889,0.888888889,0.888888889,0.623376623,0.623376623,0.623376623,0,0,0,0.997163504,0.997163504,0.997163504,0.958788306,0.958788306,0.958788306
1219,69583.5,69580,69587,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.983606557,0.983606557,0.983606557,0.8,0.8,0.8,0,0,0,0.999917898,0.999917898,0.999917898,0.997128231,0.997128231,0.997128231
1220,69591.5,69588,69595,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.711111111,0.711111111,0.711111111,0,0,0,1,1,1,0.996015936,0.996015936,0.996015936
1221,69599.5,69596,69603,1,1,1,0.75,0.75,0.75,0,0,0,1,1,1,0.72,0.72,0.72,0,0,0,0.999925788,0.999925788,0.999925788,0.997641937,0.997641937,0.997641937
1222,69607.5,69604,69611,0.808510638,0.808510638,0.808510638,0.9375,0.9375,0.9375,0,0,0,0.974358974,0.974358974,0.974358974,0.952380952,0.952380952,0.952380952,0,0,0,0.998718468,0.998718468,0.998718468,0.992432432,0.992432432,0.992432432
1223,69615.5,69612,69619,0.761904762,0.761904762,0.761904762,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999055316,0.999055316,0.999055316,0.999470619,0.999470619,0.999470619
1224,69623.5,69620,69627,0.810126582,0.810126582,0.810126582,0.96969697,0.96969697,0.96969697,0,0,0,0.927536232,0.927536232,0.927536232,0.941176471,0.941176471,0.941176471,0,0,0,0.998108846,0.998108846,0.998108846,0.992639327,0.992639327,0.992639327
1225,69631.5,69628,69635,0.979591837,0.979591837,0.979591837,0.916666667,0.916666667,0.916666667,0,0,0,0.978723404,0.978723404,0.978723404,0.916666667,0.916666667,0.916666667,0,0,0,0.998302207,0.998302207,0.998302207,0.971092077,0.971092077,0.971092077
1226,69639.5,69636,69643,0.888888889,0.888888889,0.888888889,0.984615385,0.984615385,0.984615385,0,0,0,0.888888889,0.888888889,0.888888889,0.984615385,0.984615385,0.984615385,0,0,0,0.999923699,0.999923699,0.999923699,0.999361226,0.999361226,0.999361226
1227,69647.5,69644,69651,0.901408451,0.901408451,0.901408451,1,1,1,0,0,0,0.914285714,0.914285714,0.914285714,0.99047619,0.99047619,0.99047619,0,0,0,0.995262011,0.995262011,0.995262011,0.990881459,0.990881459,0.990881459
1228,69655.5,69652,69659,0.8,0.8,0.8,1,1,1,0,0,0,0.789808917,0.789808917,0.789808917,1,1,1,0,0,0,0.99931082,0.99931082,0.99931082,0.995344795,0.995344795,0.995344795
1229,69663.5,69660,69667,0.814285714,0.814285714,0.814285714,0.97826087,0.97826087,0.97826087,0,0,0,0.780821918,0.780821918,0.780821918,0.989010989,0.989010989,0.989010989,0,0,0,0.999319662,0.999319662,0.999319662,0.993530579,0.993530579,0.993530579
1230,69671.5,69668,69675,0.859813084,0.859813084,0.859813084,0.948717949,0.948717949,0.948717949,0,0,0,0.836363636,0.836363636,0.836363636,0.925,0.925,0.925,0,0,0,0.998242376,0.998242376,0.998242376,0.991900705,0.991900705,0.991900705
1231,69679.5,69676,69683,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1232,69687.5,69684,69691,1,1,1,0.892307692,0.892307692,0.892307692,0,0,0,1,1,1,0.828571429,0.828571429,0.828571429,0,0,0,0.999331051,0.999331051,0.999331051,0.999712809,0.999712809,0.999712809
1233,69695.5,69692,69699,0.977777778,0.977777778,0.977777778,0.476190476,0.476190476,0.476190476,0,0,0,0.976744186,0.976744186,0.976744186,0.555555556,0.555555556,0.555555556,0,0,0,0.998444996,0.998444996,0.998444996,0.987994664,0.987994664,0.987994664
1234,69703.5,69700,69707,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999959434,0.999959434,0.999959434,0.998215651,0.998215651,0.998215651
1235,69711.5,69708,69715,0.954545455,0.954545455,0.954545455,0.96969697,0.96969697,0.96969697,0,0,0,0.954545455,0.954545455,0.954545455,0.96969697,0.96969697,0.96969697,0,0,0,0.99969783,0.99969783,0.99969783,0.999685,0.999685,0.999685
1236,69719.5,69716,69723,0.984615385,0.984615385,0.984615385,0.597402597,0.597402597,0.597402597,0,0,0,0.984615385,0.984615385,0.984615385,0.836363636,0.836363636,0.836363636,0,0,0,0.998288509,0.998288509,0.998288509,0.997003371,0.997003371,0.997003371
1237,69727.5,69724,69731,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.999243697,0.999243697,0.999243697,0.989803013,0.989803013,0.989803013
1238,69735.5,69732,69739,0.947368421,0.947368421,0.947368421,1,1,1,0,0,0,0.947368421,0.947368421,0.947368421,0.981818182,0.981818182,0.981818182,0,0,0,0.999965932,0.999965932,0.999965932,0.998710509,0.998710509,0.998710509
1239,69743.5,69740,69747,0.955223881,0.955223881,0.955223881,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.927536232,0.927536232,0.927536232,0,0,0,0.999246853,0.999246853,0.999246853,0.998885173,0.998885173,0.998885173
1240,69751.5,69748,69755,0.901408451,0.901408451,0.901408451,1,1,1,0,0,0,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.999314986,0.999314986,0.999314986,0.998257139,0.998257139,0.998257139
1241,69759.5,69756,69763,0.96,0.96,0.96,1,1,1,0,0,0,0.969072165,0.969072165,0.969072165,1,1,1,0,0,0,0.999628253,0.999628253,0.999628253,0.998979876,0.998979876,0.998979876
1242,69767.5,69764,69771,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1243,69775.5,69772,69779,1,1,1,0.8125,0.8125,0.8125,0,0,0,1,1,1,0.8125,0.8125,0.8125,0,0,0,0.999920096,0.999920096,0.999920096,0.998651928,0.998651928,0.998651928
1244,69783.5,69780,69787,0.727272727,0.727272727,0.727272727,0.827586207,0.827586207,0.827586207,0,0,0,0.666666667,0.666666667,0.666666667,0.872727273,0.872727273,0.872727273,0,0,0,0.998887576,0.998887576,0.998887576,0.992469069,0.992469069,0.992469069
1245,69791.5,69788,69795,0.857142857,0.857142857,0.857142857,0.927536232,0.927536232,0.927536232,0,0,0,0.8,0.8,0.8,0.941176471,0.941176471,0.941176471,0,0,0,0.999118043,0.999118043,0.999118043,0.999540145,0.999540145,0.999540145
1246,69799.5,69796,69803,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.99906849,0.99906849,0.99906849,0.999916451,0.999916451,0.999916451
1247,69807.5,69804,69811,1,1,1,0.732394366,0.732394366,0.732394366,0,0,0,1,1,1,0.866666667,0.866666667,0.866666667,0,0,0,0.999541411,0.999541411,0.999541411,0.996501182,0.996501182,0.996501182
1248,69815.5,69812,69819,0.923076923,0.923076923,0.923076923,0.984615385,0.984615385,0.984615385,0,0,0,0.923076923,0.923076923,0.923076923,0.955223881,0.955223881,0.955223881,0,0,0,0.999898734,0.999898734,0.999898734,0.999528746,0.999528746,0.999528746
1249,69823.5,69820,69827,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.998881528,0.998881528,0.998881528,1,1,1
1250,69831.5,69828,69835,0.947368421,0.947368421,0.947368421,0.686567164,0.686567164,0.686567164,0,0,0,1,1,1,0.676470588,0.676470588,0.676470588,0,0,0,0.991348927,0.991348927,0.991348927,0.997921423,0.997921423,0.997921423
1251,69839.5,69836,69843,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997955475,0.997955475,0.997955475,0.994234845,0.994234845,0.994234845
1252,69847.5,69844,69851,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.995644509,0.995644509,0.995644509,0.989134564,0.989134564,0.989134564
1253,69855.5,69852,69859,1,1,1,0.761904762,0.761904762,0.761904762,0,0,0,1,1,1,0.9,0.9,0.9,0,0,0,0.999662322,0.999662322,0.999662322,0.994123747,0.994123747,0.994123747
1254,69863.5,69860,69867,0.727272727,0.727272727,0.727272727,1,1,1,0,0,0,0.592592593,0.592592593,0.592592593,1,1,1,0,0,0,0.999816413,0.999816413,0.999816413,0.998032787,0.998032787,0.998032787
1255,69871.5,69868,69875,0.864864865,0.864864865,0.864864865,0.901408451,0.901408451,0.901408451,0,0,0,0.901408451,0.901408451,0.901408451,0.901408451,0.901408451,0.901408451,0,0,0,0.998070669,0.998070669,0.998070669,0.999718548,0.999718548,0.999718548
1256,69879.5,69876,69883,0.984615385,0.984615385,0.984615385,0.458333333,0.458333333,0.458333333,0,0,0,1,1,1,0.689655172,0.689655172,0.689655172,0,0,0,0.995800325,0.995800325,0.995800325,0.989721254,0.989721254,0.989721254
1257,69887.5,69884,69891,1,1,1,0.774193548,0.774193548,0.774193548,0,0,0,1,1,1,0.8,0.8,0.8,0,0,0,0.999737188,0.999737188,0.999737188,0.993686255,0.993686255,0.993686255
1258,69895.5,69892,69899,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0.999282125,0.999282125,0.999282125,0.997172792,0.997172792,0.997172792
1259,69903.5,69900,69907,0.955223881,0.955223881,0.955223881,0.916666667,0.916666667,0.916666667,0,0,0,0.96969697,0.96969697,0.96969697,0.835443038,0.835443038,0.835443038,0,0,0,0.9984752,0.9984752,0.9984752,0.999005767,0.999005767,0.999005767
1260,69911.5,69908,69915,0.883116883,0.883116883,0.883116883,0.992248062,0.992248062,0.992248062,0,0,0,0.894736842,0.894736842,0.894736842,0.96969697,0.96969697,0.96969697,0,0,0,0.998474773,0.998474773,0.998474773,0.997537101,0.997537101,0.997537101
1261,69919.5,69916,69923,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.984126984,0.984126984,0.984126984,0.941176471,0.941176471,0.941176471,0,0,0,0.997885835,0.997885835,0.997885835,0.997515765,0.997515765,0.997515765
1262,69927.5,69924,69931,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999860886,0.999860886,0.999860886,0.999815123,0.999815123,0.999815123
1263,69935.5,69932,69939,1,1,1,0.064516129,0.064516129,0.064516129,0,0,0,1,1,1,0.076923077,0.076923077,0.076923077,0,0,0,0.999802395,0.999802395,0.999802395,0.99189038,0.99189038,0.99189038
1264,69943.5,69940,69947,0.965517241,0.965517241,0.965517241,0.918918919,0.918918919,0.918918919,0,0,0,1,1,1,0.9,0.9,0.9,0,0,0,0.999705642,0.999705642,0.999705642,0.998446401,0.998446401,0.998446401
1265,69951.5,69948,69955,0.965517241,0.965517241,0.965517241,1,1,1,0,0,0,0.965517241,0.965517241,0.965517241,1,1,1,0,0,0,0.99991775,0.99991775,0.99991775,0.999754239,0.999754239,0.999754239
1266,69959.5,69956,69963,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999249083,0.999249083,0.999249083,0.999178307,0.999178307,0.999178307
1267,69967.5,69964,69971,0.955223881,0.955223881,0.955223881,0.943396226,0.943396226,0.943396226,0,0,0,0.955223881,0.955223881,0.955223881,0.980392157,0.980392157,0.980392157,0,0,0,0.998554344,0.998554344,0.998554344,0.997597911,0.997597911,0.997597911
1268,69975.5,69972,69979,1,1,1,0.307692308,0.307692308,0.307692308,0,0,0,1,1,1,0.285714286,0.285714286,0.285714286,0,0,0,0.999682551,0.999682551,0.999682551,0.994205698,0.994205698,0.994205698
1269,69983.5,69980,69987,0.769230769,0.769230769,0.769230769,1,1,1,0,0,0,0.526315789,0.526315789,0.526315789,0.955223881,0.955223881,0.955223881,0,0,0,0.999217583,0.999217583,0.999217583,0.993347098,0.993347098,0.993347098
1270,69991.5,69988,69995,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.984615385,0.984615385,0.984615385,0.888888889,0.888888889,0.888888889,0,0,0,0.998683003,0.998683003,0.998683003,0.997674737,0.997674737,0.997674737
1271,69999.5,69996,70003,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.999760785,0.999760785,0.999760785,1,1,1
1272,70007.5,70004,70011,0.984615385,0.984615385,0.984615385,0.638297872,0.638297872,0.638297872,0,0,0,1,1,1,0.697674419,0.697674419,0.697674419,0,0,0,0.998632112,0.998632112,0.998632112,0.994787789,0.994787789,0.994787789
1273,70015.5,70012,70019,0.727272727,0.727272727,0.727272727,0.875,0.875,0.875,0,0,0,0.6,0.6,0.6,0.835820896,0.835820896,0.835820896,0,0,0,0.999353191,0.999353191,0.999353191,0.992611629,0.992611629,0.992611629
1274,70023.5,70020,70027,0.981818182,0.981818182,0.981818182,0.901408451,0.901408451,0.901408451,0,0,0,0.931034483,0.931034483,0.931034483,0.876712329,0.876712329,0.876712329,0,0,0,0.999782258,0.999782258,0.999782258,0.998089172,0.998089172,0.998089172
1275,70031.5,70028,70035,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.984615385,0.984615385,0.984615385,0.96969697,0.96969697,0.96969697,0,0,0,0.999824407,0.999824407,0.999824407,1,1,1
1276,70039.5,70036,70043,0.96969697,0.96969697,0.96969697,0.526315789,0.526315789,0.526315789,0,0,0,0.984615385,0.984615385,0.984615385,0.540540541,0.540540541,0.540540541,0,0,0,0.999657599,0.999657599,0.999657599,0.993332249,0.993332249,0.993332249
1277,70047.5,70044,70051,0,0,0,0.984126984,0.984126984,0.984126984,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.99967039,0.99967039,0.99967039,0.999615237,0.999615237,0.999615237
1278,70055.5,70052,70059,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999840434,0.999840434,0.999840434,0.997954114,0.997954114,0.997954114
1279,70063.5,70060,70067,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.994413408,0.994413408,0.994413408,0.999362435,0.999362435,0.999362435
1280,70071.5,70068,70075,0.765957447,0.765957447,0.765957447,0.368,0.368,0.368,0,0,0,0.837209302,0.837209302,0.837209302,0.779661017,0.779661017,0.779661017,0,0,0,0.979446309,0.979446309,0.979446309,0.995072107,0.995072107,0.995072107
1281,70079.5,70076,70083,0.96969697,0.96969697,0.96969697,0.098591549,0.098591549,0.098591549,0,0,0,0.977099237,0.977099237,0.977099237,0.417910448,0.417910448,0.417910448,0,0,0,0.981207565,0.981207565,0.981207565,0.968834514,0.968834514,0.968834514
1282,70087.5,70084,70091,0.962264151,0.962264151,0.962264151,0.554621849,0.554621849,0.554621849,0,0,0,0.971428571,0.971428571,0.971428571,0.64,0.64,0.64,0,0,0,0.979825589,0.979825589,0.979825589,0.980883401,0.980883401,0.980883401
1283,70095.5,70092,70099,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,0.999762233,0.999762233,0.999762233,0.999468085,0.999468085,0.999468085
1284,70103.5,70100,70107,1,1,1,0.651162791,0.651162791,0.651162791,0,0,0,1,1,1,0.764705882,0.764705882,0.764705882,0,0,0,0.998773708,0.998773708,0.998773708,0.994856354,0.994856354,0.994856354
1285,70111.5,70108,70115,0.782608696,0.782608696,0.782608696,0.8,0.8,0.8,0,0,0,0.772727273,0.772727273,0.772727273,0.848484848,0.848484848,0.848484848,0,0,0,0.998948821,0.998948821,0.998948821,0.98627451,0.98627451,0.98627451
1286,70119.5,70116,70123,0.615384615,0.615384615,0.615384615,0.941176471,0.941176471,0.941176471,0,0,0,0.553191489,0.553191489,0.553191489,0.927536232,0.927536232,0.927536232,0,0,0,0.998614479,0.998614479,0.998614479,0.99560133,0.99560133,0.99560133
1287,70127.5,70124,70131,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.901408451,0.901408451,0.901408451,0,0,0,0.999358816,0.999358816,0.999358816,1,1,1
1288,70135.5,70132,70139,1,1,1,0.709677419,0.709677419,0.709677419,0,0,0,1,1,1,0.88,0.88,0.88,0,0,0,0.999036702,0.999036702,0.999036702,0.997078536,0.997078536,0.997078536
