validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX
81,20587.5,20584,20591,0,0,0,1,1,1,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0.996593414,0.996593414,0.996593414,0.998685339,0.998685339,0.998685339
82,20595.5,20592,20599,0.833333333,0.833333333,0.833333333,0.947368421,0.947368421,0.947368421,0,0,0,0.714285714,0.714285714,0.714285714,0.915254237,0.915254237,0.915254237,0,0,0,0.994255875,0.994255875,0.994255875,0.999140283,0.999140283,0.999140283
83,20603.5,20600,20607,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.997024179,0.997024179,0.997024179,0.997370191,0.997370191,0.997370191
84,20611.5,20608,20615,0.864864865,0.864864865,0.864864865,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.999366587,0.999366587,0.999366587,1,1,1
85,20619.5,20616,20623,0.740740741,0.740740741,0.740740741,0.88,0.88,0.88,0,0,0,0.769230769,0.769230769,0.769230769,0.916666667,0.916666667,0.916666667,0,0,0,0.990240729,0.990240729,0.990240729,0.914790018,0.914790018,0.914790018
86,20627.5,20624,20631,0.88,0.88,0.88,1,1,1,0,0,0,0.75862069,0.75862069,0.75862069,0.96969697,0.96969697,0.96969697,0,0,0,0.999809723,0.999809723,0.999809723,0.999300332,0.999300332,0.999300332
87,20635.5,20632,20639,0.96969697,0.96969697,0.96969697,0.831168831,0.831168831,0.831168831,0,0,0,0.96969697,0.96969697,0.96969697,0.744186047,0.744186047,0.744186047,0,0,0,0.997852841,0.997852841,0.997852841,0.999849057,0.999849057,0.999849057
88,20643.5,20640,20647,0.941176471,0.941176471,0.941176471,0.709677419,0.709677419,0.709677419,0,0,0,0.927536232,0.927536232,0.927536232,0.709677419,0.709677419,0.709677419,0,0,0,0.996791658,0.996791658,0.996791658,0.994771137,0.994771137,0.994771137
89,20651.5,20648,20655,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.998880096,0.998880096,0.998880096,0.990109502,0.990109502,0.990109502
90,20659.5,20656,20663,0.8,0.8,0.8,0.950819672,0.950819672,0.950819672,0,0,0,0.8,0.8,0.8,0.950819672,0.950819672,0.950819672,0,0,0,0.993849938,0.993849938,0.993849938,0.950632911,0.950632911,0.950632911
91,20667.5,20664,20671,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999858257,0.999858257,0.999858257,1,1,1
92,20675.5,20672,20679,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.999610109,0.999610109,0.999610109,1,1,1
93,20683.5,20680,20687,0.813559322,0.813559322,0.813559322,0.791666667,0.791666667,0.791666667,0,0,0,0.821428571,0.821428571,0.821428571,0.76,0.76,0.76,0,0,0,0.992829379,0.992829379,0.992829379,0.933797909,0.933797909,0.933797909
94,20691.5,20688,20695,0.875,0.875,0.875,0.927536232,0.927536232,0.927536232,0,0,0,0.875,0.875,0.875,0.941176471,0.941176471,0.941176471,0,0,0,0.999278033,0.999278033,0.999278033,0.999019928,0.999019928,0.999019928
95,20699.5,20696,20703,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.999672668,0.999672668,0.999672668,0.999748047,0.999748047,0.999748047
96,20707.5,20704,20711,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999836868,0.999836868,0.999836868,0.999619048,0.999619048,0.999619048
97,20715.5,20712,20719,0.666666667,0.666666667,0.666666667,0.702702703,0.702702703,0.702702703,0,0,0,0.666666667,0.666666667,0.666666667,0.722222222,0.722222222,0.722222222,0,0,0,0.996285062,0.996285062,0.996285062,0.973650386,0.973650386,0.973650386
98,20723.5,20720,20727,0.909090909,0.909090909,0.909090909,0.941176471,0.941176471,0.941176471,0,0,0,0.9375,0.9375,0.9375,0.901408451,0.901408451,0.901408451,0,0,0,0.999100262,0.999100262,0.999100262,0.997817547,0.997817547,0.997817547
99,20731.5,20728,20735,0.984615385,0.984615385,0.984615385,0.790123457,0.790123457,0.790123457,0,0,0,1,1,1,0.752941176,0.752941176,0.752941176,0,0,0,0.995862521,0.995862521,0.995862521,0.992185531,0.992185531,0.992185531
100,20739.5,20736,20743,1,1,1,0.924528302,0.924528302,0.924528302,0,0,0,1,1,1,0.852173913,0.852173913,0.852173913,0,0,0,0.996991059,0.996991059,0.996991059,0.995014955,0.995014955,0.995014955
101,20747.5,20744,20751,0.911111111,0.911111111,0.911111111,0.953271028,0.953271028,0.953271028,0,0,0,0.921348315,0.921348315,0.921348315,0.980769231,0.980769231,0.980769231,0,0,0,0.998387186,0.998387186,0.998387186,0.99824795,0.99824795,0.99824795
102,20755.5,20752,20759,0.955223881,0.955223881,0.955223881,0.927536232,0.927536232,0.927536232,0,0,0,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.999331819,0.999331819,0.999331819,1,1,1
103,20763.5,20760,20767,0.984615385,0.984615385,0.984615385,0.5,0.5,0.5,0,0,0,0.984615385,0.984615385,0.984615385,0.583333333,0.583333333,0.583333333,0,0,0,0.999168261,0.999168261,0.999168261,0.995454545,0.995454545,0.995454545
104,20771.5,20768,20775,0.536585366,0.536585366,0.536585366,0.816326531,0.816326531,0.816326531,0,0,0,0.47826087,0.47826087,0.47826087,0.823529412,0.823529412,0.823529412,0,0,0,0.997845698,0.997845698,0.997845698,0.990163934,0.990163934,0.990163934
105,20779.5,20776,20783,0.666666667,0.666666667,0.666666667,0.842105263,0.842105263,0.842105263,0,0,0,0.688172043,0.688172043,0.688172043,0.810126582,0.810126582,0.810126582,0,0,0,0.995440142,0.995440142,0.995440142,0.995325647,0.995325647,0.995325647
106,20787.5,20784,20791,0.984615385,0.984615385,0.984615385,0.752,0.752,0.752,0,0,0,1,1,1,0.817391304,0.817391304,0.817391304,0,0,0,0.984718877,0.984718877,0.984718877,0.961533765,0.961533765,0.961533765
107,20795.5,20792,20799,0.974789916,0.974789916,0.974789916,0.793103448,0.793103448,0.793103448,0,0,0,0.991452991,0.991452991,0.991452991,0.803571429,0.803571429,0.803571429,0,0,0,0.996671617,0.996671617,0.996671617,0.995176722,0.995176722,0.995176722
108,20803.5,20800,20807,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.998456539,0.998456539,0.998456539,0.995092975,0.995092975,0.995092975
109,20811.5,20808,20815,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999846496,0.999846496,0.999846496,0.998746867,0.998746867,0.998746867
110,20819.5,20816,20823,1,1,1,0.607594937,0.607594937,0.607594937,0,0,0,1,1,1,0.592592593,0.592592593,0.592592593,0,0,0,0.992233467,0.992233467,0.992233467,0.904251386,0.904251386,0.904251386
111,20827.5,20824,20831,0.983606557,0.983606557,0.983606557,0.659793814,0.659793814,0.659793814,0,0,0,0.983606557,0.983606557,0.983606557,0.653061224,0.653061224,0.653061224,0,0,0,0.99851998,0.99851998,0.99851998,0.988123515,0.988123515,0.988123515
112,20835.5,20832,20839,1,1,1,0.62745098,0.62745098,0.62745098,0,0,0,1,1,1,0.633663366,0.633663366,0.633663366,0,0,0,0.998847452,0.998847452,0.998847452,0.989893949,0.989893949,0.989893949
113,20843.5,20840,20847,0.984615385,0.984615385,0.984615385,0.529411765,0.529411765,0.529411765,0,0,0,1,1,1,0.580645161,0.580645161,0.580645161,0,0,0,0.999406176,0.999406176,0.999406176,0.992729916,0.992729916,0.992729916
114,20851.5,20848,20855,0.404255319,0.404255319,0.404255319,0.845070423,0.845070423,0.845070423,0,0,0,0.475,0.475,0.475,0.869565217,0.869565217,0.869565217,0,0,0,0.965567715,0.965567715,0.965567715,0.760462555,0.760462555,0.760462555
115,20859.5,20856,20863,0.633663366,0.633663366,0.633663366,0.790123457,0.790123457,0.790123457,0,0,0,0.666666667,0.666666667,0.666666667,0.888888889,0.888888889,0.888888889,0,0,0,0.957741361,0.957741361,0.957741361,0.775843992,0.775843992,0.775843992
116,20867.5,20864,20871,0.752941176,0.752941176,0.752941176,0.901408451,0.901408451,0.901408451,0,0,0,0.8,0.8,0.8,0.876712329,0.876712329,0.876712329,0,0,0,0.940445825,0.940445825,0.940445825,0.704924242,0.704924242,0.704924242
117,20875.5,20872,20879,0.786885246,0.786885246,0.786885246,0.956521739,0.956521739,0.956521739,0,0,0,0.867924528,0.867924528,0.867924528,0.956521739,0.956521739,0.956521739,0,0,0,0.994426155,0.994426155,0.994426155,0.91615769,0.91615769,0.91615769
118,20883.5,20880,20887,0.615384615,0.615384615,0.615384615,0.984615385,0.984615385,0.984615385,0,0,0,0.727272727,0.727272727,0.727272727,0.984615385,0.984615385,0.984615385,0,0,0,0.999351071,0.999351071,0.999351071,0.999521149,0.999521149,0.999521149
119,20891.5,20888,20895,0.752941176,0.752941176,0.752941176,0.980769231,0.980769231,0.980769231,0,0,0,0.810126582,0.810126582,0.810126582,0.981132075,0.981132075,0.981132075,0,0,0,0.99543813,0.99543813,0.99543813,0.993940474,0.993940474,0.993940474
120,20899.5,20896,20903,0.779874214,0.779874214,0.779874214,1,1,1,0,0,0,0.775,0.775,0.775,1,1,1,0,0,0,0.992463407,0.992463407,0.992463407,0.988881949,0.988881949,0.988881949
121,20907.5,20904,20911,0.75,0.75,0.75,0.9375,0.9375,0.9375,0,0,0,0.754966887,0.754966887,0.754966887,0.882352941,0.882352941,0.882352941,0,0,0,0.977174643,0.977174643,0.977174643,0.953832521,0.953832521,0.953832521
122,20915.5,20912,20919,0.803571429,0.803571429,0.803571429,0.948717949,0.948717949,0.948717949,0,0,0,0.8,0.8,0.8,0.880952381,0.880952381,0.880952381,0,0,0,0.97864262,0.97864262,0.97864262,0.94048931,0.94048931,0.94048931
123,20923.5,20920,20927,0.853333333,0.853333333,0.853333333,1,1,1,0,0,0,0.901408451,0.901408451,0.901408451,0.955223881,0.955223881,0.955223881,0,0,0,0.99913119,0.99913119,0.99913119,0.995029115,0.995029115,0.995029115
124,20931.5,20928,20935,0.955223881,0.955223881,0.955223881,0.773333333,0.773333333,0.773333333,0,0,0,0.941176471,0.941176471,0.941176471,0.659090909,0.659090909,0.659090909,0,0,0,0.967618893,0.967618893,0.967618893,0.901532866,0.901532866,0.901532866
125,20939.5,20936,20943,0.785714286,0.785714286,0.785714286,0.377358491,0.377358491,0.377358491,0,0,0,0.79245283,0.79245283,0.79245283,0.377358491,0.377358491,0.377358491,0,0,0,0.996419573,0.996419573,0.996419573,0.981866431,0.981866431,0.981866431
126,20947.5,20944,20951,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.999066142,0.999066142,0.999066142,0.999236058,0.999236058,0.999236058
127,20955.5,20952,20959,0.954545455,0.954545455,0.954545455,0.955223881,0.955223881,0.955223881,0,0,0,0.954545455,0.954545455,0.954545455,0.955223881,0.955223881,0.955223881,0,0,0,0.999153465,0.999153465,0.999153465,0.999244332,0.999244332,0.999244332
128,20963.5,20960,20967,0.984615385,0.984615385,0.984615385,0.766666667,0.766666667,0.766666667,0,0,0,0.96969697,0.96969697,0.96969697,0.793103448,0.793103448,0.793103448,0,0,0,0.995972171,0.995972171,0.995972171,0.996188691,0.996188691,0.996188691
129,20971.5,20968,20975,0.901408451,0.901408451,0.901408451,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.998655462,0.998655462,0.998655462,0.99167245,0.99167245,0.99167245
130,20979.5,20976,20983,1,1,1,0.915254237,0.915254237,0.915254237,0,0,0,0.972972973,0.972972973,0.972972973,0.915254237,0.915254237,0.915254237,0,0,0,0.997314113,0.997314113,0.997314113,0.976943347,0.976943347,0.976943347
131,20987.5,20984,20991,0.941176471,0.941176471,0.941176471,0.587155963,0.587155963,0.587155963,0,0,0,0.96969697,0.96969697,0.96969697,0.62745098,0.62745098,0.62745098,0,0,0,0.996619921,0.996619921,0.996619921,0.998885173,0.998885173,0.998885173
132,20995.5,20992,20999,0.901408451,0.901408451,0.901408451,0.861538462,0.861538462,0.861538462,0,0,0,0.941176471,0.941176471,0.941176471,0.868217054,0.868217054,0.868217054,0,0,0,0.997659025,0.997659025,0.997659025,0.997321189,0.997321189,0.997321189
133,21003.5,21000,21007,0.989690722,0.989690722,0.989690722,0.921052632,0.921052632,0.921052632,0,0,0,0.979166667,0.979166667,0.979166667,0.921052632,0.921052632,0.921052632,0,0,0,0.997864637,0.997864637,0.997864637,0.996001116,0.996001116,0.996001116
134,21011.5,21008,21015,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999956231,0.999956231,0.999956231,1,1,1
135,21019.5,21016,21023,1,1,1,0.8125,0.8125,0.8125,0,0,0,0.984615385,0.984615385,0.984615385,0.866666667,0.866666667,0.866666667,0,0,0,0.999800216,0.999800216,0.999800216,0.999191593,0.999191593,0.999191593
136,21027.5,21024,21031,0.761904762,0.761904762,0.761904762,0.813559322,0.813559322,0.813559322,0,0,0,0.736842105,0.736842105,0.736842105,0.705882353,0.705882353,0.705882353,0,0,0,0.996523915,0.996523915,0.996523915,0.981376518,0.981376518,0.981376518
137,21035.5,21032,21039,0.947368421,0.947368421,0.947368421,0.780487805,0.780487805,0.780487805,0,0,0,0.972972973,0.972972973,0.972972973,0.688172043,0.688172043,0.688172043,0,0,0,0.997536144,0.997536144,0.997536144,0.999724239,0.999724239,0.999724239
138,21043.5,21040,21047,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.810126582,0.810126582,0.810126582,0,0,0,0.997692572,0.997692572,0.997692572,0.998081895,0.998081895,0.998081895
139,21051.5,21048,21055,0.984615385,0.984615385,0.984615385,0.825396825,0.825396825,0.825396825,0,0,0,1,1,1,0.825396825,0.825396825,0.825396825,0,0,0,0.999357975,0.999357975,0.999357975,0.997069666,0.997069666,0.997069666
140,21059.5,21056,21063,0.571428571,0.571428571,0.571428571,0.927536232,0.927536232,0.927536232,0,0,0,0.666666667,0.666666667,0.666666667,0.927536232,0.927536232,0.927536232,0,0,0,0.997016133,0.997016133,0.997016133,0.996217494,0.996217494,0.996217494
141,21067.5,21064,21071,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.998278533,0.998278533,0.998278533,0.999952096,0.999952096,0.999952096
142,21075.5,21072,21079,0.9,0.9,0.9,0.657142857,0.657142857,0.657142857,0,0,0,0.947368421,0.947368421,0.947368421,0.676470588,0.676470588,0.676470588,0,0,0,0.979948254,0.979948254,0.979948254,0.996629328,0.996629328,0.996629328
143,21083.5,21080,21087,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.990009083,0.990009083,0.990009083,0.992098556,0.992098556,0.992098556
144,21091.5,21088,21095,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.992054012,0.992054012,0.992054012,0.987297482,0.987297482,0.987297482
145,21099.5,21096,21103,0.978723404,0.978723404,0.978723404,0.571428571,0.571428571,0.571428571,0,0,0,0.978723404,0.978723404,0.978723404,0.514285714,0.514285714,0.514285714,0,0,0,0.997360049,0.997360049,0.997360049,0.97854954,0.97854954,0.97854954
146,21107.5,21104,21111,0.8,0.8,0.8,1,1,1,0,0,0,0.761904762,0.761904762,0.761904762,1,1,1,0,0,0,0.999724594,0.999724594,0.999724594,0.998596163,0.998596163,0.998596163
147,21115.5,21112,21119,0.780487805,0.780487805,0.780487805,0.941176471,0.941176471,0.941176471,0,0,0,0.820512821,0.820512821,0.820512821,0.888888889,0.888888889,0.888888889,0,0,0,0.997518063,0.997518063,0.997518063,0.999929622,0.999929622,0.999929622
148,21123.5,21120,21127,0.96969697,0.96969697,0.96969697,0.540540541,0.540540541,0.540540541,0,0,0,1,1,1,0.625,0.625,0.625,0,0,0,0.994280267,0.994280267,0.994280267,0.987173894,0.987173894,0.987173894
149,21131.5,21128,21135,0.784313725,0.784313725,0.784313725,0.533333333,0.533333333,0.533333333,0,0,0,0.833333333,0.833333333,0.833333333,0.558139535,0.558139535,0.558139535,0,0,0,0.998091477,0.998091477,0.998091477,0.994667959,0.994667959,0.994667959
150,21139.5,21136,21143,0,0,0,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.659793814,0.659793814,0.659793814,0,0,0,0.996209537,0.996209537,0.996209537,0.9991704,0.9991704,0.9991704
151,21147.5,21144,21151,0.901408451,0.901408451,0.901408451,0.835443038,0.835443038,0.835443038,0,0,0,0.955223881,0.955223881,0.955223881,0.741573034,0.741573034,0.741573034,0,0,0,0.996901522,0.996901522,0.996901522,0.997714853,0.997714853,0.997714853
152,21155.5,21152,21159,0.906666667,0.906666667,0.906666667,0.699453552,0.699453552,0.699453552,0,0,0,0.883116883,0.883116883,0.883116883,0.691891892,0.691891892,0.691891892,0,0,0,0.992619926,0.992619926,0.992619926,0.998612863,0.998612863,0.998612863
153,21163.5,21160,21167,0.826666667,0.826666667,0.826666667,0.592592593,0.592592593,0.592592593,0,0,0,0.810457516,0.810457516,0.810457516,0.587155963,0.587155963,0.587155963,0,0,0,0.992909521,0.992909521,0.992909521,0.992124976,0.992124976,0.992124976
154,21171.5,21168,21175,0.984615385,0.984615385,0.984615385,0.914285714,0.914285714,0.914285714,0,0,0,0.984615385,0.984615385,0.984615385,0.876712329,0.876712329,0.876712329,0,0,0,0.999304041,0.999304041,0.999304041,0.999815055,0.999815055,0.999815055
155,21179.5,21176,21183,0.96969697,0.96969697,0.96969697,0.08,0.08,0.08,0,0,0,0.941176471,0.941176471,0.941176471,0.076923077,0.076923077,0.076923077,0,0,0,0.999802395,0.999802395,0.999802395,0.992170022,0.992170022,0.992170022
156,21187.5,21184,21191,0.848484848,0.848484848,0.848484848,0.894736842,0.894736842,0.894736842,0,0,0,1,1,1,0.9,0.9,0.9,0,0,0,0.983724175,0.983724175,0.983724175,0.796659708,0.796659708,0.796659708
157,21195.5,21192,21199,1,1,1,1,1,1,0,0,0,0.965517241,0.965517241,0.965517241,1,1,1,0,0,0,1,1,1,0.999877135,0.999877135,0.999877135
158,21203.5,21200,21207,0.941176471,0.941176471,0.941176471,0.744186047,0.744186047,0.744186047,0,0,0,0.955223881,0.955223881,0.955223881,0.727272727,0.727272727,0.727272727,0,0,0,0.997122748,0.997122748,0.997122748,0.998767967,0.998767967,0.998767967
159,21211.5,21208,21215,0.927536232,0.927536232,0.927536232,0.609756098,0.609756098,0.609756098,0,0,0,0.901408451,0.901408451,0.901408451,0.581395349,0.581395349,0.581395349,0,0,0,0.99507649,0.99507649,0.99507649,0.99624374,0.99624374,0.99624374
160,21219.5,21216,21223,0.9375,0.9375,0.9375,0.083333333,0.083333333,0.083333333,0,0,0,0.909090909,0.909090909,0.909090909,0.086956522,0.086956522,0.086956522,0,0,0,0.996497187,0.996497187,0.996497187,0.987719721,0.987719721,0.987719721
161,21227.5,21224,21231,0.454545455,0.454545455,0.454545455,0.853333333,0.853333333,0.853333333,0,0,0,0.3125,0.3125,0.3125,0.864864865,0.864864865,0.864864865,0,0,0,0.996254682,0.996254682,0.996254682,0.986824171,0.986824171,0.986824171
162,21235.5,21232,21239,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.8,0.8,0.8,0,0,0,0.998682898,0.998682898,0.998682898,0.99890471,0.99890471,0.99890471
163,21243.5,21240,21247,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.999561351,0.999561351,0.999561351,1,1,1
164,21251.5,21248,21255,0.984615385,0.984615385,0.984615385,0.441176471,0.441176471,0.441176471,0,0,0,1,1,1,0.454545455,0.454545455,0.454545455,0,0,0,0.997629103,0.997629103,0.997629103,0.99647037,0.99647037,0.99647037
165,21259.5,21256,21263,0.4,0.4,0.4,0.651162791,0.651162791,0.651162791,0,0,0,0.666666667,0.666666667,0.666666667,0.54368932,0.54368932,0.54368932,0,0,0,0.996862638,0.996862638,0.996862638,0.990961911,0.990961911,0.990961911
166,21267.5,21264,21271,0.9,0.9,0.9,0.537815126,0.537815126,0.537815126,0,0,0,1,1,1,0.533333333,0.533333333,0.533333333,0,0,0,0.99365107,0.99365107,0.99365107,0.983532451,0.983532451,0.983532451
167,21275.5,21272,21279,0.955223881,0.955223881,0.955223881,0.576576577,0.576576577,0.576576577,0,0,0,0.955223881,0.955223881,0.955223881,0.571428571,0.571428571,0.571428571,0,0,0,0.995872849,0.995872849,0.995872849,0.98790365,0.98790365,0.98790365
168,21283.5,21280,21287,0.927536232,0.927536232,0.927536232,0.408163265,0.408163265,0.408163265,0,0,0,0.955223881,0.955223881,0.955223881,0.416666667,0.416666667,0.416666667,0,0,0,0.998668138,0.998668138,0.998668138,0.988250653,0.988250653,0.988250653
169,21291.5,21288,21295,0,0,0,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.998863761,0.998863761,0.998863761,0.999615237,0.999615237,0.999615237
170,21299.5,21296,21303,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0.998828291,0.998828291,0.998828291,0.998833139,0.998833139,0.998833139
171,21307.5,21304,21311,0,0,0,0.864864865,0.864864865,0.864864865,0,0,0,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0.962177122,0.962177122,0.962177122,0.988397511,0.988397511,0.988397511
172,21315.5,21312,21319,0.75,0.75,0.75,0.71875,0.71875,0.71875,0,0,0,0.765957447,0.765957447,0.765957447,0.754098361,0.754098361,0.754098361,0,0,0,0.891220068,0.891220068,0.891220068,0.983698948,0.983698948,0.983698948
173,21323.5,21320,21327,0.96969697,0.96969697,0.96969697,0.301075269,0.301075269,0.301075269,0,0,0,0.977099237,0.977099237,0.977099237,0.329411765,0.329411765,0.329411765,0,0,0,0.967462039,0.967462039,0.967462039,0.964942639,0.964942639,0.964942639
174,21331.5,21328,21335,0.971428571,0.971428571,0.971428571,0.547008547,0.547008547,0.547008547,0,0,0,0.971428571,0.971428571,0.971428571,0.556521739,0.556521739,0.556521739,0,0,0,0.962111482,0.962111482,0.962111482,0.96270901,0.96270901,0.96270901
175,21339.5,21336,21343,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,0.995544179,0.995544179,0.995544179,0.992501339,0.992501339,0.992501339
176,21347.5,21344,21351,1,1,1,0.590909091,0.590909091,0.590909091,0,0,0,1,1,1,0.619047619,0.619047619,0.619047619,0,0,0,0.9979955,0.9979955,0.9979955,0.991855657,0.991855657,0.991855657
177,21355.5,21352,21359,0.666666667,0.666666667,0.666666667,0.823529412,0.823529412,0.823529412,0,0,0,0.739130435,0.739130435,0.739130435,0.848484848,0.848484848,0.848484848,0,0,0,0.996132162,0.996132162,0.996132162,0.947582697,0.947582697,0.947582697
178,21363.5,21360,21367,0.615384615,0.615384615,0.615384615,0.984615385,0.984615385,0.984615385,0,0,0,0.440677966,0.440677966,0.440677966,0.955223881,0.955223881,0.955223881,0,0,0,0.998874849,0.998874849,0.998874849,0.994624812,0.994624812,0.994624812
179,21371.5,21368,21375,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.842105263,0.842105263,0.842105263,0.8,0.8,0.8,0,0,0,0.998865038,0.998865038,0.998865038,0.999255398,0.999255398,0.999255398
180,21379.5,21376,21383,0.955223881,0.955223881,0.955223881,0.88,0.88,0.88,0,0,0,1,1,1,0.897959184,0.897959184,0.897959184,0,0,0,0.998891833,0.998891833,0.998891833,0.997854998,0.997854998,0.997854998
181,21387.5,21384,21391,0.708860759,0.708860759,0.708860759,0.533333333,0.533333333,0.533333333,0,0,0,0.875,0.875,0.875,0.533333333,0.533333333,0.533333333,0,0,0,0.998435816,0.998435816,0.998435816,0.993510005,0.993510005,0.993510005
182,21395.5,21392,21399,0.894736842,0.894736842,0.894736842,0.984615385,0.984615385,0.984615385,0,0,0,0.829268293,0.829268293,0.829268293,0.984615385,0.984615385,0.984615385,0,0,0,0.999856291,0.999856291,0.999856291,0.998042201,0.998042201,0.998042201
183,21403.5,21400,21407,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.999850813,0.999850813,0.999850813,1,1,1
184,21411.5,21408,21415,0.941176471,0.941176471,0.941176471,0.864864865,0.864864865,0.864864865,0,0,0,0.984615385,0.984615385,0.984615385,0.790123457,0.790123457,0.790123457,0,0,0,0.998468721,0.998468721,0.998468721,0.998386229,0.998386229,0.998386229
185,21419.5,21416,21423,0.975609756,0.975609756,0.975609756,0.882352941,0.882352941,0.882352941,0,0,0,1,1,1,0.909090909,0.909090909,0.909090909,0,0,0,0.99925811,0.99925811,0.99925811,0.992248062,0.992248062,0.992248062
186,21427.5,21424,21431,0.717948718,0.717948718,0.717948718,0.955223881,0.955223881,0.955223881,0,0,0,0.643678161,0.643678161,0.643678161,0.96969697,0.96969697,0.96969697,0,0,0,0.998981909,0.998981909,0.998981909,0.989124045,0.989124045,0.989124045
187,21435.5,21432,21439,0.810126582,0.810126582,0.810126582,0.927536232,0.927536232,0.927536232,0,0,0,0.666666667,0.666666667,0.666666667,0.914285714,0.914285714,0.914285714,0,0,0,0.999567967,0.999567967,0.999567967,0.993153678,0.993153678,0.993153678
188,21443.5,21440,21447,0.719101124,0.719101124,0.719101124,0.950819672,0.950819672,0.950819672,0,0,0,0.659793814,0.659793814,0.659793814,0.950819672,0.950819672,0.950819672,0,0,0,0.999804573,0.999804573,0.999804573,0.990366089,0.990366089,0.990366089
