validation_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX
1394,70983.5,70980,70987,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0.831168831,0,0,0,0.888888889,0.888888889,0.888888889,0.842105263,0.842105263,0.842105263,0,0,0,0.997346118,0.997346118,0.997346118,0.998217469,0.998217469,0.998217469
1395,70991.5,70988,70995,0.984615385,0.984615385,0.984615385,0.277777778,0.277777778,0.277777778,0,0,0,1,1,1,0.4,0.4,0.4,0,0,0,0.996847766,0.996847766,0.996847766,0.979234973,0.979234973,0.979234973
1396,70999.5,70996,71003,0.857142857,0.857142857,0.857142857,0.98245614,0.98245614,0.98245614,0,0,0,0.6,0.6,0.6,1,1,1,0,0,0,0.999828773,0.999828773,0.999828773,0.9972785,0.9972785,0.9972785
1397,71007.5,71004,71011,1,1,1,1,1,1,0,0,0,0.913043478,0.913043478,0.913043478,1,1,1,0,0,0,0.999473823,0.999473823,0.999473823,0.998752339,0.998752339,0.998752339
1398,71015.5,71012,71019,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.941176471,0.941176471,0.941176471,1,1,1,0,0,0,0.999594576,0.999594576,0.999594576,1,1,1
1399,71023.5,71020,71027,0.984615385,0.984615385,0.984615385,0.707692308,0.707692308,0.707692308,0,0,0,0.984615385,0.984615385,0.984615385,0.807017544,0.807017544,0.807017544,0,0,0,0.998315901,0.998315901,0.998315901,0.994503257,0.994503257,0.994503257
1400,71031.5,71028,71035,0.9,0.9,0.9,0.263157895,0.263157895,0.263157895,0,0,0,0.9,0.9,0.9,0.476190476,0.476190476,0.476190476,0,0,0,0.998992111,0.998992111,0.998992111,0.989154013,0.989154013,0.989154013
1401,71039.5,71036,71043,0.208333333,0.208333333,0.208333333,0.984615385,0.984615385,0.984615385,0,0,0,0.181818182,0.181818182,0.181818182,0.984615385,0.984615385,0.984615385,0,0,0,0.997153376,0.997153376,0.997153376,0.997359736,0.997359736,0.997359736
1402,71047.5,71044,71051,0.62745098,0.62745098,0.62745098,0.96969697,0.96969697,0.96969697,0,0,0,0.646464646,0.646464646,0.646464646,0.984615385,0.984615385,0.984615385,0,0,0,0.996737979,0.996737979,0.996737979,0.999885097,0.999885097,0.999885097
1403,71055.5,71052,71059,0.735632184,0.735632184,0.735632184,0.927536232,0.927536232,0.927536232,0,0,0,0.735632184,0.735632184,0.735632184,0.941176471,0.941176471,0.941176471,0,0,0,0.997205048,0.997205048,0.997205048,0.998737808,0.998737808,0.998737808
1404,71063.5,71060,71067,1,1,1,0.484848485,0.484848485,0.484848485,0,0,0,1,1,1,0.8,0.8,0.8,0,0,0,0.999725294,0.999725294,0.999725294,0.991392104,0.991392104,0.991392104
1405,71071.5,71068,71075,0.818181818,0.818181818,0.818181818,1,1,1,0,0,0,0.782608696,0.782608696,0.782608696,1,1,1,0,0,0,0.999745926,0.999745926,0.999745926,0.998779496,0.998779496,0.998779496
1406,71079.5,71076,71083,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1407,71087.5,71084,71091,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.99992108,0.99992108,0.99992108,1,1,1
1408,71095.5,71092,71099,0.983050847,0.983050847,0.983050847,0.666666667,0.666666667,0.666666667,0,0,0,0.983050847,0.983050847,0.983050847,0.733333333,0.733333333,0.733333333,0,0,0,0.999540295,0.999540295,0.999540295,0.993779904,0.993779904,0.993779904
1409,71103.5,71100,71107,0.903225806,0.903225806,0.903225806,0.96969697,0.96969697,0.96969697,0,0,0,0.933333333,0.933333333,0.933333333,0.984615385,0.984615385,0.984615385,0,0,0,0.999237667,0.999237667,0.999237667,0.99612324,0.99612324,0.99612324
1410,71111.5,71108,71115,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,1,1,1,0,0,0,0.999922258,0.999922258,0.999922258,1,1,1
1411,71119.5,71116,71123,0.96969697,0.96969697,0.96969697,0.746268657,0.746268657,0.746268657,0,0,0,0.984615385,0.984615385,0.984615385,0.847457627,0.847457627,0.847457627,0,0,0,0.997332096,0.997332096,0.997332096,0.992944785,0.992944785,0.992944785
1412,71127.5,71124,71131,0.9375,0.9375,0.9375,0.68,0.68,0.68,0,0,0,0.9375,0.9375,0.9375,0.755555556,0.755555556,0.755555556,0,0,0,0.997371136,0.997371136,0.997371136,0.974485597,0.974485597,0.974485597
1413,71135.5,71132,71139,0.877192982,0.877192982,0.877192982,1,1,1,0,0,0,0.746268657,0.746268657,0.746268657,1,1,1,0,0,0,0.999085239,0.999085239,0.999085239,0.998800672,0.998800672,0.998800672
1414,71143.5,71140,71147,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.955223881,0.955223881,0.955223881,0.96969697,0.96969697,0.96969697,0,0,0,0.999705895,0.999705895,0.999705895,1,1,1
1415,71151.5,71148,71155,0.914285714,0.914285714,0.914285714,0.8,0.8,0.8,0,0,0,0.927536232,0.927536232,0.927536232,0.807692308,0.807692308,0.807692308,0,0,0,0.998972589,0.998972589,0.998972589,0.998883513,0.998883513,0.998883513
1416,71159.5,71156,71163,0.698412698,0.698412698,0.698412698,0.4,0.4,0.4,0,0,0,0.721311475,0.721311475,0.721311475,0.689655172,0.689655172,0.689655172,0,0,0,0.993206476,0.993206476,0.993206476,0.945964912,0.945964912,0.945964912
1417,71167.5,71164,71171,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.998725754,0.998725754,0.998725754,0.997967659,0.997967659,0.997967659
1418,71175.5,71172,71179,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999277065,0.999277065,0.999277065,0.999813381,0.999813381,0.999813381
1419,71183.5,71180,71187,0.864864865,0.864864865,0.864864865,0.592592593,0.592592593,0.592592593,0,0,0,0.864864865,0.864864865,0.864864865,0.62745098,0.62745098,0.62745098,0,0,0,0.993371358,0.993371358,0.993371358,0.997150997,0.997150997,0.997150997
1420,71191.5,71188,71195,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0.108108108,0.108108108,0.108108108,0,0,0,0.995243902,0.995243902,0.995243902,0.998068415,0.998068415,0.998068415
1421,71199.5,71196,71203,0.96969697,0.96969697,0.96969697,0.141772152,0.141772152,0.141772152,0,0,0,0.941176471,0.941176471,0.941176471,0.216783217,0.216783217,0.216783217,0,0,0,0.977550098,0.977550098,0.977550098,0.989927816,0.989927816,0.989927816
1422,71207.5,71204,71211,0,0,0,0.187134503,0.187134503,0.187134503,0,0,0,0,0,0,0.182857143,0.182857143,0.182857143,0,0,0,0.970520461,0.970520461,0.970520461,0.989876033,0.989876033,0.989876033
1423,71215.5,71212,71219,0.96,0.96,0.96,0.229007634,0.229007634,0.229007634,0,0,0,0.857142857,0.857142857,0.857142857,0.205405405,0.205405405,0.205405405,0,0,0,0.92807594,0.92807594,0.92807594,0.99762969,0.99762969,0.99762969
1424,71223.5,71220,71227,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.991548677,0.991548677,0.991548677,0.99832955,0.99832955,0.99832955
1425,71231.5,71228,71235,0.96969697,0.96969697,0.96969697,0.566037736,0.566037736,0.566037736,0,0,0,0.96969697,0.96969697,0.96969697,0.62745098,0.62745098,0.62745098,0,0,0,0.997653991,0.997653991,0.997653991,0.998081705,0.998081705,0.998081705
1426,71239.5,71236,71243,0.959349593,0.959349593,0.959349593,0.984615385,0.984615385,0.984615385,0,0,0,0.882352941,0.882352941,0.882352941,0.984615385,0.984615385,0.984615385,0,0,0,0.995516089,0.995516089,0.995516089,0.990424077,0.990424077,0.990424077
1427,71247.5,71244,71251,0.972222222,0.972222222,0.972222222,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.999631974,0.999631974,0.999631974,0.998076923,0.998076923,0.998076923
1428,71255.5,71252,71259,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.99952183,0.99952183,0.99952183,1,1,1
1429,71263.5,71260,71267,0.916666667,0.916666667,0.916666667,0.653061224,0.653061224,0.653061224,0,0,0,0.936170213,0.936170213,0.936170213,0.739130435,0.739130435,0.739130435,0,0,0,0.998513413,0.998513413,0.998513413,0.989481066,0.989481066,0.989481066
1430,71271.5,71268,71275,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0.999595371,0.999595371,0.999595371,0.99768697,0.99768697,0.99768697
1431,71279.5,71276,71283,1,1,1,1,1,1,0,0,0,0.956521739,0.956521739,0.956521739,0.984615385,0.984615385,0.984615385,0,0,0,0.999825814,0.999825814,0.999825814,0.999868404,0.999868404,0.999868404
1432,71287.5,71284,71291,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.984615385,0.984615385,0.984615385,0.901408451,0.901408451,0.901408451,0,0,0,0.999209005,0.999209005,0.999209005,1,1,1
1433,71295.5,71292,71299,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997675541,0.997675541,0.997675541,0.990561145,0.990561145,0.990561145
1434,71303.5,71300,71307,1,1,1,0.85106383,0.85106383,0.85106383,0,0,0,1,1,1,0.930232558,0.930232558,0.930232558,0,0,0,0.999799559,0.999799559,0.999799559,0.998442368,0.998442368,0.998442368
1435,71311.5,71308,71315,0.943396226,0.943396226,0.943396226,0.927536232,0.927536232,0.927536232,0,0,0,0.945454545,0.945454545,0.945454545,0.984615385,0.984615385,0.984615385,0,0,0,0.999474386,0.999474386,0.999474386,0.999869537,0.999869537,0.999869537
1436,71319.5,71316,71323,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.998981712,0.998981712,0.998981712,0.997572505,0.997572505,0.997572505
1437,71327.5,71324,71331,0.941176471,0.941176471,0.941176471,0.820512821,0.820512821,0.820512821,0,0,0,0.96969697,0.96969697,0.96969697,0.864864865,0.864864865,0.864864865,0,0,0,0.99887966,0.99887966,0.99887966,0.997708174,0.997708174,0.997708174
1438,71335.5,71332,71339,0.538461538,0.538461538,0.538461538,0.78125,0.78125,0.78125,0,0,0,0.608695652,0.608695652,0.608695652,0.847457627,0.847457627,0.847457627,0,0,0,0.995687885,0.995687885,0.995687885,0.967980296,0.967980296,0.967980296
1439,71343.5,71340,71347,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0.999272971,0.999272971,0.999272971,0.999383941,0.999383941,0.999383941
1440,71351.5,71348,71355,0.96,0.96,0.96,0.864864865,0.864864865,0.864864865,0,0,0,0.961538462,0.961538462,0.961538462,0.864864865,0.864864865,0.864864865,0,0,0,0.997253376,0.997253376,0.997253376,0.999830881,0.999830881,0.999830881
1441,71359.5,71356,71363,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0,0,0,0.996780232,0.996780232,0.996780232,0.997272346,0.997272346,0.997272346
1442,71367.5,71364,71371,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0.761904762,0.761904762,0.761904762,0,0,0,0,0,0,0.997500341,0.997500341,0.997500341,0.992969277,0.992969277,0.992969277
1443,71375.5,71372,71379,0.714285714,0.714285714,0.714285714,0.871794872,0.871794872,0.871794872,0,0,0,0.882352941,0.882352941,0.882352941,0.894736842,0.894736842,0.894736842,0,0,0,0.99902629,0.99902629,0.99902629,0.98964497,0.98964497,0.98964497
1444,71383.5,71380,71387,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1445,71391.5,71388,71395,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.999117812,0.999117812,0.999117812,0.999730676,0.999730676,0.999730676
1446,71399.5,71396,71403,0.984615385,0.984615385,0.984615385,0.717948718,0.717948718,0.717948718,0,0,0,0.984615385,0.984615385,0.984615385,0.823529412,0.823529412,0.823529412,0,0,0,0.998277175,0.998277175,0.998277175,0.994463201,0.994463201,0.994463201
1447,71407.5,71404,71411,0.971428571,0.971428571,0.971428571,0.622222222,0.622222222,0.622222222,0,0,0,0.971428571,0.971428571,0.971428571,0.697674419,0.697674419,0.697674419,0,0,0,0.999280994,0.999280994,0.999280994,0.995419847,0.995419847,0.995419847
1448,71415.5,71412,71419,1,1,1,1,1,1,0,0,0,0.9375,0.9375,0.9375,1,1,1,0,0,0,1,1,1,0.999738288,0.999738288,0.999738288
1449,71423.5,71420,71427,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999740955,0.999740955,0.999740955,1,1,1
1450,71431.5,71428,71435,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,0.999395353,0.999395353,0.999395353,0.999674585,0.999674585,0.999674585
1451,71439.5,71436,71443,0.842105263,0.842105263,0.842105263,0.652173913,0.652173913,0.652173913,0,0,0,0.820512821,0.820512821,0.820512821,0.8,0.8,0.8,0,0,0,0.997677401,0.997677401,0.997677401,0.984022039,0.984022039,0.984022039
1452,71447.5,71444,71451,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999393677,0.999393677,0.999393677,0.995736517,0.995736517,0.995736517
1453,71455.5,71452,71459,0.714285714,0.714285714,0.714285714,0.955223881,0.955223881,0.955223881,0,0,0,0.535714286,0.535714286,0.535714286,0.96969697,0.96969697,0.96969697,0,0,0,0.997691219,0.997691219,0.997691219,0.996733748,0.996733748,0.996733748
1454,71463.5,71460,71467,0.927536232,0.927536232,0.927536232,0.757575758,0.757575758,0.757575758,0,0,0,0.876712329,0.876712329,0.876712329,0.819672131,0.819672131,0.819672131,0,0,0,0.997547818,0.997547818,0.997547818,0.999354422,0.999354422,0.999354422
1455,71471.5,71468,71475,1,1,1,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.99854659,0.99854659,0.99854659,0.993649877,0.993649877,0.993649877
1456,71479.5,71476,71483,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.994507941,0.994507941,0.994507941,0.97459331,0.97459331,0.97459331
1457,71487.5,71484,71491,0.571428571,0.571428571,0.571428571,0.967741935,0.967741935,0.967741935,0,0,0,0.5,0.5,0.5,0.967741935,0.967741935,0.967741935,0,0,0,0.997562792,0.997562792,0.997562792,0.974653599,0.974653599,0.974653599
1458,71495.5,71492,71499,0.931034483,0.931034483,0.931034483,0.901408451,0.901408451,0.901408451,0,0,0,0.870967742,0.870967742,0.870967742,0.864864865,0.864864865,0.864864865,0,0,0,0.998274409,0.998274409,0.998274409,0.996781116,0.996781116,0.996781116
1459,71503.5,71500,71507,0.96969697,0.96969697,0.96969697,0.831168831,0.831168831,0.831168831,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.998063267,0.998063267,0.998063267,0.997490424,0.997490424,0.997490424
1460,71511.5,71508,71515,0.941176471,0.941176471,0.941176471,0.465116279,0.465116279,0.465116279,0,0,0,0.941176471,0.941176471,0.941176471,0.64516129,0.64516129,0.64516129,0,0,0,0.994430499,0.994430499,0.994430499,0.98425656,0.98425656,0.98425656
1461,71519.5,71516,71523,0.962962963,0.962962963,0.962962963,0.775510204,0.775510204,0.775510204,0,0,0,1,1,1,0.926829268,0.926829268,0.926829268,0,0,0,0.999571113,0.999571113,0.999571113,0.995425435,0.995425435,0.995425435
1462,71527.5,71524,71531,0.909090909,0.909090909,0.909090909,0.96969697,0.96969697,0.96969697,0,0,0,0.857142857,0.857142857,0.857142857,0.984615385,0.984615385,0.984615385,0,0,0,0.999791118,0.999791118,0.999791118,0.99929445,0.99929445,0.99929445
1463,71535.5,71532,71539,0.888888889,0.888888889,0.888888889,0.927536232,0.927536232,0.927536232,0,0,0,0.914285714,0.914285714,0.914285714,0.941176471,0.941176471,0.941176471,0,0,0,0.998703679,0.998703679,0.998703679,0.999399399,0.999399399,0.999399399
1464,71543.5,71540,71547,1,1,1,0.548387097,0.548387097,0.548387097,0,0,0,1,1,1,0.755555556,0.755555556,0.755555556,0,0,0,0.998850232,0.998850232,0.998850232,0.993499215,0.993499215,0.993499215
1465,71551.5,71548,71555,0.87804878,0.87804878,0.87804878,0.838709677,0.838709677,0.838709677,0,0,0,0.8,0.8,0.8,0.875,0.875,0.875,0,0,0,0.999533053,0.999533053,0.999533053,0.990035871,0.990035871,0.990035871
1466,71559.5,71556,71563,0.981132075,0.981132075,0.981132075,0.914285714,0.914285714,0.914285714,0,0,0,0.945454545,0.945454545,0.945454545,0.876712329,0.876712329,0.876712329,0,0,0,0.999102999,0.999102999,0.999102999,0.999407232,0.999407232,0.999407232
1467,71567.5,71564,71571,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,0.999368288,0.999368288,0.999368288,1,1,1
1468,71575.5,71572,71579,0.869565217,0.869565217,0.869565217,0.631578947,0.631578947,0.631578947,0,0,0,0.892307692,0.892307692,0.892307692,0.727272727,0.727272727,0.727272727,0,0,0,0.998397265,0.998397265,0.998397265,0.991280404,0.991280404,0.991280404
1469,71583.5,71580,71587,0,0,0,0.955223881,0.955223881,0.955223881,0,0,0,0,0,0,0.853333333,0.853333333,0.853333333,0,0,0,0.999441362,0.999441362,0.999441362,0.998403406,0.998403406,0.998403406
1470,71591.5,71588,71595,0.983050847,0.983050847,0.983050847,0.96969697,0.96969697,0.96969697,0,0,0,0.950819672,0.950819672,0.950819672,0.941176471,0.941176471,0.941176471,0,0,0,0.999420122,0.999420122,0.999420122,0.999486829,0.999486829,0.999486829
1471,71599.5,71596,71603,1,1,1,0.830769231,0.830769231,0.830769231,0,0,0,1,1,1,0.84375,0.84375,0.84375,0,0,0,0.998117125,0.998117125,0.998117125,0.997600686,0.997600686,0.997600686
1472,71607.5,71604,71611,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.999700127,0.999700127,0.999700127,0.993608568,0.993608568,0.993608568
1473,71615.5,71612,71619,0.461538462,0.461538462,0.461538462,1,1,1,0,0,0,0.352941176,0.352941176,0.352941176,0.983606557,0.983606557,0.983606557,0,0,0,0.99978894,0.99978894,0.99978894,0.996306328,0.996306328,0.996306328
1474,71623.5,71620,71627,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,1,1,1,0,0,0,0.999465175,0.999465175,0.999465175,0.998885173,0.998885173,0.998885173
1475,71631.5,71628,71635,0.984615385,0.984615385,0.984615385,0.927536232,0.927536232,0.927536232,0,0,0,0.984615385,0.984615385,0.984615385,0.955223881,0.955223881,0.955223881,0,0,0,0.999588647,0.999588647,0.999588647,1,1,1
1476,71639.5,71636,71643,0.962962963,0.962962963,0.962962963,0.358974359,0.358974359,0.358974359,0,0,0,0.962962963,0.962962963,0.962962963,0.451612903,0.451612903,0.451612903,0,0,0,0.998395647,0.998395647,0.998395647,0.98469657,0.98469657,0.98469657
1477,71647.5,71644,71651,0.962962963,0.962962963,0.962962963,0.888888889,0.888888889,0.888888889,0,0,0,0.928571429,0.928571429,0.928571429,0.876712329,0.876712329,0.876712329,0,0,0,0.998957972,0.998957972,0.998957972,0.998008883,0.998008883,0.998008883
1478,71655.5,71652,71659,0.941176471,0.941176471,0.941176471,0.955223881,0.955223881,0.955223881,0,0,0,0.955223881,0.955223881,0.955223881,0.941176471,0.941176471,0.941176471,0,0,0,0.99924541,0.99924541,0.99924541,0.999530296,0.999530296,0.999530296
1479,71663.5,71660,71667,1,1,1,0.784313725,0.784313725,0.784313725,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999918719,0.999918719,0.999918719,0.997951344,0.997951344,0.997951344
1480,71671.5,71668,71675,0.943396226,0.943396226,0.943396226,0.826086957,0.826086957,0.826086957,0,0,0,0.96,0.96,0.96,0.844444444,0.844444444,0.844444444,0,0,0,0.999347639,0.999347639,0.999347639,0.997892201,0.997892201,0.997892201
1481,71679.5,71676,71683,1,1,1,0.853333333,0.853333333,0.853333333,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.999143612,0.999143612,0.999143612,1,1,1
1482,71687.5,71684,71691,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,0.999367159,0.999367159,0.999367159,1,1,1
1483,71695.5,71692,71699,0.944444444,0.944444444,0.944444444,0.75,0.75,0.75,0,0,0,1,1,1,0.745098039,0.745098039,0.745098039,0,0,0,0.999154977,0.999154977,0.999154977,0.992376992,0.992376992,0.992376992
1484,71703.5,71700,71707,0.923076923,0.923076923,0.923076923,0.864864865,0.864864865,0.864864865,0,0,0,0.837209302,0.837209302,0.837209302,0.888888889,0.888888889,0.888888889,0,0,0,0.998085361,0.998085361,0.998085361,0.995641515,0.995641515,0.995641515
1485,71711.5,71708,71715,0.744186047,0.744186047,0.744186047,0.96969697,0.96969697,0.96969697,0,0,0,0.790123457,0.790123457,0.790123457,0.955223881,0.955223881,0.955223881,0,0,0,0.998146241,0.998146241,0.998146241,0.999876007,0.999876007,0.999876007
1486,71719.5,71716,71723,0.914285714,0.914285714,0.914285714,0.75,0.75,0.75,0,0,0,0.901408451,0.901408451,0.901408451,0.857142857,0.857142857,0.857142857,0,0,0,0.998190227,0.998190227,0.998190227,0.994820029,0.994820029,0.994820029
1487,71727.5,71724,71731,1,1,1,0.916666667,0.916666667,0.916666667,0,0,0,1,1,1,0.956521739,0.956521739,0.956521739,0,0,0,0.999935304,0.999935304,0.999935304,0.998121478,0.998121478,0.998121478
1488,71735.5,71732,71739,0.833333333,0.833333333,0.833333333,0.984615385,0.984615385,0.984615385,0,0,0,0.810810811,0.810810811,0.810810811,0.96969697,0.96969697,0.96969697,0,0,0,0.99731119,0.99731119,0.99731119,0.991043941,0.991043941,0.991043941
1489,71743.5,71740,71747,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,1,1,1,0.820512821,0.820512821,0.820512821,0,0,0,0.993907894,0.993907894,0.993907894,0.987053923,0.987053923,0.987053923
1490,71751.5,71748,71755,1,1,1,0.7,0.7,0.7,0,0,0,1,1,1,0.870967742,0.870967742,0.870967742,0,0,0,0.998732359,0.998732359,0.998732359,0.997702206,0.997702206,0.997702206
1491,71759.5,71756,71763,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.998922901,0.998922901,0.998922901,0.982360923,0.982360923,0.982360923
1492,71767.5,71764,71771,0.666666667,0.666666667,0.666666667,0.984615385,0.984615385,0.984615385,0,0,0,0.428571429,0.428571429,0.428571429,0.984615385,0.984615385,0.984615385,0,0,0,0.999661794,0.999661794,0.999661794,0.997617427,0.997617427,0.997617427
1493,71775.5,71772,71779,0.984615385,0.984615385,0.984615385,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999385156,0.999385156,0.999385156,0.99937539,0.99937539,0.99937539
1494,71783.5,71780,71787,0.986666667,0.986666667,0.986666667,0.967213115,0.967213115,0.967213115,0,0,0,0.973684211,0.973684211,0.973684211,0.975206612,0.975206612,0.975206612,0,0,0,0.998988878,0.998988878,0.998988878,0.999030739,0.999030739,0.999030739
1495,71791.5,71788,71795,1,1,1,0.860759494,0.860759494,0.860759494,0,0,0,1,1,1,0.891891892,0.891891892,0.891891892,0,0,0,0.998650472,0.998650472,0.998650472,0.997854523,0.997854523,0.997854523
1496,71799.5,71796,71803,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.999649737,0.999649737,0.999649737,0.999790312,0.999790312,0.999790312
1497,71807.5,71804,71811,1,1,1,0.388888889,0.388888889,0.388888889,0,0,0,1,1,1,0.538461538,0.538461538,0.538461538,0,0,0,0.999688279,0.999688279,0.999688279,0.994400236,0.994400236,0.994400236
1498,71815.5,71812,71819,0.727272727,0.727272727,0.727272727,0.98245614,0.98245614,0.98245614,0,0,0,0.444444444,0.444444444,0.444444444,1,1,1,0,0,0,1,1,1,0.996264674,0.996264674,0.996264674
1499,71823.5,71820,71827,0.903225806,0.903225806,0.903225806,1,1,1,0,0,0,0.875,0.875,0.875,1,1,1,0,0,0,0.999033979,0.999033979,0.999033979,0.998017955,0.998017955,0.998017955
1500,71831.5,71828,71835,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999915761,0.999915761,0.999915761,1,1,1
1501,71839.5,71836,71843,0.984615385,0.984615385,0.984615385,0.819672131,0.819672131,0.819672131,0,0,0,0.984615385,0.984615385,0.984615385,0.925925926,0.925925926,0.925925926,0,0,0,0.998963301,0.998963301,0.998963301,0.997826087,0.997826087,0.997826087
1502,71847.5,71844,71851,1,1,1,0.789473684,0.789473684,0.789473684,0,0,0,1,1,1,0.842105263,0.842105263,0.842105263,0,0,0,0.99903843,0.99903843,0.99903843,0.981631781,0.981631781,0.981631781
1503,71855.5,71852,71859,0.6,0.6,0.6,0.984615385,0.984615385,0.984615385,0,0,0,0.421052632,0.421052632,0.421052632,1,1,1,0,0,0,0.999595011,0.999595011,0.999595011,0.996919127,0.996919127,0.996919127
1504,71863.5,71860,71867,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
1505,71871.5,71868,71875,1,1,1,0.953846154,0.953846154,0.953846154,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999950882,0.999950882,0.999950882,0.99975052,0.99975052,0.99975052
1506,71879.5,71876,71883,0.914285714,0.914285714,0.914285714,0,0,0,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.999087483,0.999087483,0.999087483,0.989887796,0.989887796,0.989887796
