training_step,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,eps1e-8,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - training/f1_score-EEE__MAX,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - _step__MAX,eps1e-6,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MIN,sso01-adamw-lr5e-5.eps1e-6-base-99y3e23k - training/f1_score-EEE__MAX
6127,64037,64037,64037,0.994539565,0.994539565,0.994539565,64037,64037,64037,0.89597947,0.89597947,0.89597947
6128,64046,64046,64046,0.993754539,0.993754539,0.993754539,64046,64046,64046,0.908562733,0.908562733,0.908562733
6129,64055,64055,64055,0.990072799,0.990072799,0.990072799,64055,64055,64055,0.894650543,0.894650543,0.894650543
6130,64064,64064,64064,0.993249049,0.993249049,0.993249049,64064,64064,64064,0.869846222,0.869846222,0.869846222
6131,64073,64073,64073,0.989213856,0.989213856,0.989213856,64073,64073,64073,0.884160305,0.884160305,0.884160305
6132,64082,64082,64082,0.990767272,0.990767272,0.990767272,64082,64082,64082,0.890810181,0.890810181,0.890810181
6133,64091,64091,64091,0.982520699,0.982520699,0.982520699,64091,64091,64091,0.837445402,0.837445402,0.837445402
6134,64100,64100,64100,0.980436956,0.980436956,0.980436956,64100,64100,64100,0.899564507,0.899564507,0.899564507
6135,64109,64109,64109,0.98781593,0.98781593,0.98781593,64109,64109,64109,0.867018812,0.867018812,0.867018812
6136,64118,64118,64118,0.992813812,0.992813812,0.992813812,64118,64118,64118,0.904661017,0.904661017,0.904661017
6137,64127,64127,64127,0.991048979,0.991048979,0.991048979,64127,64127,64127,0.921973442,0.921973442,0.921973442
6138,64136,64136,64136,0.987445977,0.987445977,0.987445977,64136,64136,64136,0.908858268,0.908858268,0.908858268
6139,64145,64145,64145,0.991784914,0.991784914,0.991784914,64145,64145,64145,0.893010863,0.893010863,0.893010863
6140,64154,64154,64154,0.991339677,0.991339677,0.991339677,64154,64154,64154,0.886724757,0.886724757,0.886724757
6141,64163,64163,64163,0.989871966,0.989871966,0.989871966,64163,64163,64163,0.905667412,0.905667412,0.905667412
6142,64172,64172,64172,0.979086498,0.979086498,0.979086498,64172,64172,64172,0.816417247,0.816417247,0.816417247
6143,64181,64181,64181,0.995633188,0.995633188,0.995633188,64181,64181,64181,0.872608787,0.872608787,0.872608787
6144,64190,64190,64190,0.991008991,0.991008991,0.991008991,64190,64190,64190,0.894503243,0.894503243,0.894503243
6145,64199,64199,64199,0.984075398,0.984075398,0.984075398,64199,64199,64199,0.920337395,0.920337395,0.920337395
6146,64208,64208,64208,0.990598291,0.990598291,0.990598291,64208,64208,64208,0.915690104,0.915690104,0.915690104
6147,64217,64217,64217,0.987928433,0.987928433,0.987928433,64217,64217,64217,0.89619883,0.89619883,0.89619883
6148,64226,64226,64226,0.995836158,0.995836158,0.995836158,64226,64226,64226,0.891622942,0.891622942,0.891622942
6149,64235,64235,64235,0.991957695,0.991957695,0.991957695,64235,64235,64235,0.897886587,0.897886587,0.897886587
6150,64244,64244,64244,0.992711846,0.992711846,0.992711846,64244,64244,64244,0.897679648,0.897679648,0.897679648
6151,64253,64253,64253,0.988376453,0.988376453,0.988376453,64253,64253,64253,0.874811463,0.874811463,0.874811463
6152,64262,64262,64262,0.992053614,0.992053614,0.992053614,64262,64262,64262,0.878231414,0.878231414,0.878231414
6153,64271,64271,64271,0.987751769,0.987751769,0.987751769,64271,64271,64271,0.850173353,0.850173353,0.850173353
6154,64280,64280,64280,0.9957102,0.9957102,0.9957102,64280,64280,64280,0.873990486,0.873990486,0.873990486
6155,64289,64289,64289,0.993300037,0.993300037,0.993300037,64289,64289,64289,0.802480431,0.802480431,0.802480431
6156,64298,64298,64298,0.99260355,0.99260355,0.99260355,64298,64298,64298,0.880411679,0.880411679,0.880411679
6157,64307,64307,64307,0.98024055,0.98024055,0.98024055,64307,64307,64307,0.891408751,0.891408751,0.891408751
6158,64316,64316,64316,0.993992973,0.993992973,0.993992973,64316,64316,64316,0.913349962,0.913349962,0.913349962
6159,64325,64325,64325,0.979244641,0.979244641,0.979244641,64325,64325,64325,0.884045523,0.884045523,0.884045523
6160,64334,64334,64334,0.985554118,0.985554118,0.985554118,64334,64334,64334,0.892953523,0.892953523,0.892953523
6161,64343,64343,64343,0.99323574,0.99323574,0.99323574,64343,64343,64343,0.882424242,0.882424242,0.882424242
6162,64352,64352,64352,0.988024676,0.988024676,0.988024676,64352,64352,64352,0.881606532,0.881606532,0.881606532
6163,64361,64361,64361,0.99085882,0.99085882,0.99085882,64361,64361,64361,0.898185699,0.898185699,0.898185699
6164,64370,64370,64370,0.987755102,0.987755102,0.987755102,64370,64370,64370,0.86004488,0.86004488,0.86004488
6165,64379,64379,64379,0.983419552,0.983419552,0.983419552,64379,64379,64379,0.887662989,0.887662989,0.887662989
6166,64388,64388,64388,0.991669303,0.991669303,0.991669303,64388,64388,64388,0.857950796,0.857950796,0.857950796
6167,64397,64397,64397,0.988779945,0.988779945,0.988779945,64397,64397,64397,0.903932584,0.903932584,0.903932584
6168,64406,64406,64406,0.989820076,0.989820076,0.989820076,64406,64406,64406,0.891238012,0.891238012,0.891238012
6169,64415,64415,64415,0.991869919,0.991869919,0.991869919,64415,64415,64415,0.879283489,0.879283489,0.879283489
6170,64424,64424,64424,0.990585774,0.990585774,0.990585774,64424,64424,64424,0.861164581,0.861164581,0.861164581
6171,64433,64433,64433,0.976870748,0.976870748,0.976870748,64433,64433,64433,0.853539903,0.853539903,0.853539903
6172,64442,64442,64442,0.987200608,0.987200608,0.987200608,64442,64442,64442,0.88328376,0.88328376,0.88328376
6173,64451,64451,64451,0.993205147,0.993205147,0.993205147,64451,64451,64451,0.879728672,0.879728672,0.879728672
6174,64460,64460,64460,0.991598225,0.991598225,0.991598225,64460,64460,64460,0.924435543,0.924435543,0.924435543
6175,64469,64469,64469,0.990470072,0.990470072,0.990470072,64469,64469,64469,0.853015665,0.853015665,0.853015665
6176,64478,64478,64478,0.992379985,0.992379985,0.992379985,64478,64478,64478,0.881405924,0.881405924,0.881405924
6177,64487,64487,64487,0.992545696,0.992545696,0.992545696,64487,64487,64487,0.90840725,0.90840725,0.90840725
6178,64496,64496,64496,0.982719332,0.982719332,0.982719332,64496,64496,64496,0.898335039,0.898335039,0.898335039
6179,64505,64505,64505,0.989342594,0.989342594,0.989342594,64505,64505,64505,0.841887777,0.841887777,0.841887777
6180,64514,64514,64514,0.988909863,0.988909863,0.988909863,64514,64514,64514,0.851508121,0.851508121,0.851508121
6181,64523,64523,64523,0.980038144,0.980038144,0.980038144,64523,64523,64523,0.887474481,0.887474481,0.887474481
6182,64532,64532,64532,0.985355235,0.985355235,0.985355235,64532,64532,64532,0.843373494,0.843373494,0.843373494
6183,64541,64541,64541,0.99581427,0.99581427,0.99581427,64541,64541,64541,0.907002389,0.907002389,0.907002389
6184,64550,64550,64550,0.989969571,0.989969571,0.989969571,64550,64550,64550,0.858994815,0.858994815,0.858994815
6185,64559,64559,64559,0.989709582,0.989709582,0.989709582,64559,64559,64559,0.897192177,0.897192177,0.897192177
6186,64568,64568,64568,0.993312612,0.993312612,0.993312612,64568,64568,64568,0.887609106,0.887609106,0.887609106
6187,64577,64577,64577,0.993280948,0.993280948,0.993280948,64577,64577,64577,0.908170955,0.908170955,0.908170955
6188,64586,64586,64586,0.987558475,0.987558475,0.987558475,64586,64586,64586,0.880753138,0.880753138,0.880753138
6189,64595,64595,64595,0.990331492,0.990331492,0.990331492,64595,64595,64595,0.923935683,0.923935683,0.923935683
6190,64604,64604,64604,0.992670413,0.992670413,0.992670413,64604,64604,64604,0.880176211,0.880176211,0.880176211
6191,64613,64613,64613,0.994800693,0.994800693,0.994800693,64613,64613,64613,0.859250154,0.859250154,0.859250154
6192,64622,64622,64622,0.994307891,0.994307891,0.994307891,64622,64622,64622,0.870789813,0.870789813,0.870789813
6193,64631,64631,64631,0.990654206,0.990654206,0.990654206,64631,64631,64631,0.873556691,0.873556691,0.873556691
6194,64640,64640,64640,0.992319128,0.992319128,0.992319128,64640,64640,64640,0.90056684,0.90056684,0.90056684
6195,64649,64649,64649,0.98782904,0.98782904,0.98782904,64649,64649,64649,0.859458753,0.859458753,0.859458753
6196,64658,64658,64658,0.990945162,0.990945162,0.990945162,64658,64658,64658,0.909902212,0.909902212,0.909902212
6197,64667,64667,64667,0.990108249,0.990108249,0.990108249,64667,64667,64667,0.89332876,0.89332876,0.89332876
6198,64676,64676,64676,0.985480191,0.985480191,0.985480191,64676,64676,64676,0.852247191,0.852247191,0.852247191
6199,64685,64685,64685,0.990121581,0.990121581,0.990121581,64685,64685,64685,0.879365455,0.879365455,0.879365455
6200,64694,64694,64694,0.993595428,0.993595428,0.993595428,64694,64694,64694,0.945057071,0.945057071,0.945057071
6201,64703,64703,64703,0.994234356,0.994234356,0.994234356,64703,64703,64703,0.903153153,0.903153153,0.903153153
6202,64712,64712,64712,0.99098216,0.99098216,0.99098216,64712,64712,64712,0.890379063,0.890379063,0.890379063
6203,64721,64721,64721,0.98334401,0.98334401,0.98334401,64721,64721,64721,0.887330898,0.887330898,0.887330898
6204,64730,64730,64730,0.9871573,0.9871573,0.9871573,64730,64730,64730,0.87453153,0.87453153,0.87453153
6205,64739,64739,64739,0.994303857,0.994303857,0.994303857,64739,64739,64739,0.923776411,0.923776411,0.923776411
6206,64748,64748,64748,0.985036539,0.985036539,0.985036539,64748,64748,64748,0.925197288,0.925197288,0.925197288
6207,64757,64757,64757,0.9952129,0.9952129,0.9952129,64757,64757,64757,0.908726415,0.908726415,0.908726415
6208,64766,64766,64766,0.985371091,0.985371091,0.985371091,64766,64766,64766,0.887802367,0.887802367,0.887802367
6209,64775,64775,64775,0.989417466,0.989417466,0.989417466,64775,64775,64775,0.920387612,0.920387612,0.920387612
6210,64784,64784,64784,0.988191149,0.988191149,0.988191149,64784,64784,64784,0.924268137,0.924268137,0.924268137
6211,64793,64793,64793,0.9902746,0.9902746,0.9902746,64793,64793,64793,0.860978626,0.860978626,0.860978626
6212,64802,64802,64802,0.987437465,0.987437465,0.987437465,64802,64802,64802,0.869247181,0.869247181,0.869247181
6213,64811,64811,64811,0.993031359,0.993031359,0.993031359,64811,64811,64811,0.918122914,0.918122914,0.918122914
6214,64820,64820,64820,0.990350432,0.990350432,0.990350432,64820,64820,64820,0.859255203,0.859255203,0.859255203
6215,64829,64829,64829,0.993733384,0.993733384,0.993733384,64829,64829,64829,0.874632451,0.874632451,0.874632451
6216,64838,64838,64838,0.993170931,0.993170931,0.993170931,64838,64838,64838,0.887020593,0.887020593,0.887020593
6217,64847,64847,64847,0.990166015,0.990166015,0.990166015,64847,64847,64847,0.888955944,0.888955944,0.888955944
6218,64856,64856,64856,0.991961764,0.991961764,0.991961764,64856,64856,64856,0.873790364,0.873790364,0.873790364
6219,64865,64865,64865,0.98957959,0.98957959,0.98957959,64865,64865,64865,0.903073286,0.903073286,0.903073286
6220,64874,64874,64874,0.990123737,0.990123737,0.990123737,64874,64874,64874,0.872191301,0.872191301,0.872191301
6221,64883,64883,64883,0.994835681,0.994835681,0.994835681,64883,64883,64883,0.875079131,0.875079131,0.875079131
6222,64892,64892,64892,0.985486509,0.985486509,0.985486509,64892,64892,64892,0.834304746,0.834304746,0.834304746
6223,64901,64901,64901,0.989311507,0.989311507,0.989311507,64901,64901,64901,0.881270753,0.881270753,0.881270753
6224,64910,64910,64910,0.993337035,0.993337035,0.993337035,64910,64910,64910,0.855529643,0.855529643,0.855529643
6225,64919,64919,64919,0.990642674,0.990642674,0.990642674,64919,64919,64919,0.909798579,0.909798579,0.909798579
6226,64928,64928,64928,0.995703426,0.995703426,0.995703426,64928,64928,64928,0.883085085,0.883085085,0.883085085
6227,64937,64937,64937,0.989450971,0.989450971,0.989450971,64937,64937,64937,0.877648667,0.877648667,0.877648667
6228,64946,64946,64946,0.995815121,0.995815121,0.995815121,64946,64946,64946,0.916644521,0.916644521,0.916644521
6229,64955,64955,64955,0.992282019,0.992282019,0.992282019,64955,64955,64955,0.865756098,0.865756098,0.865756098
6230,64964,64964,64964,0.992637146,0.992637146,0.992637146,64964,64964,64964,0.88242142,0.88242142,0.88242142
6231,64973,64973,64973,0.971981924,0.971981924,0.971981924,64973,64973,64973,0.884507728,0.884507728,0.884507728
6232,64982,64982,64982,0.989987484,0.989987484,0.989987484,64982,64982,64982,0.894439024,0.894439024,0.894439024
6233,64991,64991,64991,0.990955217,0.990955217,0.990955217,64991,64991,64991,0.881729285,0.881729285,0.881729285
6234,65000,65000,65000,0.984008657,0.984008657,0.984008657,65000,65000,65000,0.891422122,0.891422122,0.891422122
6235,65009,65009,65009,0.991898267,0.991898267,0.991898267,65009,65009,65009,0.892483349,0.892483349,0.892483349
6236,65018,65018,65018,0.988480527,0.988480527,0.988480527,65018,65018,65018,0.873595506,0.873595506,0.873595506
6237,65027,65027,65027,0.989509105,0.989509105,0.989509105,65027,65027,65027,0.889240212,0.889240212,0.889240212
6238,65036,65036,65036,0.994485294,0.994485294,0.994485294,65036,65036,65036,0.881772035,0.881772035,0.881772035
6239,65045,65045,65045,0.99279476,0.99279476,0.99279476,65045,65045,65045,0.869017136,0.869017136,0.869017136
6240,65054,65054,65054,0.989608917,0.989608917,0.989608917,65054,65054,65054,0.890504398,0.890504398,0.890504398
6241,65063,65063,65063,0.987444044,0.987444044,0.987444044,65063,65063,65063,0.86979628,0.86979628,0.86979628
6242,65072,65072,65072,0.992746615,0.992746615,0.992746615,65072,65072,65072,0.865476709,0.865476709,0.865476709
6243,65081,65081,65081,0.991593314,0.991593314,0.991593314,65081,65081,65081,0.88770247,0.88770247,0.88770247
6244,65090,65090,65090,0.993932183,0.993932183,0.993932183,65090,65090,65090,0.834137825,0.834137825,0.834137825
6245,65099,65099,65099,0.992241647,0.992241647,0.992241647,65099,65099,65099,0.888867799,0.888867799,0.888867799
6246,65108,65108,65108,0.990942029,0.990942029,0.990942029,65108,65108,65108,0.882340778,0.882340778,0.882340778
6247,65117,65117,65117,0.993004157,0.993004157,0.993004157,65117,65117,65117,0.875094056,0.875094056,0.875094056
6248,65126,65126,65126,0.983666953,0.983666953,0.983666953,65126,65126,65126,0.884500574,0.884500574,0.884500574
6249,65135,65135,65135,0.988347704,0.988347704,0.988347704,65135,65135,65135,0.852558725,0.852558725,0.852558725
6250,65144,65144,65144,0.992142125,0.992142125,0.992142125,65144,65144,65144,0.80965717,0.80965717,0.80965717
6251,65153,65153,65153,0.984555189,0.984555189,0.984555189,65153,65153,65153,0.874521806,0.874521806,0.874521806
6252,65162,65162,65162,0.982256157,0.982256157,0.982256157,65162,65162,65162,0.894526854,0.894526854,0.894526854
6253,65171,65171,65171,0.988515804,0.988515804,0.988515804,65171,65171,65171,0.871457906,0.871457906,0.871457906
6254,65180,65180,65180,0.982813865,0.982813865,0.982813865,65180,65180,65180,0.790046656,0.790046656,0.790046656
6255,65189,65189,65189,0.99251817,0.99251817,0.99251817,65189,65189,65189,0.910741925,0.910741925,0.910741925
6256,65198,65198,65198,0.985812085,0.985812085,0.985812085,65198,65198,65198,0.927327561,0.927327561,0.927327561
6257,65207,65207,65207,0.987617632,0.987617632,0.987617632,65207,65207,65207,0.865949008,0.865949008,0.865949008
6258,65216,65216,65216,0.98842542,0.98842542,0.98842542,65216,65216,65216,0.860033071,0.860033071,0.860033071
6259,65225,65225,65225,0.991221784,0.991221784,0.991221784,65225,65225,65225,0.904118839,0.904118839,0.904118839
6260,65234,65234,65234,0.995391705,0.995391705,0.995391705,65234,65234,65234,0.895552685,0.895552685,0.895552685
6261,65243,65243,65243,0.994855486,0.994855486,0.994855486,65243,65243,65243,0.91124572,0.91124572,0.91124572
6262,65252,65252,65252,0.991681176,0.991681176,0.991681176,65252,65252,65252,0.877726135,0.877726135,0.877726135
6263,65261,65261,65261,0.985896269,0.985896269,0.985896269,65261,65261,65261,0.906999889,0.906999889,0.906999889
6264,65270,65270,65270,0.995094458,0.995094458,0.995094458,65270,65270,65270,0.884805788,0.884805788,0.884805788
6265,65279,65279,65279,0.985267621,0.985267621,0.985267621,65279,65279,65279,0.866419118,0.866419118,0.866419118
6266,65288,65288,65288,0.993194192,0.993194192,0.993194192,65288,65288,65288,0.888729464,0.888729464,0.888729464
6267,65297,65297,65297,0.987234043,0.987234043,0.987234043,65297,65297,65297,0.866164099,0.866164099,0.866164099
6268,65306,65306,65306,0.992344391,0.992344391,0.992344391,65306,65306,65306,0.890029777,0.890029777,0.890029777
6269,65315,65315,65315,0.990892892,0.990892892,0.990892892,65315,65315,65315,0.902110966,0.902110966,0.902110966
6270,65324,65324,65324,0.990753247,0.990753247,0.990753247,65324,65324,65324,0.896611475,0.896611475,0.896611475
6271,65333,65333,65333,0.98805243,0.98805243,0.98805243,65333,65333,65333,0.893329036,0.893329036,0.893329036
6272,65342,65342,65342,0.978772563,0.978772563,0.978772563,65342,65342,65342,0.840245776,0.840245776,0.840245776
6273,65351,65351,65351,0.9956687,0.9956687,0.9956687,65351,65351,65351,0.909834697,0.909834697,0.909834697
6274,65360,65360,65360,0.990154712,0.990154712,0.990154712,65360,65360,65360,0.917739766,0.917739766,0.917739766
6275,65369,65369,65369,0.99238056,0.99238056,0.99238056,65369,65369,65369,0.912413726,0.912413726,0.912413726
6276,65378,65378,65378,0.983302752,0.983302752,0.983302752,65378,65378,65378,0.876759651,0.876759651,0.876759651
6277,65387,65387,65387,0.992231334,0.992231334,0.992231334,65387,65387,65387,0.911518162,0.911518162,0.911518162
6278,65396,65396,65396,0.990679421,0.990679421,0.990679421,65396,65396,65396,0.874665425,0.874665425,0.874665425
6279,65405,65405,65405,0.987385425,0.987385425,0.987385425,65405,65405,65405,0.918268398,0.918268398,0.918268398
6280,65414,65414,65414,0.990816455,0.990816455,0.990816455,65414,65414,65414,0.870696603,0.870696603,0.870696603
6281,65423,65423,65423,0.988010173,0.988010173,0.988010173,65423,65423,65423,0.844317096,0.844317096,0.844317096
6282,65432,65432,65432,0.983790656,0.983790656,0.983790656,65432,65432,65432,0.867593827,0.867593827,0.867593827
6283,65441,65441,65441,0.997235559,0.997235559,0.997235559,65441,65441,65441,0.889599555,0.889599555,0.889599555
6284,65450,65450,65450,0.994385177,0.994385177,0.994385177,65450,65450,65450,0.900362076,0.900362076,0.900362076
6285,65459,65459,65459,0.991074455,0.991074455,0.991074455,65459,65459,65459,0.886428345,0.886428345,0.886428345
6286,65468,65468,65468,0.983970645,0.983970645,0.983970645,65468,65468,65468,0.876742279,0.876742279,0.876742279
6287,65477,65477,65477,0.990876892,0.990876892,0.990876892,65477,65477,65477,0.9006407,0.9006407,0.9006407
6288,65486,65486,65486,0.991210277,0.991210277,0.991210277,65486,65486,65486,0.907139023,0.907139023,0.907139023
6289,65495,65495,65495,0.988659106,0.988659106,0.988659106,65495,65495,65495,0.891310078,0.891310078,0.891310078
6290,65504,65504,65504,0.984717608,0.984717608,0.984717608,65504,65504,65504,0.859562114,0.859562114,0.859562114
6291,65513,65513,65513,0.983900203,0.983900203,0.983900203,65513,65513,65513,0.844578087,0.844578087,0.844578087
6292,65522,65522,65522,0.989404457,0.989404457,0.989404457,65522,65522,65522,0.864492835,0.864492835,0.864492835
6293,65531,65531,65531,0.980218636,0.980218636,0.980218636,65531,65531,65531,0.855480568,0.855480568,0.855480568
6294,65540,65540,65540,0.991200196,0.991200196,0.991200196,65540,65540,65540,0.906037953,0.906037953,0.906037953
6295,65549,65549,65549,0.978584176,0.978584176,0.978584176,65549,65549,65549,0.883401411,0.883401411,0.883401411
6296,65558,65558,65558,0.977868748,0.977868748,0.977868748,65558,65558,65558,0.834320188,0.834320188,0.834320188
6297,65567,65567,65567,0.996738163,0.996738163,0.996738163,65567,65567,65567,0.910763395,0.910763395,0.910763395
6298,65576,65576,65576,0.993139129,0.993139129,0.993139129,65576,65576,65576,0.817087379,0.817087379,0.817087379
6299,65585,65585,65585,0.989976488,0.989976488,0.989976488,65585,65585,65585,0.883363886,0.883363886,0.883363886
6300,65594,65594,65594,0.992001684,0.992001684,0.992001684,65594,65594,65594,0.916069084,0.916069084,0.916069084
6301,65603,65603,65603,0.98953168,0.98953168,0.98953168,65603,65603,65603,0.895766858,0.895766858,0.895766858
6302,65612,65612,65612,0.993932456,0.993932456,0.993932456,65612,65612,65612,0.910706638,0.910706638,0.910706638
6303,65621,65621,65621,0.99267852,0.99267852,0.99267852,65621,65621,65621,0.893335684,0.893335684,0.893335684
6304,65630,65630,65630,0.993083116,0.993083116,0.993083116,65630,65630,65630,0.899778224,0.899778224,0.899778224
6305,65639,65639,65639,0.992134107,0.992134107,0.992134107,65639,65639,65639,0.868833294,0.868833294,0.868833294
6306,65648,65648,65648,0.992232579,0.992232579,0.992232579,65648,65648,65648,0.898505279,0.898505279,0.898505279
6307,65657,65657,65657,0.978648171,0.978648171,0.978648171,65657,65657,65657,0.87795128,0.87795128,0.87795128
6308,65666,65666,65666,0.989848247,0.989848247,0.989848247,65666,65666,65666,0.918784255,0.918784255,0.918784255
6309,65675,65675,65675,0.9925353,0.9925353,0.9925353,65675,65675,65675,0.920532683,0.920532683,0.920532683
6310,65684,65684,65684,0.986508365,0.986508365,0.986508365,65684,65684,65684,0.928819994,0.928819994,0.928819994
6311,65693,65693,65693,0.992566293,0.992566293,0.992566293,65693,65693,65693,0.906477817,0.906477817,0.906477817
6312,65702,65702,65702,0.991831711,0.991831711,0.991831711,65702,65702,65702,0.867651682,0.867651682,0.867651682
6313,65711,65711,65711,0.987850316,0.987850316,0.987850316,65711,65711,65711,0.853858785,0.853858785,0.853858785
6314,65720,65720,65720,0.990335541,0.990335541,0.990335541,65720,65720,65720,0.875449102,0.875449102,0.875449102
6315,65729,65729,65729,0.989766407,0.989766407,0.989766407,65729,65729,65729,0.89117431,0.89117431,0.89117431
6316,65738,65738,65738,0.991170478,0.991170478,0.991170478,65738,65738,65738,0.893534483,0.893534483,0.893534483
6317,65747,65747,65747,0.988225399,0.988225399,0.988225399,65747,65747,65747,0.884160757,0.884160757,0.884160757
6318,65756,65756,65756,0.995139301,0.995139301,0.995139301,65756,65756,65756,0.893229452,0.893229452,0.893229452
6319,65765,65765,65765,0.991678375,0.991678375,0.991678375,65765,65765,65765,0.888911413,0.888911413,0.888911413
6320,65774,65774,65774,0.993269131,0.993269131,0.993269131,65774,65774,65774,0.913017751,0.913017751,0.913017751
6321,65783,65783,65783,0.992625698,0.992625698,0.992625698,65783,65783,65783,0.925209542,0.925209542,0.925209542
6322,65792,65792,65792,0.994433657,0.994433657,0.994433657,65792,65792,65792,0.841758491,0.841758491,0.841758491
6323,65801,65801,65801,0.992093808,0.992093808,0.992093808,65801,65801,65801,0.90251441,0.90251441,0.90251441
6324,65810,65810,65810,0.991238163,0.991238163,0.991238163,65810,65810,65810,0.894676495,0.894676495,0.894676495
6325,65819,65819,65819,0.995486346,0.995486346,0.995486346,65819,65819,65819,0.901466149,0.901466149,0.901466149
6326,65828,65828,65828,0.990634993,0.990634993,0.990634993,65828,65828,65828,0.866097459,0.866097459,0.866097459
6327,65837,65837,65837,0.986316366,0.986316366,0.986316366,65837,65837,65837,0.899259868,0.899259868,0.899259868
6328,65846,65846,65846,0.986492375,0.986492375,0.986492375,65846,65846,65846,0.877935692,0.877935692,0.877935692
6329,65855,65855,65855,0.988731125,0.988731125,0.988731125,65855,65855,65855,0.851155183,0.851155183,0.851155183
6330,65864,65864,65864,0.99541093,0.99541093,0.99541093,65864,65864,65864,0.87805499,0.87805499,0.87805499
6331,65873,65873,65873,0.989429641,0.989429641,0.989429641,65873,65873,65873,0.877645844,0.877645844,0.877645844
6332,65882,65882,65882,0.990239193,0.990239193,0.990239193,65882,65882,65882,0.896079024,0.896079024,0.896079024
6333,65891,65891,65891,0.991966258,0.991966258,0.991966258,65891,65891,65891,0.906559522,0.906559522,0.906559522
6334,65900,65900,65900,0.994369946,0.994369946,0.994369946,65900,65900,65900,0.892257507,0.892257507,0.892257507
6335,65909,65909,65909,0.98902027,0.98902027,0.98902027,65909,65909,65909,0.90494894,0.90494894,0.90494894
6336,65918,65918,65918,0.986439609,0.986439609,0.986439609,65918,65918,65918,0.87626854,0.87626854,0.87626854
6337,65927,65927,65927,0.98207608,0.98207608,0.98207608,65927,65927,65927,0.902917505,0.902917505,0.902917505
6338,65936,65936,65936,0.992461488,0.992461488,0.992461488,65936,65936,65936,0.920260888,0.920260888,0.920260888
6339,65945,65945,65945,0.980264053,0.980264053,0.980264053,65945,65945,65945,0.881086622,0.881086622,0.881086622
6340,65954,65954,65954,0.986157774,0.986157774,0.986157774,65954,65954,65954,0.83817734,0.83817734,0.83817734
6341,65963,65963,65963,0.988230118,0.988230118,0.988230118,65963,65963,65963,0.903491606,0.903491606,0.903491606
6342,65972,65972,65972,0.991080985,0.991080985,0.991080985,65972,65972,65972,0.904397487,0.904397487,0.904397487
6343,65981,65981,65981,0.98051503,0.98051503,0.98051503,65981,65981,65981,0.857694429,0.857694429,0.857694429
6344,65990,65990,65990,0.993273023,0.993273023,0.993273023,65990,65990,65990,0.856020386,0.856020386,0.856020386
6345,65999,65999,65999,0.989026766,0.989026766,0.989026766,65999,65999,65999,0.876878613,0.876878613,0.876878613
6346,66008,66008,66008,0.99315738,0.99315738,0.99315738,66008,66008,66008,0.927630605,0.927630605,0.927630605
6347,66017,66017,66017,0.9889883,0.9889883,0.9889883,66017,66017,66017,0.890883222,0.890883222,0.890883222
6348,66026,66026,66026,0.99337302,0.99337302,0.99337302,66026,66026,66026,0.920365679,0.920365679,0.920365679
6349,66035,66035,66035,0.991120146,0.991120146,0.991120146,66035,66035,66035,0.910420475,0.910420475,0.910420475
6350,66044,66044,66044,0.98835705,0.98835705,0.98835705,66044,66044,66044,0.896229739,0.896229739,0.896229739
6351,66053,66053,66053,0.985277961,0.985277961,0.985277961,66053,66053,66053,0.868573798,0.868573798,0.868573798
6352,66062,66062,66062,0.977789529,0.977789529,0.977789529,66062,66062,66062,0.873565994,0.873565994,0.873565994
6353,66071,66071,66071,0.995577085,0.995577085,0.995577085,66071,66071,66071,0.902864992,0.902864992,0.902864992
6354,66080,66080,66080,0.983184187,0.983184187,0.983184187,66080,66080,66080,0.894292531,0.894292531,0.894292531
6355,66089,66089,66089,0.993017273,0.993017273,0.993017273,66089,66089,66089,0.860842845,0.860842845,0.860842845
6356,66098,66098,66098,0.991954773,0.991954773,0.991954773,66098,66098,66098,0.912233769,0.912233769,0.912233769
6357,66107,66107,66107,0.990226566,0.990226566,0.990226566,66107,66107,66107,0.863858364,0.863858364,0.863858364
6358,66116,66116,66116,0.979669632,0.979669632,0.979669632,66116,66116,66116,0.859651176,0.859651176,0.859651176
6359,66125,66125,66125,0.987018339,0.987018339,0.987018339,66125,66125,66125,0.898919021,0.898919021,0.898919021
6360,66134,66134,66134,0.99178538,0.99178538,0.99178538,66134,66134,66134,0.867699868,0.867699868,0.867699868
6361,66143,66143,66143,0.990322153,0.990322153,0.990322153,66143,66143,66143,0.857280038,0.857280038,0.857280038
6362,66152,66152,66152,0.99067624,0.99067624,0.99067624,66152,66152,66152,0.842828514,0.842828514,0.842828514
6363,66161,66161,66161,0.987592126,0.987592126,0.987592126,66161,66161,66161,0.936935309,0.936935309,0.936935309
6364,66170,66170,66170,0.99028379,0.99028379,0.99028379,66170,66170,66170,0.866702451,0.866702451,0.866702451
