validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,lin1-Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,lin1-iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,lin1-iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,lin1-EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,lin1-iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,lin1-EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,lin1-iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,lin1-EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX,lin1-loss,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MAX,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,base-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,base-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,base-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,base-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,base-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,base-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,base-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,base-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,base-loss,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MAX
1135,68911.08333,68908,68915,0.964285714,0.964285714,0.964285714,0.416666667,0.416666667,0.416666667,0,0,0,0.981818182,0.981818182,0.981818182,0.588235294,0.588235294,0.588235294,0,0,0,0.999858847,0.999858847,0.999858847,0.995180723,0.995180723,0.995180723,40.80167389,40.80167389,40.80167389,68911.41667,68908,68915,0.675,0.675,0.675,0.476190476,0.476190476,0.476190476,0,0,0,0.76056338,0.76056338,0.76056338,0.588235294,0.588235294,0.588235294,0,0,0,0.998055919,0.998055919,0.998055919,0.994711538,0.994711538,0.994711538,40.83149719,40.83149719,40.83149719
1136,68919.45455,68916,68923,0,0,0,0.927536232,0.927536232,0.927536232,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.998861718,0.998861718,0.998861718,0.995702006,0.995702006,0.995702006,41.05183411,41.05183411,41.05183411,68919.46667,68916,68923,0,0,0,0.888888889,0.888888889,0.888888889,0,0,0,0.044444444,0.044444444,0.044444444,0.914285714,0.914285714,0.914285714,0,0,0,0.996498958,0.996498958,0.996498958,0.995570796,0.995570796,0.995570796,40.85273361,40.85273361,40.85273361
1137,68927.5,68924,68931,0.927536232,0.927536232,0.927536232,0.984615385,0.984615385,0.984615385,0,0,0,0.914285714,0.914285714,0.914285714,0.96969697,0.96969697,0.96969697,0,0,0,0.99897023,0.99897023,0.99897023,0.999273124,0.999273124,0.999273124,40.78013992,40.78013992,40.78013992,68927.18182,68924,68931,0.646464646,0.646464646,0.646464646,0.955223881,0.955223881,0.955223881,0,0,0,0.621359223,0.621359223,0.621359223,0.955223881,0.955223881,0.955223881,0,0,0,0.995724689,0.995724689,0.995724689,0.999001724,0.999001724,0.999001724,40.80323029,40.80323029,40.80323029
1138,68935.07692,68932,68939,0.853333333,0.853333333,0.853333333,0.842105263,0.842105263,0.842105263,0,0,0,0.876712329,0.876712329,0.876712329,0.842105263,0.842105263,0.842105263,0,0,0,0.997327833,0.997327833,0.997327833,0.998819148,0.998819148,0.998819148,40.79405594,40.79405594,40.79405594,68935.64286,68932,68939,0.790123457,0.790123457,0.790123457,0.864864865,0.864864865,0.864864865,0,0,0,0.8,0.8,0.8,0.842105263,0.842105263,0.842105263,0,0,0,0.996902863,0.996902863,0.996902863,0.999001724,0.999001724,0.999001724,40.79501724,40.79501724,40.79501724
1139,68943.5,68940,68947,1,1,1,0.678571429,0.678571429,0.678571429,0,0,0,1,1,1,0.745098039,0.745098039,0.745098039,0,0,0,0.998708988,0.998708988,0.998708988,0.994568497,0.994568497,0.994568497,40.826931,40.826931,40.826931,68943.1,68940,68947,1,1,1,0.690909091,0.690909091,0.690909091,0,0,0,1,1,1,0.775510204,0.775510204,0.775510204,0,0,0,0.998663816,0.998663816,0.998663816,0.996785858,0.996785858,0.996785858,40.80436707,40.80436707,40.80436707
1140,68951.23077,68948,68955,1,1,1,0.564102564,0.564102564,0.564102564,0,0,0,1,1,1,0.628571429,0.628571429,0.628571429,0,0,0,0.999831757,0.999831757,0.999831757,0.990228013,0.990228013,0.990228013,40.8150177,40.8150177,40.8150177,68951.46154,68948,68955,0.893617021,0.893617021,0.893617021,0.523809524,0.523809524,0.523809524,0,0,0,0.933333333,0.933333333,0.933333333,0.578947368,0.578947368,0.578947368,0,0,0,0.999023931,0.999023931,0.999023931,0.985128763,0.985128763,0.985128763,40.84261703,40.84261703,40.84261703
1141,68959.23077,68956,68963,0.64,0.64,0.64,1,1,1,0,0,0,0.571428571,0.571428571,0.571428571,1,1,1,0,0,0,0.999555538,0.999555538,0.999555538,0.998184176,0.998184176,0.998184176,40.79195786,40.79195786,40.79195786,68959.5,68956,68963,0.888888889,0.888888889,0.888888889,1,1,1,0,0,0,0.727272727,0.727272727,0.727272727,1,1,1,0,0,0,0.999434891,0.999434891,0.999434891,0.997142115,0.997142115,0.997142115,40.80369186,40.80369186,40.80369186
1142,68967.66667,68964,68971,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.876712329,0.876712329,0.876712329,0,0,0,0.998265819,0.998265819,0.998265819,0.998379254,0.998379254,0.998379254,40.78368378,40.78368378,40.78368378,68967.66667,68964,68971,0.901408451,0.901408451,0.901408451,0.864864865,0.864864865,0.864864865,0,0,0,0.888888889,0.888888889,0.888888889,0.927536232,0.927536232,0.927536232,0,0,0,0.998488486,0.998488486,0.998488486,0.999188641,0.999188641,0.999188641,40.78303909,40.78303909,40.78303909
1143,68975.07143,68972,68979,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,40.76842117,40.76842117,40.76842117,68975.27273,68972,68979,1,1,1,1,1,1,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.998933523,0.998933523,0.998933523,0.997671829,0.997671829,0.997671829,40.77843094,40.77843094,40.77843094
1144,68983.73333,68980,68987,0.984615385,0.984615385,0.984615385,0.041666667,0.041666667,0.041666667,0,0,0,1,1,1,0.25,0.25,0.25,0,0,0,0.998429789,0.998429789,0.998429789,0.9917645,0.9917645,0.9917645,40.84683609,40.84683609,40.84683609,68983.1,68980,68987,0.955223881,0.955223881,0.955223881,0.105263158,0.105263158,0.105263158,0,0,0,0.984615385,0.984615385,0.984615385,0.166666667,0.166666667,0.166666667,0,0,0,0.999551804,0.999551804,0.999551804,0.993862879,0.993862879,0.993862879,40.81835175,40.81835175,40.81835175
1145,68991.5,68988,68995,1,1,1,0.849315068,0.849315068,0.849315068,0,0,0,0.971428571,0.971428571,0.971428571,0.849315068,0.849315068,0.849315068,0,0,0,0.999228341,0.999228341,0.999228341,0.999744442,0.999744442,0.999744442,40.78636551,40.78636551,40.78636551,68991.64286,68988,68995,1,1,1,0.939393939,0.939393939,0.939393939,0,0,0,0.971428571,0.971428571,0.971428571,0.925373134,0.925373134,0.925373134,0,0,0,0.999158131,0.999158131,0.999158131,0.995417515,0.995417515,0.995417515,40.78873444,40.78873444,40.78873444
1146,68999.64286,68996,69003,0.761904762,0.761904762,0.761904762,0.876712329,0.876712329,0.876712329,0,0,0,0.780487805,0.780487805,0.780487805,0.842105263,0.842105263,0.842105263,0,0,0,0.997462769,0.997462769,0.997462769,0.998050682,0.998050682,0.998050682,40.79653168,40.79653168,40.79653168,68999,68996,69003,0.955223881,0.955223881,0.955223881,0.914285714,0.914285714,0.914285714,0,0,0,0.96969697,0.96969697,0.96969697,0.955223881,0.955223881,0.955223881,0,0,0,0.999486239,0.999486239,0.999486239,1,1,1,40.77441406,40.77441406,40.77441406
1147,69007.78571,69004,69011,0.941176471,0.941176471,0.941176471,0.888888889,0.888888889,0.888888889,0,0,0,0.941176471,0.941176471,0.941176471,0.842105263,0.842105263,0.842105263,0,0,0,0.998677832,0.998677832,0.998677832,0.998439938,0.998439938,0.998439938,40.78242111,40.78242111,40.78242111,69007.25,69004,69011,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.955223881,0.955223881,0.955223881,0.955223881,0.955223881,0.955223881,0,0,0,0.999155684,0.999155684,0.999155684,0.998634679,0.998634679,0.998634679,40.77838516,40.77838516,40.77838516
1148,69015.5,69012,69019,0.944444444,0.944444444,0.944444444,0.80952381,0.80952381,0.80952381,0,0,0,0.944444444,0.944444444,0.944444444,0.85,0.85,0.85,0,0,0,0.997788204,0.997788204,0.997788204,0.975056689,0.975056689,0.975056689,41.0507164,41.0507164,41.0507164,69015.16667,69012,69019,0.971428571,0.971428571,0.971428571,0.837209302,0.837209302,0.837209302,0,0,0,0.944444444,0.944444444,0.944444444,0.85,0.85,0.85,0,0,0,0.999264312,0.999264312,0.999264312,0.992254067,0.992254067,0.992254067,40.81448746,40.81448746,40.81448746
1149,69022.90909,69020,69027,0.9,0.9,0.9,0.888888889,0.888888889,0.888888889,0,0,0,0.72,0.72,0.72,0.876712329,0.876712329,0.876712329,0,0,0,0.999014972,0.999014972,0.999014972,0.998429882,0.998429882,0.998429882,40.80570984,40.80570984,40.80570984,69023.5,69020,69027,0.87804878,0.87804878,0.87804878,1,1,1,0,0,0,0.75,0.75,0.75,0.984615385,0.984615385,0.984615385,0,0,0,0.999114435,0.999114435,0.999114435,0.998015873,0.998015873,0.998015873,40.80692673,40.80692673,40.80692673
1150,69031.27273,69028,69035,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999473629,0.999473629,0.999473629,1,1,1,40.77228928,40.77228928,40.77228928,69031.46154,69028,69035,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,0.999052133,0.999052133,0.999052133,0.999775768,0.999775768,0.999775768,40.7748909,40.7748909,40.7748909
1151,69039.25,69036,69043,1,1,1,0.341463415,0.341463415,0.341463415,0,0,0,1,1,1,0.636363636,0.636363636,0.636363636,0,0,0,0.998880493,0.998880493,0.998880493,0.995432956,0.995432956,0.995432956,40.85563278,40.85563278,40.85563278,69039.63636,69036,69043,1,1,1,0.451612903,0.451612903,0.451612903,0,0,0,1,1,1,0.595744681,0.595744681,0.595744681,0,0,0,0.999160604,0.999160604,0.999160604,0.996258783,0.996258783,0.996258783,40.8340683,40.8340683,40.8340683
1152,69047.91667,69044,69051,0.9375,0.9375,0.9375,0.654545455,0.654545455,0.654545455,0,0,0,0.9375,0.9375,0.9375,0.666666667,0.666666667,0.666666667,0,0,0,0.998842784,0.998842784,0.998842784,0.992338891,0.992338891,0.992338891,40.81667709,40.81667709,40.81667709,69047.42857,69044,69051,0.909090909,0.909090909,0.909090909,0.705882353,0.705882353,0.705882353,0,0,0,0.909090909,0.909090909,0.909090909,0.666666667,0.666666667,0.666666667,0,0,0,0.997151186,0.997151186,0.997151186,0.970149254,0.970149254,0.970149254,40.84833908,40.84833908,40.84833908
1153,69055.45455,69052,69059,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,40.76833725,40.76833725,40.76833725,69055.92308,69052,69059,0.901408451,0.901408451,0.901408451,0.96969697,0.96969697,0.96969697,0,0,0,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0.96969697,0,0,0,0.999171261,0.999171261,0.999171261,0.99783456,0.99783456,0.99783456,40.77772141,40.77772141,40.77772141
1154,69063.41667,69060,69067,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999387586,0.999387586,0.999387586,0.996755354,0.996755354,0.996755354,40.77451324,40.77451324,40.77451324,69063.61538,69060,69067,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.984615385,0.984615385,0.984615385,0.96969697,0.96969697,0.96969697,0,0,0,0.999026992,0.999026992,0.999026992,0.995463383,0.995463383,0.995463383,40.77933121,40.77933121,40.77933121
1155,69071.72727,69068,69075,1,1,1,0.974358974,0.974358974,0.974358974,0,0,0,1,1,1,1,1,1,0,0,0,0.999931857,0.999931857,0.999931857,0.999037536,0.999037536,0.999037536,40.77202606,40.77202606,40.77202606,69071.81818,69068,69075,0.979591837,0.979591837,0.979591837,0.745098039,0.745098039,0.745098039,0,0,0,1,1,1,0.863636364,0.863636364,0.863636364,0,0,0,0.99921574,0.99921574,0.99921574,0.993912208,0.993912208,0.993912208,40.79800415,40.79800415,40.79800415
1156,69079.7,69076,69083,0.977777778,0.977777778,0.977777778,1,1,1,0,0,0,0.956521739,0.956521739,0.956521739,1,1,1,0,0,0,0.999926139,0.999926139,0.999926139,0.999812839,0.999812839,0.999812839,40.77099991,40.77099991,40.77099991,69079.36364,69076,69083,0.977777778,0.977777778,0.977777778,0.984615385,0.984615385,0.984615385,0,0,0,0.956521739,0.956521739,0.956521739,0.941176471,0.941176471,0.941176471,0,0,0,0.999593631,0.999593631,0.999593631,0.998690855,0.998690855,0.998690855,40.77619934,40.77619934,40.77619934
1157,69087.33333,69084,69091,0.96969697,0.96969697,0.96969697,0.984615385,0.984615385,0.984615385,0,0,0,0.984615385,0.984615385,0.984615385,1,1,1,0,0,0,0.999850097,0.999850097,0.999850097,1,1,1,40.77000427,40.77000427,40.77000427,69087.4,69084,69091,0.941176471,0.941176471,0.941176471,0.914285714,0.914285714,0.914285714,0,0,0,0.941176471,0.941176471,0.941176471,0.752941176,0.752941176,0.752941176,0,0,0,0.998574109,0.998574109,0.998574109,0.999473592,0.999473592,0.999473592,40.78375244,40.78375244,40.78375244
1158,69095.53846,69092,69099,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.955223881,0.955223881,0.955223881,0.979591837,0.979591837,0.979591837,0,0,0,0.999034534,0.999034534,0.999034534,0.996894977,0.996894977,0.996894977,40.86225891,40.86225891,40.86225891,69095.35714,69092,69099,0.901408451,0.901408451,0.901408451,0.862068966,0.862068966,0.862068966,0,0,0,0.955223881,0.955223881,0.955223881,0.923076923,0.923076923,0.923076923,0,0,0,0.998699803,0.998699803,0.998699803,0.994701261,0.994701261,0.994701261,40.79397202,40.79397202,40.79397202
1159,69104,69100,69107,0.769230769,0.769230769,0.769230769,0.916666667,0.916666667,0.916666667,0,0,0,0.714285714,0.714285714,0.714285714,0.936170213,0.936170213,0.936170213,0,0,0,0.99949106,0.99949106,0.99949106,0.995361166,0.995361166,0.995361166,40.80047226,40.80047226,40.80047226,69103.66667,69100,69107,0.909090909,0.909090909,0.909090909,0.956521739,0.956521739,0.956521739,0,0,0,0.8,0.8,0.8,0.977777778,0.977777778,0.977777778,0,0,0,0.999423631,0.999423631,0.999423631,0.991686066,0.991686066,0.991686066,40.81038666,40.81038666,40.81038666
1160,69110.81818,69108,69115,0.877192982,0.877192982,0.877192982,0.914285714,0.914285714,0.914285714,0,0,0,0.909090909,0.909090909,0.909090909,0.901408451,0.901408451,0.901408451,0,0,0,0.99863084,0.99863084,0.99863084,0.999001664,0.999001664,0.999001664,40.78894806,40.78894806,40.78894806,69111.61538,69108,69115,0.833333333,0.833333333,0.833333333,0.984615385,0.984615385,0.984615385,0,0,0,0.862068966,0.862068966,0.862068966,1,1,1,0,0,0,0.999187166,0.999187166,0.999187166,0.999556443,0.999556443,0.999556443,40.77936554,40.77936554,40.77936554
1161,69119.38462,69116,69123,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.999261672,0.999261672,0.999261672,0.999892968,0.999892968,0.999892968,40.77637482,40.77637482,40.77637482,69119.46154,69116,69123,1,1,1,0.901408451,0.901408451,0.901408451,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.998914883,0.998914883,0.998914883,0.998714102,0.998714102,0.998714102,40.7848587,40.7848587,40.7848587
1162,69127.42857,69124,69131,1,1,1,0.949152542,0.949152542,0.949152542,0,0,0,1,1,1,0.949152542,0.949152542,0.949152542,0,0,0,0.996903226,0.996903226,0.996903226,0.991469816,0.991469816,0.991469816,40.84958649,40.84958649,40.84958649,69127.69231,69124,69131,1,1,1,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.933333333,0.933333333,0.933333333,0,0,0,0.999050742,0.999050742,0.999050742,0.997069359,0.997069359,0.997069359,40.7983551,40.7983551,40.7983551
1163,69136.08333,69132,69139,1,1,1,0.642857143,0.642857143,0.642857143,0,0,0,1,1,1,0.782608696,0.782608696,0.782608696,0,0,0,0.998534174,0.998534174,0.998534174,0.982300885,0.982300885,0.982300885,40.86677551,40.86677551,40.86677551,69135.46154,69132,69139,1,1,1,0.43902439,0.43902439,0.43902439,0,0,0,1,1,1,0.72,0.72,0.72,0,0,0,0.998806153,0.998806153,0.998806153,0.982633407,0.982633407,0.982633407,40.86791229,40.86791229,40.86791229
1164,69143.36364,69140,69147,0.96,0.96,0.96,1,1,1,0,0,0,0.923076923,0.923076923,0.923076923,1,1,1,0,0,0,0.999961118,0.999961118,0.999961118,0.999703352,0.999703352,0.999703352,40.77140045,40.77140045,40.77140045,69143.18182,69140,69147,0.96,0.96,0.96,1,1,1,0,0,0,0.8,0.8,0.8,1,1,1,0,0,0,0.999533219,0.999533219,0.999533219,0.997777449,0.997777449,0.997777449,40.78174973,40.78174973,40.78174973
1165,69151.58333,69148,69155,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,0.999535257,0.999535257,0.999535257,1,1,1,40.77275467,40.77275467,40.77275467,69151.25,69148,69155,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,1,1,1,0.927536232,0.927536232,0.927536232,0,0,0,0.999450712,0.999450712,0.999450712,0.99965545,0.99965545,0.99965545,40.77375412,40.77375412,40.77375412
1166,69159.64286,69156,69163,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999788807,0.999788807,0.999788807,1,1,1,40.77027512,40.77027512,40.77027512,69159.83333,69156,69163,1,1,1,0.96969697,0.96969697,0.96969697,0,0,0,1,1,1,0.955223881,0.955223881,0.955223881,0,0,0,0.999788807,0.999788807,0.999788807,1,1,1,40.77046967,40.77046967,40.77046967
1167,69167.53846,69164,69171,1,1,1,0.571428571,0.571428571,0.571428571,0,0,0,1,1,1,0.636363636,0.636363636,0.636363636,0,0,0,0.999684487,0.999684487,0.999684487,0.995459132,0.995459132,0.995459132,40.79805374,40.79805374,40.79805374,69167.83333,69164,69171,1,1,1,0.444444444,0.444444444,0.444444444,0,0,0,0.981818182,0.981818182,0.981818182,0.451612903,0.451612903,0.451612903,0,0,0,0.999263287,0.999263287,0.999263287,0.993447581,0.993447581,0.993447581,40.80956268,40.80956268,40.80956268
1168,69175.57143,69172,69179,0.7,0.7,0.7,0.984615385,0.984615385,0.984615385,0,0,0,0.56,0.56,0.56,0.96969697,0.96969697,0.96969697,0,0,0,0.999802504,0.999802504,0.999802504,0.997341542,0.997341542,0.997341542,40.79961395,40.79961395,40.79961395,69175.26667,69172,69179,0.933333333,0.933333333,0.933333333,0.984615385,0.984615385,0.984615385,0,0,0,0.56,0.56,0.56,0.984615385,0.984615385,0.984615385,0,0,0,0.999920999,0.999920999,0.999920999,0.998322617,0.998322617,0.998322617,40.78876114,40.78876114,40.78876114
1169,69183.33333,69180,69187,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0.984615385,0,0,0,0.96969697,0.96969697,0.96969697,0.941176471,0.941176471,0.941176471,0,0,0,0.999646768,0.999646768,0.999646768,1,1,1,40.77135849,40.77135849,40.77135849,69183.53846,69180,69187,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.984615385,0.984615385,0.984615385,0.927536232,0.927536232,0.927536232,0,0,0,0.999381898,0.999381898,0.999381898,0.999588647,0.999588647,0.999588647,40.77610016,40.77610016,40.77610016
1170,69191.5,69188,69195,0.984615385,0.984615385,0.984615385,0.888888889,0.888888889,0.888888889,0,0,0,1,1,1,0.831168831,0.831168831,0.831168831,0,0,0,0.999028011,0.999028011,0.999028011,1,1,1,40.77672195,40.77672195,40.77672195,69191.55556,69188,69195,1,1,1,0.711111111,0.711111111,0.711111111,0,0,0,0.96969697,0.96969697,0.96969697,0.752941176,0.752941176,0.752941176,0,0,0,0.997344663,0.997344663,0.997344663,0.998870521,0.998870521,0.998870521,40.79196548,40.79196548,40.79196548
1171,69199.63636,69196,69203,0.980392157,0.980392157,0.980392157,0.465116279,0.465116279,0.465116279,0,0,0,1,1,1,0.606060606,0.606060606,0.606060606,0,0,0,0.999344023,0.999344023,0.999344023,0.989850746,0.989850746,0.989850746,40.83550262,40.83550262,40.83550262,69199.66667,69196,69203,0.961538462,0.961538462,0.961538462,0.454545455,0.454545455,0.454545455,0,0,0,1,1,1,0.625,0.625,0.625,0,0,0,0.998433002,0.998433002,0.998433002,0.987855863,0.987855863,0.987855863,40.85712433,40.85712433,40.85712433
1172,69207.53846,69204,69211,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999732191,0.999732191,0.999732191,0.998613037,0.998613037,0.998613037,40.793293,40.793293,40.793293,69207.46154,69204,69211,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0.999910746,0.999910746,0.999910746,0.998513527,0.998513527,0.998513527,40.79321289,40.79321289,40.79321289
1173,69215.76923,69212,69219,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0.99992681,0.99992681,0.99992681,0.997500399,0.997500399,0.997500399,40.83106995,40.83106995,40.83106995,69215.23077,69212,69219,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0,0,0,0.984615385,0.984615385,0.984615385,0,0,0,0.999194316,0.999194316,0.999194316,0.999310601,0.999310601,0.999310601,40.7781868,40.7781868,40.7781868
1174,69223.07143,69220,69227,0.571428571,0.571428571,0.571428571,0.52173913,0.52173913,0.52173913,0,0,0,0.551724138,0.551724138,0.551724138,0.534883721,0.534883721,0.534883721,0,0,0,0.968524839,0.968524839,0.968524839,0.995028218,0.995028218,0.995028218,40.91617966,40.91617966,40.91617966,69223.4,69220,69227,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.807017544,0.807017544,0.807017544,0,0,0,0.969719909,0.969719909,0.969719909,0.995813097,0.995813097,0.995813097,44.29250336,44.29250336,44.29250336
1175,69231.18182,69228,69235,0.974358974,0.974358974,0.974358974,0.967741935,0.967741935,0.967741935,0,0,0,0.762886598,0.762886598,0.762886598,0.967741935,0.967741935,0.967741935,0,0,0,0.338329764,0.338329764,0.338329764,0.980927819,0.980927819,0.980927819,41.04026413,41.04026413,41.04026413,69231.58333,69228,69235,0.260869565,0.260869565,0.260869565,0.895522388,0.895522388,0.895522388,0,0,0,0.266666667,0.266666667,0.266666667,0.9375,0.9375,0.9375,0,0,0,0.109756098,0.109756098,0.109756098,0.974492056,0.974492056,0.974492056,50.59369659,50.59369659,50.59369659
1176,69239.38462,69236,69243,0.934306569,0.934306569,0.934306569,1,1,1,0,0,0,0.836601307,0.836601307,0.836601307,0.99009901,0.99009901,0.99009901,0,0,0,0.889460154,0.889460154,0.889460154,0.9749943,0.9749943,0.9749943,40.93642807,40.93642807,40.93642807,69239.42857,69236,69243,0.64,0.64,0.64,0.869565217,0.869565217,0.869565217,0,0,0,0.581818182,0.581818182,0.581818182,0.847457627,0.847457627,0.847457627,0,0,0,0.871024117,0.871024117,0.871024117,0.967780925,0.967780925,0.967780925,47.87114334,47.87114334,47.87114334
1177,69247.58333,69244,69251,0.970414201,0.970414201,0.970414201,1,1,1,0,0,0,0.982035928,0.982035928,0.982035928,0.962406015,0.962406015,0.962406015,0,0,0,0.916618076,0.916618076,0.916618076,0.968979035,0.968979035,0.968979035,40.94623947,40.94623947,40.94623947,69247.38462,69244,69251,0.746268657,0.746268657,0.746268657,0.977099237,0.977099237,0.977099237,0,0,0,0.714285714,0.714285714,0.714285714,0.914285714,0.914285714,0.914285714,0,0,0,0.912200957,0.912200957,0.912200957,0.965493996,0.965493996,0.965493996,46.68841934,46.68841934,46.68841934
1178,69255.36364,69252,69259,0.99270073,0.99270073,0.99270073,0.921348315,0.921348315,0.921348315,0,0,0,0.99270073,0.99270073,0.99270073,0.911111111,0.911111111,0.911111111,0,0,0,0.994319527,0.994319527,0.994319527,0.993000589,0.993000589,0.993000589,40.80324936,40.80324936,40.80324936,69255.4,69252,69259,0.948148148,0.948148148,0.948148148,0.872340426,0.872340426,0.872340426,0,0,0,0.962406015,0.962406015,0.962406015,0.719298246,0.719298246,0.719298246,0,0,0,0.98977894,0.98977894,0.98977894,0.986176317,0.986176317,0.986176317,41.51689529,41.51689529,41.51689529
1179,69263.90909,69260,69267,0.95890411,0.95890411,0.95890411,0.810126582,0.810126582,0.810126582,0,0,0,0.972222222,0.972222222,0.972222222,0.795180723,0.795180723,0.795180723,0,0,0,0.998232975,0.998232975,0.998232975,0.994542974,0.994542974,0.994542974,40.82116318,40.82116318,40.82116318,69264,69260,69267,0.95890411,0.95890411,0.95890411,0.727272727,0.727272727,0.727272727,0,0,0,0.95890411,0.95890411,0.95890411,0.653465347,0.653465347,0.653465347,0,0,0,0.998502926,0.998502926,0.998502926,0.992594036,0.992594036,0.992594036,40.83445358,40.83445358,40.83445358
