validation_step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - _step__MAX,lin1-Eii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-Eii__MAX,lin1-iEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEE__MAX,lin1-iEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iEi__MAX,lin1-EEi,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEi__MAX,lin1-iiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iiE__MAX,lin1-EiE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EiE__MAX,lin1-iii,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-iii__MAX,lin1-EEE,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/f1_score-EEE__MAX,lin1-loss,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MIN,sso01-adamw-lr5e-5-base.lin1-2w1boplw - validation/loss__MAX,sso01-adamw-lr5e-5-base-291mo307 - _step,sso01-adamw-lr5e-5-base-291mo307 - _step__MIN,sso01-adamw-lr5e-5-base-291mo307 - _step__MAX,base-Eii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-Eii__MAX,base-iEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEE__MAX,base-iEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iEi__MAX,base-EEi,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEi__MAX,base-iiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iiE__MAX,base-EiE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EiE__MAX,base-iii,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-iii__MAX,base-EEE,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/f1_score-EEE__MAX,base-loss,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MIN,sso01-adamw-lr5e-5-base-291mo307 - validation/loss__MAX
270,22099.33333,22096,22103,0.857142857,0.857142857,0.857142857,0.955223881,0.955223881,0.955223881,0,0,0,0.872727273,0.872727273,0.872727273,0.941176471,0.941176471,0.941176471,0,0,0,0.998483107,0.998483107,0.998483107,0.997838143,0.997838143,0.997838143,41.02175903,41.02175903,41.02175903,22099.4,22096,22103,0.685714286,0.685714286,0.685714286,0.598130841,0.598130841,0.598130841,0,0,0,0.943396226,0.943396226,0.943396226,0.581818182,0.581818182,0.581818182,0,0,0,0.991422875,0.991422875,0.991422875,0.993383655,0.993383655,0.993383655,40.90725708,40.90725708,40.90725708
271,22108.1,22104,22111,0.901408451,0.901408451,0.901408451,0.962962963,0.962962963,0.962962963,0,0,0,0.927536232,0.927536232,0.927536232,0.939759036,0.939759036,0.939759036,0,0,0,0.997409448,0.997409448,0.997409448,0.996848267,0.996848267,0.996848267,40.79973221,40.79973221,40.79973221,22107.83333,22104,22111,0.853333333,0.853333333,0.853333333,0.624,0.624,0.624,0,0,0,0.842105263,0.842105263,0.842105263,0.634146341,0.634146341,0.634146341,0,0,0,0.992592593,0.992592593,0.992592593,0.996333065,0.996333065,0.996333065,40.82654953,40.82654953,40.82654953
272,22115.35714,22112,22119,0.955223881,0.955223881,0.955223881,0.972222222,0.972222222,0.972222222,0,0,0,0.96969697,0.96969697,0.96969697,0.95890411,0.95890411,0.95890411,0,0,0,0.999101432,0.999101432,0.999101432,0.99799152,0.99799152,0.99799152,40.78796005,40.78796005,40.78796005,22115.53846,22112,22119,0.955223881,0.955223881,0.955223881,0.769230769,0.769230769,0.769230769,0,0,0,0.941176471,0.941176471,0.941176471,0.813953488,0.813953488,0.813953488,0,0,0,0.998626374,0.998626374,0.998626374,0.995522388,0.995522388,0.995522388,40.82924271,40.82924271,40.82924271
273,22123.61538,22120,22127,0.933333333,0.933333333,0.933333333,0.984615385,0.984615385,0.984615385,0,0,0,0.629213483,0.629213483,0.629213483,0.96969697,0.96969697,0.96969697,0,0,0,0.998699456,0.998699456,0.998699456,0.996632997,0.996632997,0.996632997,40.81861115,40.81861115,40.81861115,22123.5,22120,22127,0.861538462,0.861538462,0.861538462,0.842105263,0.842105263,0.842105263,0,0,0,0.888888889,0.888888889,0.888888889,0.790123457,0.790123457,0.790123457,0,0,0,0.992370962,0.992370962,0.992370962,0.994414842,0.994414842,0.994414842,40.81925583,40.81925583,40.81925583
274,22131.45455,22128,22135,0.853333333,0.853333333,0.853333333,0.983050847,0.983050847,0.983050847,0,0,0,0.727272727,0.727272727,0.727272727,0.966666667,0.966666667,0.966666667,0,0,0,0.997260927,0.997260927,0.997260927,0.995245438,0.995245438,0.995245438,40.82397079,40.82397079,40.82397079,22131.38462,22128,22135,0.695652174,0.695652174,0.695652174,0.852941176,0.852941176,0.852941176,0,0,0,0.771084337,0.771084337,0.771084337,0.892307692,0.892307692,0.892307692,0,0,0,0.99612195,0.99612195,0.99612195,0.999550446,0.999550446,0.999550446,40.79888153,40.79888153,40.79888153
275,22139.5,22136,22143,0.888888889,0.888888889,0.888888889,0,0,0,0,0,0,0.941176471,0.941176471,0.941176471,0,0,0,0,0,0,0.999229479,0.999229479,0.999229479,0.997123682,0.997123682,0.997123682,40.81471634,40.81471634,40.81471634,22139.55556,22136,22143,0.556521739,0.556521739,0.556521739,0,0,0,0,0,0,0.621359223,0.621359223,0.621359223,0,0,0,0,0,0,0.969586967,0.969586967,0.969586967,0.917985314,0.917985314,0.917985314,42.00640488,42.00640488,42.00640488
276,22147.58333,22144,22151,0.679245283,0.679245283,0.679245283,0.52,0.52,0.52,0,0,0,0.666666667,0.666666667,0.666666667,0.622222222,0.622222222,0.622222222,0,0,0,0.991818545,0.991818545,0.991818545,0.915611814,0.915611814,0.915611814,41.06850052,41.06850052,41.06850052,22147.72727,22144,22151,0.514285714,0.514285714,0.514285714,0.342105263,0.342105263,0.342105263,0,0,0,0.553846154,0.553846154,0.553846154,0.288659794,0.288659794,0.288659794,0,0,0,0.990776018,0.990776018,0.990776018,0.923651452,0.923651452,0.923651452,41.09845352,41.09845352,41.09845352
277,22155.4,22152,22159,0.821428571,0.821428571,0.821428571,0.955223881,0.955223881,0.955223881,0,0,0,0.901960784,0.901960784,0.901960784,0.941176471,0.941176471,0.941176471,0,0,0,0.999137435,0.999137435,0.999137435,0.999562746,0.999562746,0.999562746,40.78200531,40.78200531,40.78200531,22155.71429,22152,22159,0.541176471,0.541176471,0.541176471,0.542372881,0.542372881,0.542372881,0,0,0,0.696969697,0.696969697,0.696969697,0.429530201,0.429530201,0.429530201,0,0,0,0.992623129,0.992623129,0.992623129,0.997810858,0.997810858,0.997810858,40.87127304,40.87127304,40.87127304
278,22163.07692,22160,22167,0.780487805,0.780487805,0.780487805,0.984615385,0.984615385,0.984615385,0,0,0,0.820512821,0.820512821,0.820512821,0.955223881,0.955223881,0.955223881,0,0,0,0.998690147,0.998690147,0.998690147,1,1,1,40.78285599,40.78285599,40.78285599,22163.76923,22160,22167,0.457142857,0.457142857,0.457142857,0.503937008,0.503937008,0.503937008,0,0,0,0.503937008,0.503937008,0.503937008,0.470588235,0.470588235,0.470588235,0,0,0,0.98983225,0.98983225,0.98983225,0.999383604,0.999383604,0.999383604,40.8820343,40.8820343,40.8820343
279,22171.08333,22168,22175,0.984615385,0.984615385,0.984615385,0.835820896,0.835820896,0.835820896,0,0,0,0.984615385,0.984615385,0.984615385,0.811594203,0.811594203,0.811594203,0,0,0,0.996626646,0.996626646,0.996626646,0.985639958,0.985639958,0.985639958,41.05812836,41.05812836,41.05812836,22171.5,22168,22175,0.551724138,0.551724138,0.551724138,0.58,0.58,0.58,0,0,0,0.60952381,0.60952381,0.60952381,0.518518519,0.518518519,0.518518519,0,0,0,0.992913501,0.992913501,0.992913501,0.996897622,0.996897622,0.996897622,40.85704803,40.85704803,40.85704803
280,22179.84615,22176,22183,0.634920635,0.634920635,0.634920635,0.93877551,0.93877551,0.93877551,0,0,0,0.689655172,0.689655172,0.689655172,0.821428571,0.821428571,0.821428571,0,0,0,0.998085642,0.998085642,0.998085642,0.998105343,0.998105343,0.998105343,40.80714035,40.80714035,40.80714035,22179.45455,22176,22183,0.404040404,0.404040404,0.404040404,0.380165289,0.380165289,0.380165289,0,0,0,0.487804878,0.487804878,0.487804878,0.319444444,0.319444444,0.319444444,0,0,0,0.988788402,0.988788402,0.988788402,0.973418195,0.973418195,0.973418195,41.008255,41.008255,41.008255
281,22187.53333,22184,22191,0.752941176,0.752941176,0.752941176,0.984615385,0.984615385,0.984615385,0,0,0,0.842105263,0.842105263,0.842105263,0.831168831,0.831168831,0.831168831,0,0,0,0.998083067,0.998083067,0.998083067,0.998320134,0.998320134,0.998320134,40.78978348,40.78978348,40.78978348,22187.92857,22184,22191,0.592592593,0.592592593,0.592592593,0.551724138,0.551724138,0.551724138,0,0,0,0.653061224,0.653061224,0.653061224,0.444444444,0.444444444,0.444444444,0,0,0,0.989654555,0.989654555,0.989654555,0.981363529,0.981363529,0.981363529,40.8854599,40.8854599,40.8854599
282,22195.25,22192,22199,0.688172043,0.688172043,0.688172043,0.914285714,0.914285714,0.914285714,0,0,0,0.695652174,0.695652174,0.695652174,0.864864865,0.864864865,0.864864865,0,0,0,0.997335607,0.997335607,0.997335607,0.999519462,0.999519462,0.999519462,40.7991333,40.7991333,40.7991333,22195.5,22192,22199,0.621359223,0.621359223,0.621359223,0.524590164,0.524590164,0.524590164,0,0,0,0.666666667,0.666666667,0.666666667,0.432432432,0.432432432,0.432432432,0,0,0,0.992323896,0.992323896,0.992323896,0.999519462,0.999519462,0.999519462,40.85691071,40.85691071,40.85691071
283,22203.25,22200,22207,1,1,1,0.866666667,0.866666667,0.866666667,0,0,0,1,1,1,0.881355932,0.881355932,0.881355932,0,0,0,0.997881356,0.997881356,0.997881356,0.987478517,0.987478517,0.987478517,40.79792404,40.79792404,40.79792404,22203.91667,22200,22207,0.62745098,0.62745098,0.62745098,0.536082474,0.536082474,0.536082474,0,0,0,0.8,0.8,0.8,0.464285714,0.464285714,0.464285714,0,0,0,0.993012946,0.993012946,0.993012946,0.986679822,0.986679822,0.986679822,40.87371826,40.87371826,40.87371826
284,22211.30769,22208,22215,0.888888889,0.888888889,0.888888889,0.892857143,0.892857143,0.892857143,0,0,0,0.842105263,0.842105263,0.842105263,0.877192982,0.877192982,0.877192982,0,0,0,0.998340839,0.998340839,0.998340839,0.985458235,0.985458235,0.985458235,40.83393097,40.83393097,40.83393097,22211.08333,22208,22215,0.216216216,0.216216216,0.216216216,0.757575758,0.757575758,0.757575758,0,0,0,0.41025641,0.41025641,0.41025641,0.714285714,0.714285714,0.714285714,0,0,0,0.995649514,0.995649514,0.995649514,0.996295049,0.996295049,0.996295049,40.85619354,40.85619354,40.85619354
285,22219.35714,22216,22223,0.711111111,0.711111111,0.711111111,0.984615385,0.984615385,0.984615385,0,0,0,0.735632184,0.735632184,0.735632184,0.955223881,0.955223881,0.955223881,0,0,0,0.998462064,0.998462064,0.998462064,0.994284433,0.994284433,0.994284433,40.82300186,40.82300186,40.82300186,22219.69231,22216,22223,0.438356164,0.438356164,0.438356164,0.771084337,0.771084337,0.771084337,0,0,0,0.537815126,0.537815126,0.537815126,0.831168831,0.831168831,0.831168831,0,0,0,0.992386114,0.992386114,0.992386114,0.999107939,0.999107939,0.999107939,40.83725739,40.83725739,40.83725739
286,22226.81818,22224,22231,0.914285714,0.914285714,0.914285714,0.761904762,0.761904762,0.761904762,0,0,0,0.96969697,0.96969697,0.96969697,0.771084337,0.771084337,0.771084337,0,0,0,0.996959966,0.996959966,0.996959966,0.996882654,0.996882654,0.996882654,40.79895401,40.79895401,40.79895401,22227.07692,22224,22231,0.60952381,0.60952381,0.60952381,0.551724138,0.551724138,0.551724138,0,0,0,0.771084337,0.771084337,0.771084337,0.551724138,0.551724138,0.551724138,0,0,0,0.989604452,0.989604452,0.989604452,0.990815536,0.990815536,0.990815536,40.86427307,40.86427307,40.86427307
287,22235.09091,22232,22239,0.941176471,0.941176471,0.941176471,0.32,0.32,0.32,0,0,0,0.876712329,0.876712329,0.876712329,0.307692308,0.307692308,0.307692308,0,0,0,0.99855024,0.99855024,0.99855024,0.986839733,0.986839733,0.986839733,41.07538223,41.07538223,41.07538223,22235.5,22232,22239,0.831168831,0.831168831,0.831168831,0.120481928,0.120481928,0.120481928,0,0,0,0.96969697,0.96969697,0.96969697,0.098765432,0.098765432,0.098765432,0,0,0,0.993643359,0.993643359,0.993643359,0.969808542,0.969808542,0.969808542,41.08138657,41.08138657,41.08138657
288,22243.15385,22240,22247,0.75,0.75,0.75,0.949152542,0.949152542,0.949152542,0,0,0,0.75,0.75,0.75,0.920634921,0.920634921,0.920634921,0,0,0,0.998732225,0.998732225,0.998732225,0.990051251,0.990051251,0.990051251,40.80687332,40.80687332,40.80687332,22243.42857,22240,22247,0.75,0.75,0.75,0.949152542,0.949152542,0.949152542,0,0,0,0.857142857,0.857142857,0.857142857,0.585858586,0.585858586,0.585858586,0,0,0,0.998216491,0.998216491,0.998216491,0.997885835,0.997885835,0.997885835,40.81019974,40.81019974,40.81019974
289,22251.69231,22248,22255,1,1,1,0.914285714,0.914285714,0.914285714,0,0,0,1,1,1,0.876712329,0.876712329,0.876712329,0,0,0,0.999035172,0.999035172,0.999035172,0.999271668,0.999271668,0.999271668,40.781147,40.781147,40.781147,22251.5,22248,22255,1,1,1,0.941176471,0.941176471,0.941176471,0,0,0,0.933333333,0.933333333,0.933333333,0.407643312,0.407643312,0.407643312,0,0,0,0.994403067,0.994403067,0.994403067,0.996990765,0.996990765,0.996990765,40.82470703,40.82470703,40.82470703
290,22259.64286,22256,22263,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.927536232,0.927536232,0.927536232,0.927536232,0.927536232,0.927536232,0,0,0,0.999233924,0.999233924,0.999233924,0.999803498,0.999803498,0.999803498,40.77453613,40.77453613,40.77453613,22259.36364,22256,22263,0.566371681,0.566371681,0.566371681,0.864864865,0.864864865,0.864864865,0,0,0,0.673684211,0.673684211,0.673684211,0.347826087,0.347826087,0.347826087,0,0,0,0.990453678,0.990453678,0.990453678,1,1,1,40.84989166,40.84989166,40.84989166
291,22267.54545,22264,22271,0.984615385,0.984615385,0.984615385,0.851851852,0.851851852,0.851851852,0,0,0,0.96969697,0.96969697,0.96969697,0.867924528,0.867924528,0.867924528,0,0,0,0.998979637,0.998979637,0.998979637,0.996450664,0.996450664,0.996450664,40.80260086,40.80260086,40.80260086,22267.90909,22264,22271,0.592592593,0.592592593,0.592592593,0.582278481,0.582278481,0.582278481,0,0,0,0.853333333,0.853333333,0.853333333,0.351145038,0.351145038,0.351145038,0,0,0,0.992516704,0.992516704,0.992516704,0.992344595,0.992344595,0.992344595,40.92931366,40.92931366,40.92931366
292,22275.5,22272,22279,0.885245902,0.885245902,0.885245902,0.333333333,0.333333333,0.333333333,0,0,0,0.830769231,0.830769231,0.830769231,0.37037037,0.37037037,0.37037037,0,0,0,0.997532923,0.997532923,0.997532923,0.980967917,0.980967917,0.980967917,40.88808823,40.88808823,40.88808823,22275.63636,22272,22279,0.606741573,0.606741573,0.606741573,0.125,0.125,0.125,0,0,0,0.739726027,0.739726027,0.739726027,0.135135135,0.135135135,0.135135135,0,0,0,0.991921665,0.991921665,0.991921665,0.948243497,0.948243497,0.948243497,41.06122971,41.06122971,41.06122971
293,22283.64286,22280,22287,0.208333333,0.208333333,0.208333333,0.984615385,0.984615385,0.984615385,0,0,0,0.204081633,0.204081633,0.204081633,0.984615385,0.984615385,0.984615385,0,0,0,0.996277162,0.996277162,0.996277162,0.995565774,0.995565774,0.995565774,40.83258057,40.83258057,40.83258057,22283.6,22280,22287,0.099009901,0.099009901,0.099009901,0.592592593,0.592592593,0.592592593,0,0,0,0.163934426,0.163934426,0.163934426,0.60952381,0.60952381,0.60952381,0,0,0,0.99010128,0.99010128,0.99010128,0.993442623,0.993442623,0.993442623,40.93281555,40.93281555,40.93281555
294,22291.5,22288,22295,0.659793814,0.659793814,0.659793814,1,1,1,0,0,0,0.927536232,0.927536232,0.927536232,1,1,1,0,0,0,0.998350324,0.998350324,0.998350324,0.999885123,0.999885123,0.999885123,40.78368378,40.78368378,40.78368378,22291.53846,22288,22295,0.488549618,0.488549618,0.488549618,0.566371681,0.566371681,0.566371681,0,0,0,0.556521739,0.556521739,0.556521739,0.587155963,0.587155963,0.587155963,0,0,0,0.985756677,0.985756677,0.985756677,0.985551154,0.985551154,0.985551154,40.9765625,40.9765625,40.9765625
295,22299.36364,22296,22303,0.752941176,0.752941176,0.752941176,0.888888889,0.888888889,0.888888889,0,0,0,0.790123457,0.790123457,0.790123457,0.876712329,0.876712329,0.876712329,0,0,0,0.997035155,0.997035155,0.997035155,0.998279619,0.998279619,0.998279619,40.79680634,40.79680634,40.79680634,22299.33333,22296,22303,0.512,0.512,0.512,0.727272727,0.727272727,0.727272727,0,0,0,0.695652174,0.695652174,0.695652174,0.688172043,0.688172043,0.688172043,0,0,0,0.987039651,0.987039651,0.987039651,0.981834593,0.981834593,0.981834593,40.88683319,40.88683319,40.88683319
296,22308,22304,22311,0.979591837,0.979591837,0.979591837,0.571428571,0.571428571,0.571428571,0,0,0,0.979591837,0.979591837,0.979591837,0.571428571,0.571428571,0.571428571,0,0,0,0.998658918,0.998658918,0.998658918,0.984434655,0.984434655,0.984434655,40.83127975,40.83127975,40.83127975,22307.53846,22304,22311,0.8,0.8,0.8,0.207792208,0.207792208,0.207792208,0,0,0,0.905660377,0.905660377,0.905660377,0.195121951,0.195121951,0.195121951,0,0,0,0.995428768,0.995428768,0.995428768,0.956309196,0.956309196,0.956309196,41.03643417,41.03643417,41.03643417
297,22315.08333,22312,22319,0.818181818,0.818181818,0.818181818,0.96969697,0.96969697,0.96969697,0,0,0,0.782608696,0.782608696,0.782608696,0.864864865,0.864864865,0.864864865,0,0,0,0.999310069,0.999310069,0.999310069,0.997965826,0.997965826,0.997965826,40.79275513,40.79275513,40.79275513,22315.5,22312,22319,0.6,0.6,0.6,0.520325203,0.520325203,0.520325203,0,0,0,0.666666667,0.666666667,0.666666667,0.503937008,0.503937008,0.503937008,0,0,0,0.99307782,0.99307782,0.99307782,0.988741044,0.988741044,0.988741044,40.93531799,40.93531799,40.93531799
298,22323.4,22320,22327,1,1,1,1,1,1,0,0,0,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,0.999960541,0.999960541,0.999960541,1,1,1,40.76884842,40.76884842,40.76884842,22323.66667,22320,22327,0.680851064,0.680851064,0.680851064,0.516129032,0.516129032,0.516129032,0,0,0,0.761904762,0.761904762,0.761904762,0.492307692,0.492307692,0.492307692,0,0,0,0.993006993,0.993006993,0.993006993,1,1,1,40.83845139,40.83845139,40.83845139
299,22331.69231,22328,22335,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,40.7684021,40.7684021,40.7684021,22332.09091,22328,22335,0.680851064,0.680851064,0.680851064,0.547008547,0.547008547,0.547008547,0,0,0,0.842105263,0.842105263,0.842105263,0.551724138,0.551724138,0.551724138,0,0,0,0.994165972,0.994165972,0.994165972,1,1,1,40.82735062,40.82735062,40.82735062
300,22339.69231,22336,22343,1,1,1,0.709677419,0.709677419,0.709677419,0,0,0,1,1,1,0.709677419,0.709677419,0.709677419,0,0,0,0.999646443,0.999646443,0.999646443,0.994255625,0.994255625,0.994255625,40.80545425,40.80545425,40.80545425,22339.42857,22336,22343,0.623655914,0.623655914,0.623655914,0.34375,0.34375,0.34375,0,0,0,0.698795181,0.698795181,0.698795181,0.41509434,0.41509434,0.41509434,0,0,0,0.996241135,0.996241135,0.996241135,0.982396913,0.982396913,0.982396913,40.92873383,40.92873383,40.92873383
301,22347.61538,22344,22351,0.933333333,0.933333333,0.933333333,0.927536232,0.927536232,0.927536232,0,0,0,0.903225806,0.903225806,0.903225806,0.955223881,0.955223881,0.955223881,0,0,0,0.999455595,0.999455595,0.999455595,0.997546012,0.997546012,0.997546012,40.78198242,40.78198242,40.78198242,22347.16667,22344,22351,0.424242424,0.424242424,0.424242424,0.688172043,0.688172043,0.688172043,0,0,0,0.666666667,0.666666667,0.666666667,0.680851064,0.680851064,0.680851064,0,0,0,0.986768597,0.986768597,0.986768597,0.950749465,0.950749465,0.950749465,40.92781067,40.92781067,40.92781067
302,22355.78571,22352,22359,1,1,1,0.984615385,0.984615385,0.984615385,0,0,0,1,1,1,1,1,1,0,0,0,0.99996113,0.99996113,0.99996113,1,1,1,40.7688179,40.7688179,40.7688179,22355.38462,22352,22359,0.771084337,0.771084337,0.771084337,0.8,0.8,0.8,0,0,0,0.842105263,0.842105263,0.842105263,0.864864865,0.864864865,0.864864865,0,0,0,0.997779596,0.997779596,0.997779596,1,1,1,40.79204559,40.79204559,40.79204559
303,22364,22360,22367,1,1,1,0.833333333,0.833333333,0.833333333,0,0,0,1,1,1,0.892857143,0.892857143,0.892857143,0,0,0,0.999614227,0.999614227,0.999614227,0.999073216,0.999073216,0.999073216,40.78277588,40.78277588,40.78277588,22363.84615,22360,22367,0.727272727,0.727272727,0.727272727,0.581395349,0.581395349,0.581395349,0,0,0,0.8,0.8,0.8,0.632911392,0.632911392,0.632911392,0,0,0,0.994458009,0.994458009,0.994458009,0.989544895,0.989544895,0.989544895,40.86944199,40.86944199,40.86944199
304,22371.58333,22368,22375,0.638297872,0.638297872,0.638297872,0.894736842,0.894736842,0.894736842,0,0,0,0.638297872,0.638297872,0.638297872,0.693877551,0.693877551,0.693877551,0,0,0,0.998205265,0.998205265,0.998205265,0.993673555,0.993673555,0.993673555,40.8235054,40.8235054,40.8235054,22371.75,22368,22375,0.535714286,0.535714286,0.535714286,0.311926606,0.311926606,0.311926606,0,0,0,0.909090909,0.909090909,0.909090909,0.246376812,0.246376812,0.246376812,0,0,0,0.988415957,0.988415957,0.988415957,0.916134525,0.916134525,0.916134525,41.16277695,41.16277695,41.16277695
305,22379.58333,22376,22383,0.602409639,0.602409639,0.602409639,0.955223881,0.955223881,0.955223881,0,0,0,0.595238095,0.595238095,0.595238095,0.876712329,0.876712329,0.876712329,0,0,0,0.995337219,0.995337219,0.995337219,0.99554914,0.99554914,0.99554914,40.83618546,40.83618546,40.83618546,22379.33333,22376,22383,0.505050505,0.505050505,0.505050505,0.561403509,0.561403509,0.561403509,0,0,0,0.581395349,0.581395349,0.581395349,0.407643312,0.407643312,0.407643312,0,0,0,0.989378227,0.989378227,0.989378227,0.996533174,0.996533174,0.996533174,40.88211823,40.88211823,40.88211823
306,22387,22384,22391,0.955223881,0.955223881,0.955223881,1,1,1,0,0,0,0.96969697,0.96969697,0.96969697,0.927536232,0.927536232,0.927536232,0,0,0,0.999579797,0.999579797,0.999579797,1,1,1,40.77322769,40.77322769,40.77322769,22387.76923,22384,22391,0.47761194,0.47761194,0.47761194,0.666666667,0.666666667,0.666666667,0,0,0,0.752941176,0.752941176,0.752941176,0.496124031,0.496124031,0.496124031,0,0,0,0.992040644,0.992040644,0.992040644,1,1,1,40.84259796,40.84259796,40.84259796
307,22395.69231,22392,22399,0.955223881,0.955223881,0.955223881,0.88,0.88,0.88,0,0,0,0.96969697,0.96969697,0.96969697,0.862745098,0.862745098,0.862745098,0,0,0,0.998725696,0.998725696,0.998725696,0.997400668,0.997400668,0.997400668,40.78844833,40.78844833,40.78844833,22395.76923,22392,22399,0.711111111,0.711111111,0.711111111,0.637681159,0.637681159,0.637681159,0,0,0,0.810126582,0.810126582,0.810126582,0.628571429,0.628571429,0.628571429,0,0,0,0.996134551,0.996134551,0.996134551,0.992762665,0.992762665,0.992762665,40.88222504,40.88222504,40.88222504
308,22403.92857,22400,22407,0.6875,0.6875,0.6875,0.869565217,0.869565217,0.869565217,0,0,0,0.666666667,0.666666667,0.666666667,0.909090909,0.909090909,0.909090909,0,0,0,0.975427277,0.975427277,0.975427277,0.79771566,0.79771566,0.79771566,41.2977829,41.2977829,41.2977829,22403.69231,22400,22407,0.44,0.44,0.44,0.357142857,0.357142857,0.357142857,0,0,0,0.5,0.5,0.5,0.465116279,0.465116279,0.465116279,0,0,0,0.986162581,0.986162581,0.986162581,0.895238095,0.895238095,0.895238095,41.112854,41.112854,41.112854
309,22411.33333,22408,22415,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.999622784,0.999622784,0.999622784,0.99911426,0.99911426,0.99911426,40.78586578,40.78586578,40.78586578,22411.54545,22408,22415,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0,0,0,0.735632184,0.735632184,0.735632184,0,0,0,0.997116521,0.997116521,0.997116521,0.998849863,0.998849863,0.998849863,40.80846024,40.80846024,40.80846024
310,22419.58333,22416,22423,0,0,0,0.96969697,0.96969697,0.96969697,0,0,0,0,0,0,0.914285714,0.914285714,0.914285714,0,0,0,0.996374841,0.996374841,0.996374841,0.998509548,0.998509548,0.998509548,40.78781128,40.78781128,40.78781128,22419.21429,22416,22423,0,0,0,0.727272727,0.727272727,0.727272727,0,0,0,0,0,0,0.752941176,0.752941176,0.752941176,0,0,0,0.99336424,0.99336424,0.99336424,0.998788669,0.998788669,0.998788669,40.80594635,40.80594635,40.80594635
311,22427.46154,22424,22431,0.820512821,0.820512821,0.820512821,0.484848485,0.484848485,0.484848485,0,0,0,0.820512821,0.820512821,0.820512821,0.517241379,0.517241379,0.517241379,0,0,0,0.952073584,0.952073584,0.952073584,0.985938036,0.985938036,0.985938036,41.15810013,41.15810013,41.15810013,22427.41667,22424,22431,0.780487805,0.780487805,0.780487805,0.380952381,0.380952381,0.380952381,0,0,0,0.780487805,0.780487805,0.780487805,0.426666667,0.426666667,0.426666667,0,0,0,0.982626389,0.982626389,0.982626389,0.993156478,0.993156478,0.993156478,40.945961,40.945961,40.945961
312,22435.66667,22432,22439,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.997571342,0.997571342,0.997571342,0.994996873,0.994996873,0.994996873,41.87630844,41.87630844,41.87630844,22435.73333,22432,22439,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.876712329,0.876712329,0.876712329,0,0,0,0,0,0,0.997453619,0.997453619,0.997453619,0.990433031,0.990433031,0.990433031,41.98566818,41.98566818,41.98566818
